Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,15,11,2.0,2.0,32.0,9,35,34.54,34.54,9.58,8.82,+25.73,9.43,21.44,185,60,35.02
2,LIV,15,10,4.0,1.0,44.0,12,34,39.78,39.01,14.14,14.14,+24.87,8.13,25.04,172,64,34.45
3,CHE,15,10,3.0,2.0,35.0,9,33,28.92,26.63,14.93,12.64,+13.99,9.40,12.95,152,66,28.73
4,WHU,15,8,3.0,4.0,28.0,19,27,23.95,21.51,19.41,19.41,+2.10,13.54,12.49,90,102,24.07
5,TOT,14,8,1.0,5.0,16.0,17,25,17.83,17.07,19.34,18.57,-1.50,12.27,10.74,76,107,19.24
6,MUN,15,7,3.0,5.0,25.0,24,24,21.98,20.45,25.12,22.83,-2.38,12.81,11.58,115,81,19.33
7,ARS,15,7,2.0,6.0,18.0,22,23,20.54,18.9,24.91,24.15,-5.24,14.80,12.31,106,116,20.62
8,WOL,15,6,3.0,6.0,12.0,13,21,17.71,17.71,19.36,17.08,+0.63,13.91,10.37,75,100,20.12
9,BHA,15,4,8.0,3.0,14.0,16,20,18.22,15.93,18.25,16.73,-0.80,8.88,14.87,114,91,20.86
10,AVL,15,6,1.0,8.0,21.0,24,19,15.34,13.82,21.60,19.97,-6.15,12.31,8.24,94,103,16.15
11,LEI,15,5,4.0,6.0,23.0,27,19,19.66,19.66,24.85,22.57,-2.91,10.90,11.19,104,106,17.07
12,EVE,15,5,3.0,7.0,19.0,25,18,19.74,17.46,22.06,21.29,-3.84,13.82,8.60,84,103,19.87
13,BRE,15,4,5.0,6.0,19.0,21,17,21.30,19.78,18.78,18.02,+1.76,10.60,10.04,89,96,23.26
14,CRY,15,3,7.0,5.0,19.0,21,16,19.07,17.55,15.61,14.85,+2.70,12.13,10.29,94,103,22.59
15,LEE,15,3,7.0,5.0,15.0,22,16,18.93,17.41,23.25,22.49,-5.07,6.70,12.61,95,92,19.23
16,SOU,15,3,7.0,5.0,14.0,21,16,19.66,18.14,21.44,21.44,-3.30,9.47,9.09,98,97,20.35
17,WAT,15,4,1.0,10.0,20.0,29,13,17.59,16.07,28.94,27.42,-11.35,13.32,8.65,67,152,14.47
18,BUR,14,1,7.0,6.0,14.0,21,10,14.80,14.8,23.17,23.17,-8.37,13.07,10.19,70,124,13.32
19,NEW,15,1,7.0,7.0,17.0,30,10,15.67,14.91,27.52,23.55,-8.64,15.66,7.45,57,127,12.90
20,NOR,15,2,4.0,9.0,8.0,31,10,13.30,11.78,26.29,24.01,-12.23,13.97,10.01,77,124,12.81
