Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,9,7,1.0,1.0,23.0,3,22,16.55,15.79,10.02,8.50,+7.29,10.49,13.08,89,47,15.61
2,LIV,9,6,3.0,0.0,27.0,6,21,24.59,23.83,9.54,9.54,+14.29,8.49,28.12,92,53,20.37
3,MCI,9,6,2.0,1.0,20.0,4,20,21.46,21.46,5.88,5.12,+16.34,10.48,19.40,106,41,21.58
4,WHU,9,5,2.0,2.0,16.0,10,17,16.26,14.58,10.59,10.59,+3.99,13.24,14.58,62,46,16.29
5,BHA,9,4,3.0,2.0,9.0,9,15,10.04,8.52,12.20,10.68,-2.16,9.27,17.19,71,54,10.89
6,TOT,9,5,0.0,4.0,9.0,13,15,9.48,8.71,14.59,13.83,-5.12,12.22,10.34,53,68,9.68
7,MUN,9,4,2.0,3.0,16.0,15,14,14.87,14.11,15.15,14.39,-0.28,12.07,12.98,73,51,12.90
8,EVE,9,4,2.0,3.0,15.0,14,14,14.64,12.35,11.83,11.83,+0.52,13.19,8.82,50,59,14.74
9,LEI,9,4,2.0,3.0,15.0,15,14,11.80,11.8,13.07,11.55,+0.25,12.85,11.70,65,67,11.39
10,ARS,9,4,2.0,3.0,10.0,13,14,12.61,11.73,15.35,15.35,-3.62,15.19,12.72,69,75,12.57
11,WOL,9,4,1.0,4.0,9.0,9,13,13.34,13.34,10.55,8.27,+5.07,13.08,9.98,51,45,14.27
12,BRE,9,3,3.0,3.0,11.0,9,12,13.82,13.06,8.25,8.25,+4.81,10.75,9.72,55,60,16.88
13,AVL,9,3,1.0,5.0,13.0,15,10,9.97,8.45,14.49,12.86,-4.41,9.99,9.58,55,61,9.33
14,WAT,9,3,1.0,5.0,12.0,17,10,9.47,9.47,16.77,16.01,-6.55,15.59,8.29,42,83,8.33
15,CRY,9,1,6.0,2.0,11.0,14,9,11.43,9.91,10.35,10.35,-0.44,12.45,10.48,58,60,12.87
16,SOU,9,1,5.0,3.0,8.0,12,8,11.50,9.98,13.61,13.61,-3.63,9.66,9.14,50,51,11.30
17,LEE,9,1,4.0,4.0,8.0,16,7,10.07,9.31,15.66,14.90,-5.59,7.55,14.16,62,56,9.72
18,BUR,9,0,4.0,5.0,7.0,15,4,9.56,9.56,15.17,15.17,-5.61,13.20,9.47,46,88,8.42
19,NEW,9,0,4.0,5.0,11.0,20,4,10.06,10.06,17.73,15.29,-5.23,14.42,8.34,38,74,7.10
20,NOR,9,0,2.0,7.0,2.0,23,2,7.06,6.3,17.74,16.22,-9.92,16.41,8.93,41,89,6.19
