Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,11,8,2.0,1.0,27.0,4,26,21.72,20.2,10.86,9.33,+10.87,10.09,13.80,119,52,21.20
2,MCI,11,7,2.0,2.0,22.0,6,23,24.16,24.16,7.69,6.93,+17.23,10.11,19.49,126,46,24.88
3,WHU,11,7,2.0,2.0,23.0,13,23,20.18,18.5,12.74,12.74,+5.76,13.07,14.16,69,65,20.26
4,LIV,11,6,4.0,1.0,31.0,11,22,27.44,26.68,12.30,12.30,+14.38,8.63,27.08,119,60,23.12
5,ARS,11,6,2.0,3.0,13.0,13,20,15.20,13.57,17.83,17.83,-4.27,15.72,12.13,81,85,15.54
6,MUN,11,5,2.0,4.0,19.0,17,17,17.02,16.26,18.35,17.59,-1.33,12.72,12.03,82,62,14.86
7,BHA,11,4,5.0,2.0,12.0,12,17,12.98,10.7,13.83,12.31,-1.61,10.06,16.89,81,66,14.90
8,WOL,11,5,1.0,5.0,11.0,12,16,15.29,15.29,14.90,12.62,+2.67,12.91,9.93,59,62,15.69
9,TOT,11,5,1.0,5.0,9.0,16,16,11.43,10.67,16.58,15.82,-5.14,11.24,10.35,59,86,12.37
10,CRY,11,3,6.0,2.0,15.0,14,15,15.13,13.61,11.26,11.26,+2.35,11.96,10.60,73,74,17.46
11,EVE,11,4,3.0,4.0,16.0,16,15,16.93,14.65,14.33,14.33,+0.32,12.87,8.81,66,68,17.21
12,LEI,11,4,3.0,4.0,16.0,18,15,14.58,14.58,16.14,14.62,-0.04,12.47,12.22,78,77,13.93
13,SOU,11,3,5.0,3.0,10.0,12,14,14.31,12.79,15.00,15.00,-2.21,9.08,9.38,69,68,15.23
14,BRE,11,3,3.0,5.0,13.0,14,12,17.45,16.69,12.14,11.38,+5.31,10.25,10.77,68,66,19.66
15,LEE,11,2,5.0,4.0,11.0,18,11,13.20,12.44,17.12,16.36,-3.92,7.21,13.50,72,62,13.89
16,AVL,11,3,1.0,7.0,14.0,20,10,11.20,9.68,18.06,16.42,-6.75,10.70,8.89,71,73,10.40
17,WAT,11,3,1.0,7.0,12.0,19,10,10.81,10.81,20.17,18.65,-7.84,14.32,8.41,47,101,9.38
18,BUR,11,1,5.0,5.0,11.0,17,8,12.96,12.96,19.01,19.01,-6.05,13.69,9.69,53,106,11.21
19,NEW,11,0,5.0,6.0,12.0,24,5,10.44,10.44,21.32,17.36,-6.92,15.49,7.83,39,94,7.47
20,NOR,11,1,2.0,8.0,5.0,26,5,8.88,7.36,21.70,20.18,-12.82,15.33,8.21,47,105,7.41
