Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,22,18,2.0,2.0,54.0,13,56,52.20,49.15,14.18,13.42,+35.73,9.19,21.56,265,83,52.19
2,LIV,21,13,6.0,2.0,55.0,18,45,54.98,52.6,19.67,19.67,+32.93,7.81,22.94,251,100,48.19
3,CHE,23,12,8.0,3.0,46.0,18,44,41.83,36.5,22.30,19.26,+17.24,9.58,14.13,230,111,42.82
4,WHU,22,11,4.0,7.0,41.0,30,37,37.15,33.18,30.45,28.93,+4.26,11.93,11.99,139,144,35.37
5,TOT,19,11,3.0,5.0,26.0,22,36,32.44,30.92,23.67,22.91,+8.01,11.49,11.35,143,128,32.45
6,ARS,20,11,2.0,7.0,33.0,25,35,32.84,29.68,29.17,26.88,+2.80,13.62,12.62,154,134,32.13
7,MUN,21,10,5.0,6.0,35.0,30,35,31.82,29.54,32.99,30.71,-1.17,12.26,12.18,147,127,29.01
8,WOL,20,9,4.0,7.0,17.0,15,31,22.37,21.6,26.04,23.00,-1.39,15.11,10.04,94,147,26.01
9,BHA,21,6,11.0,4.0,22.0,22,29,25.56,22.51,24.14,21.86,+0.65,8.93,14.56,166,131,30.04
10,LEI,19,7,4.0,8.0,33.0,36,25,26.72,25.96,36.17,31.50,-5.54,12.80,10.70,130,158,20.69
11,CRY,21,5,9.0,7.0,30.0,31,24,28.43,26.15,25.34,23.06,+3.09,11.92,9.42,131,145,31.28
12,SOU,21,5,9.0,7.0,25.0,33,24,25.01,22.72,32.28,30.76,-8.04,9.51,9.13,113,135,25.15
13,AVL,20,7,2.0,11.0,27.0,32,23,20.89,19.36,29.50,25.58,-6.22,13.26,8.28,136,145,22.54
14,BRE,22,6,5.0,11.0,25.0,36,23,28.06,25.77,29.59,28.83,-3.06,10.40,9.87,125,135,30.46
15,LEE,20,5,7.0,8.0,24.0,39,22,26.52,23.47,36.31,34.03,-10.56,7.74,11.55,119,139,23.62
16,EVE,19,5,4.0,10.0,24.0,34,19,24.01,20.97,29.84,29.08,-8.11,13.33,8.59,101,137,23.21
17,WAT,19,4,2.0,13.0,23.0,37,14,20.97,19.45,36.59,33.54,-14.09,13.15,7.76,79,188,17.12
18,NOR,21,3,4.0,14.0,10.0,45,13,16.88,15.36,39.05,34.49,-19.13,14.08,9.84,104,184,15.83
19,NEW,20,1,9.0,10.0,20.0,43,12,18.87,18.11,39.41,34.69,-16.58,15.09,7.66,80,171,15.20
20,BUR,17,1,8.0,8.0,16.0,27,11,17.18,17.18,28.02,28.02,-10.84,12.65,10.09,81,146,15.54
