Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,8,6,1.0,1.0,16.0,3,19,13.45,13.45,9.76,8.23,+5.21,11.23,12.60,79,47,12.69
2,LIV,8,5,3.0,0.0,22.0,6,18,20.54,19.78,8.18,8.18,+11.60,8.53,25.74,79,46,17.59
3,MCI,8,5,2.0,1.0,16.0,3,17,17.89,17.89,4.71,4.71,+13.17,9.40,21.65,96,34,18.80
4,BHA,8,4,3.0,1.0,8.0,5,15,8.87,8.11,8.63,7.11,+1.00,9.18,16.56,64,44,10.75
5,TOT,8,5,0.0,3.0,9.0,12,15,8.80,8.04,12.86,12.10,-4.06,12.34,9.39,51,62,9.15
6,MUN,8,4,2.0,2.0,16.0,10,14,13.52,12.76,11.10,10.34,+2.42,9.99,13.74,66,38,12.74
7,WHU,8,4,2.0,2.0,15.0,10,14,14.53,12.85,9.92,9.92,+2.93,12.35,15.10,56,44,14.04
8,EVE,8,4,2.0,2.0,13.0,9,14,12.80,10.51,8.73,8.73,+1.79,13.48,8.38,38,53,14.14
9,BRE,8,3,3.0,2.0,10.0,7,12,12.65,11.89,7.25,7.25,+4.64,11.88,8.83,48,55,15.39
10,WOL,8,4,0.0,4.0,8.0,8,12,12.48,12.48,8.84,7.32,+5.16,12.81,11.49,49,41,13.61
11,LEI,8,3,2.0,3.0,13.0,14,11,10.79,10.79,11.90,10.38,+0.41,12.21,12.88,60,60,10.21
12,ARS,8,3,2.0,3.0,7.0,12,11,9.11,9.11,13.94,13.94,-4.83,16.16,12.65,55,68,9.93
13,AVL,8,3,1.0,4.0,12.0,12,10,8.56,7.04,10.99,10.23,-3.19,9.63,9.56,48,47,9.08
14,CRY,8,1,5.0,2.0,10.0,13,8,9.17,7.65,9.63,9.63,-1.98,13.30,9.47,49,56,10.37
15,SOU,8,1,4.0,3.0,6.0,10,7,10.08,8.56,12.94,12.94,-4.38,9.91,9.06,44,47,9.29
16,WAT,8,2,1.0,5.0,7.0,15,7,6.36,6.36,14.93,14.17,-7.81,15.79,8.05,36,71,6.11
17,LEE,8,1,3.0,4.0,7.0,15,6,8.35,8.35,14.80,14.04,-5.69,8.51,14.01,58,54,7.64
18,BUR,8,0,3.0,5.0,5.0,13,3,8.88,8.88,13.74,13.74,-4.86,13.64,9.86,42,82,7.72
19,NEW,8,0,3.0,5.0,10.0,19,3,9.33,9.33,15.47,13.03,-3.70,13.32,8.66,34,65,6.77
20,NOR,8,0,2.0,6.0,2.0,16,2,6.79,6.03,14.64,13.88,-7.84,16.16,9.29,41,79,6.15
