Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Ederson,MCI,6.1,GKP,9.4%,3.3,144.0,2970.0,0.0,1.0,18.0,23.0,0.0,0.0,0.0,3.0,0.0,57.0,3.0,624.0,495.4,10.0,0.0,50.6,3.3,1.0,0.5,23.6,4.4,1031453.0,785131.0,1.0,-1.0,33,0.0,0.0,0.0,0.3,6.88,6.58,0.0,0.0,0.01,0.01,0.01,0.21,0.2,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Bernardo Silva,MCI,7.4,MID,1.1%,5.7,91.0,1897.0,2.0,7.0,11.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,396.0,387.8,437.7,459.0,128.7,5.7,2.0,0.8,12.3,3.8,252967.0,242443.0,-1.0,1.0,24,2.0,3.6,3.6,4.71,15.99,9.58,0.17,0.17,0.22,0.39,0.39,0.75,0.45,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Fernandinho,MCI,5.4,DEF,0.7%,2.3,51.0,1058.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,244.0,186.0,162.7,99.0,44.9,2.3,1.0,0.4,9.4,2.7,68975.0,117582.0,-1.0,1.0,19,0.0,0.74,0.74,0.8,6.91,6.47,0.06,0.06,0.07,0.13,0.13,0.59,0.55,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Dias,MCI,6.1,DEF,23.1%,0.7,135.0,2573.0,1.0,1.0,16.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0,610.0,587.8,79.2,193.0,86.3,0.7,1.0,0.1,22.1,4.7,3038570.0,1312348.0,6.0,-6.0,29,1.0,1.88,1.88,0.04,15.14,15.08,0.07,0.07,0.0,0.07,0.07,0.53,0.53,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Sterling,MCI,11.1,MID,4.8%,1.7,141.0,2264.0,9.0,8.0,13.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,417.0,591.6,508.2,1251.0,234.0,1.7,1.0,0.2,12.7,5.0,2414745.0,2358336.0,-4.0,4.0,28,9.0,11.24,10.48,5.77,22.77,10.73,0.45,0.42,0.23,0.67,0.64,0.9,0.43,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Cancelo,MCI,5.9,DEF,14.5%,2.3,129.0,2126.0,1.0,3.0,14.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,565.0,509.2,638.5,357.0,150.6,2.3,2.0,0.4,21.9,5.2,2933568.0,1928665.0,4.0,-4.0,25,1.0,1.76,1.76,4.98,16.25,12.79,0.07,0.07,0.21,0.29,0.29,0.69,0.54,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
De Bruyne,MCI,11.9,MID,14.3%,0.0,128.0,1905.0,5.0,11.0,11.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,511.0,687.2,1077.8,888.0,265.5,0.0,3.0,0.0,10.8,5.3,5362401.0,6239136.0,4.0,-4.0,24,3.0,9.91,7.62,10.0,21.08,10.64,0.46,0.36,0.47,0.93,0.83,0.99,0.5,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Gündogan,MCI,5.7,MID,20.8%,0.7,144.0,1861.0,12.0,3.0,12.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,563.0,670.6,597.9,631.0,190.2,0.7,6.0,0.1,25.3,5.8,4179537.0,2620703.0,2.0,-2.0,25,11.0,8.73,7.21,3.53,17.99,9.71,0.42,0.35,0.17,0.59,0.52,0.87,0.47,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Mahrez,MCI,8.0,MID,5.7%,0.7,134.0,1791.0,9.0,6.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,464.0,567.2,648.2,855.0,206.9,0.7,4.0,0.1,16.8,5.4,2298634.0,2074810.0,-5.0,5.0,25,9.0,6.03,6.03,5.4,18.03,8.47,0.3,0.3,0.27,0.57,0.57,0.9,0.42,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
Jesus,MCI,9.2,FWD,2.7%,1.7,102.0,1790.0,8.0,4.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,385.0,429.4,400.7,804.0,163.6,1.7,1.0,0.2,11.1,4.1,1035471.0,996983.0,-3.0,3.0,25,8.0,8.76,8.76,2.82,15.07,4.88,0.44,0.44,0.14,0.58,0.58,0.76,0.25,1,34,25,5,4.0,71.0,24,80,70.49,64.4,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
