Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Ederson,MCI,6.1,GKP,9.5%,5.6,115.0,2160.0,0.0,1.0,15.0,14.0,0.0,0.0,0.0,2.0,0.0,39.0,3.0,464.0,354.4,10.0,0.0,36.6,5.6,1.0,0.9,18.9,4.8,816500.0,548311.0,1.0,-1.0,24,0.0,0.0,0.0,0.3,5.54,5.24,0.0,0.0,0.01,0.01,0.01,0.23,0.22,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Bernardo Silva,MCI,7.4,MID,1.3%,5.0,67.0,1480.0,2.0,4.0,10.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,292.0,299.0,294.3,345.0,94.1,5.0,1.0,0.7,9.1,3.5,171773.0,146122.0,-1.0,1.0,19,2.0,2.8,2.8,2.78,11.4,7.26,0.17,0.17,0.17,0.34,0.34,0.69,0.44,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Fernandinho,MCI,5.4,DEF,0.7%,2.6,37.0,608.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,156.0,105.2,60.2,55.0,22.2,2.6,1.0,0.5,6.9,3.1,59983.0,111194.0,-1.0,1.0,12,0.0,0.61,0.61,0.12,4.04,3.84,0.09,0.09,0.02,0.11,0.11,0.6,0.58,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Dias,MCI,6.1,DEF,21.2%,4.3,107.0,1959.0,0.0,1.0,14.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,10.0,475.0,425.2,50.4,166.0,64.4,4.3,1.0,0.7,17.5,4.9,2276872.0,690720.0,6.0,-6.0,22,0.0,1.43,1.43,0.02,11.36,11.3,0.07,0.07,0.0,0.07,0.07,0.52,0.52,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Sterling,MCI,11.6,MID,12.7%,6.0,128.0,1877.0,9.0,7.0,12.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,396.0,565.4,440.6,1059.0,206.4,6.0,1.0,0.5,11.0,5.6,2196334.0,1504004.0,1.0,-1.0,23,9.0,9.43,8.67,4.95,19.42,9.77,0.45,0.41,0.24,0.69,0.65,0.93,0.47,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Cancelo,MCI,6.1,DEF,25.1%,5.4,107.0,1702.0,1.0,2.0,12.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,442.0,400.8,505.6,280.0,118.8,5.4,1.0,0.9,17.5,5.3,2621077.0,757750.0,6.0,-6.0,20,1.0,1.49,1.49,3.57,14.19,11.38,0.08,0.08,0.19,0.27,0.27,0.75,0.6,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
De Bruyne,MCI,11.8,MID,11.3%,0.6,99.0,1477.0,3.0,10.0,10.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,382.0,520.6,854.0,671.0,204.7,0.6,2.0,0.1,8.4,5.2,4276526.0,5391122.0,3.0,-3.0,19,1.0,8.12,5.84,8.28,16.56,8.54,0.49,0.35,0.5,0.99,0.86,1.0,0.52,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Gündogan,MCI,6.1,MID,32.2%,8.6,126.0,1463.0,11.0,2.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,462.0,576.6,452.0,526.0,155.6,8.6,6.0,1.4,20.7,6.6,3075227.0,580318.0,6.0,-6.0,19,10.0,7.71,6.18,2.89,14.15,7.15,0.47,0.38,0.18,0.65,0.55,0.86,0.44,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Stones,MCI,5.2,DEF,22.8%,3.7,97.0,1350.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,396.0,337.8,49.3,88.0,47.5,3.7,1.0,0.7,18.7,6.5,2287992.0,562849.0,2.0,-2.0,15,2.0,1.54,1.54,0.01,7.99,7.99,0.1,0.1,0.0,0.1,0.1,0.53,0.53,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Mahrez,MCI,8.1,MID,3.0%,4.9,92.0,1294.0,6.0,3.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,326.0,383.6,491.7,580.0,145.5,4.9,2.0,0.6,11.4,4.8,1643378.0,1624477.0,-4.0,4.0,19,6.0,4.07,4.07,4.85,13.05,5.5,0.28,0.28,0.34,0.62,0.62,0.9,0.38,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Walker,MCI,6.1,DEF,5.1%,1.1,70.0,1289.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,284.0,227.6,135.8,74.0,43.7,1.1,2.0,0.2,11.5,4.4,991721.0,1100287.0,1.0,-1.0,16,1.0,0.17,0.17,0.47,5.65,5.31,0.01,0.01,0.03,0.05,0.05,0.39,0.37,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Foden,MCI,6.1,MID,10.8%,4.4,94.0,1199.0,6.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,327.0,394.2,400.1,562.0,135.7,4.4,3.0,0.7,15.4,4.9,2323657.0,1835152.0,-4.0,4.0,19,6.0,4.08,4.08,3.84,9.38,3.45,0.3,0.3,0.29,0.59,0.59,0.7,0.26,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Jesus,MCI,9.2,FWD,4.1%,4.4,66.0,1197.0,4.0,4.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,236.0,247.2,244.5,465.0,95.7,4.4,0.0,0.5,7.2,3.9,866124.0,706240.0,-3.0,3.0,17,4.0,4.95,4.95,1.91,9.7,3.74,0.37,0.37,0.14,0.52,0.52,0.73,0.28,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
Zinchenko,MCI,5.5,DEF,0.6%,4.1,52.0,820.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,218.0,142.8,102.8,68.0,31.5,4.1,2.0,0.7,9.5,4.7,53761.0,44255.0,0.0,0.0,11,0.0,0.35,0.35,0.18,4.84,4.44,0.04,0.04,0.02,0.06,0.06,0.53,0.49,1,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
