Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Oriol Romeu,SOU,4.5,MID,4.1%,2.0,42.0,1305.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,205.0,284.0,191.7,94.0,57.0,2.0,0.0,0.4,9.3,2.8,484608.0,474675.0,0.0,0.0,15,1.0,0.36,0.36,1.47,4.77,3.74,0.02,0.02,0.1,0.13,0.13,0.33,0.26,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Walker-Peters,SOU,4.8,DEF,13.8%,4.9,69.0,1530.0,0.0,2.0,8.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,342.0,309.0,136.3,136.0,58.2,4.9,1.0,1.0,14.4,4.1,1004159.0,704455.0,3.0,,17,0.0,0.4,0.4,0.57,4.02,3.33,0.02,0.02,0.03,0.06,0.06,0.24,0.2,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Ward-Prowse,SOU,6.2,MID,13.5%,3.3,79.0,1530.0,4.0,4.0,8.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,356.0,432.2,455.8,117.0,100.4,3.3,3.0,0.5,12.7,4.6,1895690.0,1151660.0,2.0,,17,4.0,1.09,1.09,1.72,4.22,3.5,0.06,0.06,0.1,0.17,0.17,0.25,0.21,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
McCarthy,SOU,4.7,GKP,21.0%,4.1,71.0,1440.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,1.0,0.0,47.0,7.0,318.0,385.0,0.0,0.0,38.7,4.1,1.0,0.9,15.1,4.4,1101848.0,957582.0,2.0,-2.0,16,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.09,0.09,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Bednarek,SOU,4.9,DEF,11.9%,5.7,79.0,1440.0,1.0,1.0,8.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,359.0,353.4,41.2,95.0,49.0,5.7,2.0,1.2,16.1,4.6,1011064.0,263353.0,4.0,,17,1.0,0.3,0.3,0.65,3.29,3.26,0.02,0.02,0.04,0.06,0.06,0.21,0.2,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Bertrand,SOU,5.0,DEF,1.1%,3.9,54.0,1428.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,236.0,169.0,158.3,56.0,38.1,3.9,0.0,0.8,10.8,3.4,87553.0,112407.0,0.0,0.0,16,0.0,0.13,0.13,0.51,3.18,2.96,0.01,0.01,0.03,0.04,0.04,0.2,0.19,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Adams,SOU,6.1,FWD,7.4%,2.9,70.0,1346.0,4.0,5.0,6.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,232.0,293.6,250.2,440.0,98.6,2.9,1.0,0.5,11.5,4.4,1083830.0,803124.0,1.0,-1.0,16,4.0,4.91,4.91,3.29,7.0,1.05,0.32,0.32,0.22,0.54,0.54,0.46,0.07,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Vestergaard,SOU,4.8,DEF,5.3%,2.9,63.0,1125.0,3.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,282.0,366.2,45.3,149.0,56.1,2.9,1.0,0.6,13.1,4.8,1395366.0,1091445.0,3.0,,13,3.0,0.74,0.74,0.63,2.82,2.78,0.06,0.06,0.05,0.11,0.11,0.23,0.22,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Armstrong,SOU,5.5,MID,0.5%,2.7,52.0,1124.0,2.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,173.0,219.8,186.0,124.0,52.8,2.7,1.0,0.5,9.5,3.7,90323.0,82531.0,0.0,0.0,14,2.0,0.84,0.84,0.64,2.85,1.79,0.07,0.07,0.05,0.12,0.12,0.23,0.14,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
Ings,SOU,8.3,FWD,5.6%,3.7,73.0,1055.0,7.0,3.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,274.0,374.2,144.6,407.0,92.5,3.7,1.0,0.4,8.8,5.6,1032842.0,2294990.0,-2.0,2.0,13,5.0,4.51,2.99,1.0,4.42,0.86,0.38,0.25,0.08,0.47,0.34,0.38,0.07,6,17,8,5,4.0,26.0,19,29,17.55,16.02,20.43,18.91,-2.88,9.0,11.79,96.0,108.0,21.01
