Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Oriol Romeu,SOU,4.5,MID,4.5%,1.7,29.0,950.0,1.0,0.0,4.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,137.0,218.4,118.3,77.0,41.3,1.7,0.0,0.4,6.4,2.6,352587.0,322638.0,0.0,0.0,11,1.0,0.24,0.24,0.33,3.22,2.92,0.02,0.02,0.03,0.05,0.05,0.3,0.27,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
McCarthy,SOU,4.6,GKP,22.1%,3.7,44.0,990.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,1.0,0.0,35.0,5.0,213.0,286.8,0.0,0.0,28.8,3.7,1.0,0.8,9.6,4.0,821504.0,729357.0,1.0,-1.0,11,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.13,0.13,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Walker-Peters,SOU,4.6,DEF,12.9%,3.0,40.0,990.0,0.0,2.0,4.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,213.0,197.2,71.6,92.0,36.2,3.0,1.0,0.7,8.7,3.6,656035.0,511746.0,1.0,-1.0,11,0.0,0.32,0.32,0.5,2.78,2.21,0.03,0.03,0.05,0.07,0.07,0.25,0.2,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Ward-Prowse,SOU,6.2,MID,13.7%,6.0,61.0,990.0,4.0,3.0,4.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,259.0,328.6,281.0,78.0,68.7,6.0,3.0,1.0,9.8,5.5,1129850.0,429242.0,2.0,-2.0,11,4.0,0.71,0.71,1.26,2.52,2.04,0.06,0.06,0.11,0.18,0.18,0.23,0.19,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Adams,SOU,6.0,FWD,7.4%,3.7,52.0,945.0,3.0,4.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,169.0,218.8,171.5,297.0,68.8,3.7,1.0,0.6,8.7,4.7,648592.0,415153.0,0.0,0.0,11,3.0,3.57,3.57,2.1,4.92,0.85,0.33,0.33,0.2,0.53,0.53,0.46,0.08,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Bednarek,SOU,4.5,DEF,3.3%,4.0,41.0,900.0,1.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,206.0,210.8,15.7,91.0,31.7,4.0,0.0,0.9,9.1,3.7,168771.0,136000.0,0.0,0.0,11,1.0,0.3,0.3,0.04,2.24,2.2,0.03,0.03,0.0,0.03,0.03,0.22,0.22,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Bertrand,SOU,5.0,DEF,1.0%,1.7,29.0,888.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,141.0,107.8,138.6,46.0,29.2,1.7,0.0,0.3,5.8,2.9,56843.0,90690.0,0.0,0.0,10,0.0,0.09,0.09,0.51,1.93,1.71,0.01,0.01,0.05,0.06,0.06,0.19,0.17,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Vestergaard,SOU,4.8,DEF,11.7%,4.0,52.0,855.0,3.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,299.0,28.3,108.0,43.6,4.0,1.0,0.8,10.8,5.2,911616.0,125078.0,3.0,-3.0,10,3.0,0.52,0.52,0.61,1.79,1.79,0.06,0.06,0.06,0.12,0.12,0.19,0.19,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Armstrong,SOU,5.5,MID,0.7%,2.0,35.0,780.0,1.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,125.0,152.0,150.9,95.0,39.8,2.0,1.0,0.4,6.4,3.9,65698.0,43505.0,0.0,0.0,9,1.0,0.68,0.68,0.56,2.18,1.22,0.08,0.08,0.06,0.14,0.14,0.25,0.14,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Ings,SOU,8.3,FWD,6.1%,2.7,55.0,669.0,6.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,218.0,291.2,95.0,272.0,65.8,2.7,1.0,0.3,6.6,6.9,767045.0,1997276.0,-2.0,2.0,8,4.0,3.27,1.75,0.75,2.76,0.55,0.44,0.23,0.1,0.54,0.34,0.37,0.07,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Walcott,SOU,5.8,MID,0.8%,3.7,28.0,527.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,97.8,80.0,148.0,32.1,3.7,0.0,0.6,4.8,4.0,72586.0,33685.0,-2.0,2.0,7,1.0,1.33,1.33,0.33,1.95,0.38,0.23,0.23,0.06,0.28,0.28,0.33,0.06,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Djenepo,SOU,5.4,MID,0.1%,2.3,24.0,500.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,81.0,75.4,54.1,104.0,23.0,2.3,0.0,0.4,4.4,3.0,15782.0,16754.0,-1.0,1.0,8,1.0,0.41,0.41,0.25,1.84,1.2,0.07,0.07,0.04,0.12,0.12,0.32,0.21,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Redmond,SOU,6.4,MID,0.2%,0.3,10.0,328.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.6,44.6,55.0,12.3,0.3,0.0,0.0,1.6,1.7,17317.0,65094.0,-1.0,1.0,6,0.0,0.74,0.74,0.14,1.22,0.36,0.2,0.2,0.04,0.24,0.24,0.33,0.1,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Stephens,SOU,4.7,DEF,0.2%,0.0,8.0,315.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,62.0,53.4,26.8,21.0,10.2,0.0,0.0,0.0,1.7,2.0,4833.0,26659.0,-3.0,3.0,4,0.0,0.09,0.09,0.16,0.56,0.47,0.03,0.03,0.05,0.07,0.07,0.16,0.14,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Smallbone,SOU,4.5,MID,0.2%,0.0,3.0,111.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,23293.0,39925.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Long,SOU,5.2,FWD,0.6%,0.7,8.0,61.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.8,1.3,6.0,0.9,0.7,0.0,0.1,1.5,1.0,34102.0,96849.0,-3.0,3.0,8,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.08,0.0,0.08,0.08,0.08,0.08,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Tella,SOU,4.4,MID,0.5%,0.0,3.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.8,3.0,0.7,0.0,0.0,0.0,0.7,1.0,48558.0,32087.0,-1.0,1.0,3,0.0,0.02,0.02,0.0,0.21,0.19,0.05,0.05,0.0,0.05,0.05,0.45,0.4,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Diallo,SOU,4.5,MID,0.0%,0.7,4.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.4,11.8,4.0,2.2,0.7,0.0,0.2,0.9,0.8,2076.0,1219.0,0.0,0.0,5,0.0,0.0,0.0,0.04,0.06,0.02,0.0,0.0,0.21,0.21,0.21,0.33,0.12,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Obafemi,SOU,4.7,FWD,1.0%,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.2,1.0,52250.0,164322.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
N'Lundulu,SOU,4.5,FWD,0.1%,0.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.1,0.0,0.0,0.3,0.0,0.1,0.4,1.0,9833.0,5092.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,6,2,3.0,21.0,17,20,12.27,10.75,15.17,13.64,-2.89,8.82,11.74,62.0,59.0,13.56
Gabriel,ARS,5.1,DEF,11.6%,5.0,46.0,900.0,2.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,211.0,274.0,11.8,112.0,39.8,5.0,1.0,1.0,9.0,4.6,968062.0,587094.0,1.0,-1.0,10,2.0,0.89,0.89,0.0,2.17,2.17,0.09,0.09,0.0,0.09,0.09,0.22,0.22,15,11,4,1,6.0,10.0,14,13,11.73,10.97,13.98,13.98,-3.01,13.68,16.2,82.0,71.0,13.82
