Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Ederson,MCI,6.1,GKP,8.5%,6.0,93.0,1800.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,2.0,0.0,32.0,1.0,382.0,277.2,0.0,0.0,27.8,6.0,0.0,1.0,15.2,4.7,665585.0,467179.0,1.0,-1.0,20,0.0,0.0,0.0,0.0,4.39,4.39,0.0,0.0,0.0,0.0,0.0,0.22,0.22,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Bernardo Silva,MCI,7.4,MID,1.0%,4.3,45.0,1120.0,1.0,2.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,208.0,189.2,217.7,282.0,69.1,4.3,0.0,0.6,6.1,3.0,121700.0,118527.0,-1.0,1.0,15,1.0,2.4,2.4,1.79,9.53,6.71,0.19,0.19,0.14,0.33,0.33,0.76,0.54,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Fernandinho,MCI,5.4,DEF,0.7%,2.3,27.0,517.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,121.0,79.0,47.1,53.0,18.1,2.3,0.0,0.4,5.0,2.7,57613.0,104926.0,-1.0,1.0,10,0.0,0.61,0.61,0.02,3.32,3.23,0.11,0.11,0.0,0.11,0.11,0.59,0.57,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Dias,MCI,6.1,DEF,20.8%,7.5,97.0,1689.0,0.0,1.0,13.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,425.0,371.4,34.2,164.0,57.1,7.5,1.0,1.2,15.9,5.1,1926125.0,363597.0,6.0,-6.0,19,0.0,1.43,1.43,0.0,9.31,9.27,0.08,0.08,0.0,0.08,0.08,0.5,0.49,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Sterling,MCI,11.6,MID,11.8%,4.8,105.0,1528.0,7.0,6.0,10.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,294.0,436.2,338.0,879.0,165.2,4.8,1.0,0.4,9.1,5.5,1818897.0,1201603.0,1.0,-1.0,19,7.0,7.46,6.7,3.77,15.64,8.43,0.44,0.39,0.22,0.66,0.62,0.92,0.5,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
De Bruyne,MCI,11.8,MID,10.7%,2.3,95.0,1405.0,3.0,10.0,9.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,368.0,514.6,796.8,663.0,197.6,2.3,2.0,0.2,8.1,5.6,4151899.0,5322674.0,3.0,-3.0,17,1.0,8.0,5.71,7.98,15.66,7.92,0.51,0.36,0.51,1.02,0.87,1.0,0.5,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Cancelo,MCI,6.0,DEF,21.1%,6.2,92.0,1342.0,1.0,2.0,10.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,375.0,341.2,443.9,230.0,101.6,6.2,1.0,1.0,15.3,5.8,2141076.0,589752.0,5.0,-5.0,16,1.0,1.0,1.0,3.23,11.94,9.62,0.07,0.07,0.22,0.28,0.28,0.8,0.64,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Gündogan,MCI,5.9,MID,19.4%,7.7,91.0,1215.0,7.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,355.0,429.2,418.0,337.0,118.5,7.7,4.0,1.3,15.4,5.7,1718716.0,242492.0,4.0,-4.0,16,6.0,4.11,3.35,2.78,9.95,5.75,0.3,0.25,0.2,0.51,0.45,0.73,0.42,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Walker,MCI,6.1,DEF,5.6%,2.2,68.0,1199.0,1.0,1.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,272.0,214.4,119.0,72.0,40.5,2.2,2.0,0.4,11.1,4.5,974615.0,1049803.0,1.0,-1.0,15,1.0,0.17,0.17,0.37,5.28,5.04,0.01,0.01,0.03,0.04,0.04,0.4,0.38,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
Stones,MCI,5.2,DEF,20.4%,7.5,83.0,1080.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,321.0,273.4,43.0,86.0,40.2,7.5,1.0,1.4,16.0,6.9,1886385.0,350460.0,2.0,-2.0,12,2.0,1.54,1.54,0.01,5.34,5.34,0.13,0.13,0.0,0.13,0.13,0.45,0.45,1,21,14,5,2.0,39.0,13,47,42.45,38.64,14.49,11.45,27.2,10.01,22.06,229.0,77.0,47.61
