Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Guaita,CRY,4.8,GKP,3.1%,3.2,91.0,2340.0,0.0,0.0,5.0,43.0,0.0,1.0,0.0,2.0,0.0,83.0,13.0,458.0,615.0,0.0,0.0,61.6,3.2,3.0,0.7,19.0,3.5,473195.0,470795.0,-2.0,2.0
Schmeichel,LEI,5.5,GKP,10.2%,2.9,102.0,2340.0,0.0,0.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,67.0,6.0,462.0,579.0,0.0,0.0,57.9,2.9,3.0,0.5,18.5,3.9,578051.0,842740.0,0.0,0.0
Maguire,MUN,5.5,DEF,5.4%,3.0,92.0,2340.0,2.0,2.0,9.0,32.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,477.0,553.4,109.1,370.0,103.3,3.0,1.0,0.5,16.7,3.5,552450.0,466450.0,0.0,0.0
Ramsdale,SHU,4.6,GKP,1.7%,2.2,66.0,2340.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,1.0,0.0,91.0,2.0,413.0,621.6,10.0,4.0,63.6,2.2,0.0,0.5,14.3,2.5,104347.0,468553.0,-4.0,4.0
Ward-Prowse,SOU,5.9,MID,7.5%,3.2,106.0,2340.0,5.0,5.0,8.0,44.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,526.0,622.4,672.8,169.0,146.3,3.2,3.0,0.5,18.0,4.1,2211085.0,1998293.0,-1.0,1.0
Cresswell,WHU,5.8,DEF,24.6%,4.8,121.0,2340.0,0.0,9.0,9.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,556.0,508.4,620.5,68.0,120.1,4.8,2.0,0.8,20.9,4.7,2845622.0,1100555.0,8.0,-8.0
Rice,WHU,4.7,MID,2.1%,3.3,69.0,2340.0,1.0,1.0,9.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,424.0,425.4,297.1,219.0,94.5,3.3,0.0,0.7,14.7,2.7,206627.0,396057.0,-3.0,3.0
Soucek,WHU,5.3,MID,13.2%,2.7,112.0,2340.0,8.0,1.0,9.0,31.0,0.0,0.0,0.0,4.0,1.0,0.0,15.0,392.0,632.4,156.0,671.0,146.0,2.7,4.0,0.5,21.1,4.3,2516065.0,1879255.0,3.0,-3.0
Patrício,WOL,5.3,GKP,4.4%,4.3,93.0,2340.0,0.0,0.0,7.0,33.0,0.0,1.0,0.0,1.0,0.0,63.0,9.0,428.0,496.0,0.0,0.0,49.4,4.3,0.0,0.8,17.5,3.6,386897.0,545770.0,-2.0,2.0
Robertson,LIV,7.2,DEF,15.3%,1.9,103.0,2334.0,1.0,5.0,7.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,549.0,511.0,766.4,283.0,156.3,1.9,2.0,0.3,14.3,4.0,2228469.0,2155637.0,2.0,-2.0
Westwood,BUR,5.3,MID,0.5%,2.0,72.0,2330.0,1.0,3.0,9.0,34.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,395.0,353.2,584.1,86.0,102.4,2.0,0.0,0.4,13.6,2.8,63599.0,94072.0,-2.0,2.0
Dallas,LEE,5.0,DEF,21.3%,5.4,113.0,2330.0,5.0,3.0,8.0,43.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,506.0,541.4,295.4,354.0,119.3,5.4,3.0,1.1,22.6,4.3,2470989.0,1151071.0,5.0,-5.0
Ayling,LEE,4.4,DEF,2.4%,2.4,63.0,2319.0,0.0,0.0,8.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,468.0,604.6,365.4,237.0,120.7,2.4,0.0,0.5,14.3,2.4,360260.0,463540.0,-1.0,1.0
Tielemans,LEI,6.4,MID,2.9%,2.6,102.0,2276.0,6.0,2.0,9.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,450.0,590.6,341.6,267.0,120.0,2.6,2.0,0.4,15.9,3.9,461366.0,434666.0,-1.0,1.0
Pope,BUR,5.6,GKP,14.6%,3.3,121.0,2250.0,0.0,0.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,95.0,20.0,525.0,704.0,10.0,0.0,71.3,3.3,2.0,0.6,21.6,4.8,990995.0,1042820.0,1.0,-1.0
Areola,FUL,4.5,GKP,4.7%,4.0,97.0,2250.0,0.0,0.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,84.0,7.0,472.0,620.0,0.0,0.0,61.8,4.0,1.0,0.9,21.6,3.9,484015.0,245450.0,0.0,0.0
Meslier,LEE,4.6,GKP,5.6%,4.1,102.0,2250.0,0.0,0.0,8.0,43.0,1.0,0.0,0.0,0.0,0.0,99.0,14.0,536.0,714.2,10.0,0.0,72.6,4.1,3.0,0.9,22.2,4.1,812750.0,518564.0,1.0,-1.0
Ederson,MCI,6.1,GKP,10.1%,4.1,117.0,2250.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,2.0,0.0,41.0,3.0,480.0,370.8,10.0,0.0,38.2,4.1,1.0,0.7,19.2,4.7,886901.0,574089.0,1.0,-1.0
Darlow,NEW,5.0,GKP,1.6%,1.2,80.0,2250.0,0.0,0.0,4.0,43.0,0.0,1.0,0.0,3.0,0.0,88.0,6.0,450.0,682.4,0.0,0.0,68.3,1.2,0.0,0.2,16.0,3.2,348643.0,296499.0,0.0,0.0
Lloris,TOT,5.6,GKP,6.4%,2.9,101.0,2250.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,76.0,9.0,463.0,567.8,0.0,0.0,56.7,2.9,0.0,0.5,18.0,4.0,676007.0,644507.0,1.0,-1.0
Højbjerg,TOT,4.9,MID,0.9%,2.6,69.0,2250.0,1.0,3.0,8.0,27.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,374.0,478.8,204.8,85.0,76.9,2.6,0.0,0.5,14.1,2.8,142419.0,160710.0,-1.0,1.0
Johnstone,WBA,4.5,GKP,2.4%,4.2,83.0,2250.0,0.0,0.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,105.0,11.0,488.0,752.0,0.0,0.0,75.2,4.2,2.0,0.9,18.4,3.3,380343.0,267555.0,0.0,0.0
Bednarek,SOU,4.9,DEF,6.7%,-0.3,81.0,2245.0,1.0,1.0,8.0,41.0,1.0,0.0,0.0,3.0,1.0,0.0,11.0,453.0,493.8,58.4,139.0,69.2,-0.3,2.0,-0.1,16.5,3.1,1373271.0,1096914.0,4.0,-4.0
Bamford,LEE,6.8,FWD,52.6%,5.4,142.0,2235.0,13.0,8.0,8.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,474.0,630.8,223.5,1154.0,200.6,5.4,3.0,0.8,20.9,5.5,6824660.0,3453021.0,13.0,-13.0
Leno,ARS,5.0,GKP,6.7%,1.0,94.0,2231.0,0.0,0.0,8.0,26.0,0.0,1.0,0.0,0.0,1.0,61.0,6.0,456.0,501.6,0.0,0.0,50.2,1.0,2.0,0.2,18.8,3.8,831142.0,982324.0,0.0,0.0
Coady,WOL,4.8,DEF,4.5%,3.0,67.0,2223.0,0.0,0.0,7.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,390.0,427.4,25.9,17.0,47.3,3.0,0.0,0.6,14.0,2.7,418426.0,725579.0,-2.0,2.0
White,BHA,4.4,DEF,2.3%,3.8,72.0,2202.0,0.0,0.0,8.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,402.0,334.4,126.3,85.0,54.8,3.8,0.0,0.9,16.4,2.9,233864.0,183481.0,-1.0,1.0
Fernandes,MUN,11.6,MID,60.2%,8.0,193.0,2195.0,15.0,12.0,9.0,27.0,0.0,0.0,1.0,5.0,0.0,0.0,30.0,676.0,1027.6,1066.9,897.0,299.3,8.0,8.0,0.7,16.6,7.4,5391188.0,2112943.0,11.0,-11.0
Martínez,AVL,5.3,GKP,39.0%,6.2,140.0,2160.0,0.0,0.0,13.0,26.0,0.0,1.0,0.0,0.0,0.0,92.0,22.0,581.0,685.0,20.0,0.0,70.3,6.2,2.0,1.2,26.4,5.8,3559103.0,1214434.0,8.0,-8.0
Watkins,AVL,6.6,FWD,27.1%,4.0,109.0,2160.0,10.0,5.0,13.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,343.0,554.0,387.8,1127.0,206.3,4.0,3.0,0.6,16.5,4.5,3598749.0,1613847.0,6.0,-6.0
Tarkowski,BUR,5.3,DEF,2.9%,2.9,78.0,2160.0,0.0,0.0,9.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,361.0,472.6,86.4,219.0,78.3,2.9,1.0,0.5,14.7,3.2,227627.0,405472.0,-2.0,2.0
Wan-Bissaka,MUN,5.6,DEF,17.5%,5.2,103.0,2160.0,2.0,3.0,9.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,502.0,546.8,289.9,124.0,95.9,5.2,1.0,0.9,18.4,4.3,1601364.0,1163414.0,1.0,-1.0
McCarthy,SOU,4.5,GKP,15.1%,0.8,81.0,2160.0,0.0,0.0,7.0,43.0,0.0,0.0,0.0,2.0,0.0,68.0,7.0,426.0,556.4,0.0,0.0,55.6,0.8,1.0,0.2,18.0,3.4,1325146.0,1742441.0,0.0,0.0
Fabianski,WHU,5.0,GKP,3.3%,3.2,99.0,2160.0,0.0,0.0,8.0,29.0,0.0,1.0,0.0,2.0,0.0,68.0,9.0,449.0,497.4,0.0,0.0,49.8,3.2,1.0,0.6,19.8,4.1,524743.0,453946.0,0.0,0.0
Neto,WOL,5.7,MID,7.2%,4.0,112.0,2158.0,5.0,7.0,8.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,441.0,540.4,875.5,638.0,205.5,4.0,1.0,0.7,19.6,4.3,2017269.0,1559396.0,2.0,-2.0
