Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Leno,ARS,5.0,GKP,9.0%,5.2,38.0,810.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,179.0,202.8,0.0,0.0,20.3,5.2,2.0,1.0,7.6,4.2,383533.0,362754.0,0.0,0.0
Bellerín,ARS,5.1,DEF,8.7%,5.8,43.0,810.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,181.0,140.2,115.7,49.0,30.6,5.8,2.0,1.1,8.4,4.8,540037.0,269640.0,1.0,-1.0
Webster,BHA,4.4,DEF,1.8%,2.5,20.0,810.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0,115.6,38.3,101.0,25.5,2.5,0.0,0.6,4.5,2.2,48163.0,113620.0,-1.0,1.0
Guaita,CRY,5.0,GKP,3.9%,2.3,24.0,810.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,134.0,183.0,0.0,0.0,18.3,2.3,1.0,0.5,4.8,2.7,307481.0,245557.0,0.0,0.0
Kouyaté,CRY,5.0,MID,0.6%,2.0,26.0,810.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,129.0,180.8,33.0,87.0,30.2,2.0,0.0,0.4,5.2,2.9,66383.0,49504.0,0.0,0.0
Keane,EVE,5.1,DEF,5.8%,1.0,28.0,810.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,218.6,25.3,84.0,32.8,1.0,1.0,0.2,5.5,3.1,455096.0,210060.0,1.0,-1.0
Schmeichel,LEI,5.5,GKP,11.7%,5.8,38.0,810.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,174.0,252.0,0.0,0.0,25.2,5.8,1.0,1.1,6.9,4.2,256108.0,418509.0,0.0,0.0
Justin,LEI,4.8,DEF,22.5%,3.5,34.0,810.0,1.0,1.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,144.0,146.0,69.0,44.0,26.0,3.5,0.0,0.7,7.1,3.8,1363719.0,610558.0,3.0,-3.0
Tielemans,LEI,6.4,MID,2.7%,5.5,36.0,810.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,165.0,223.0,95.6,101.0,41.9,5.5,1.0,0.9,5.6,4.0,158082.0,138125.0,-1.0,1.0
Meslier,LEE,4.5,GKP,4.0%,2.7,32.0,810.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,176.0,180.4,10.0,0.0,19.1,2.7,1.0,0.6,7.1,3.6,302558.0,126083.0,0.0,0.0
Koch,LEE,4.5,DEF,0.8%,2.0,25.0,810.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,156.0,162.8,48.6,89.0,30.1,2.0,1.0,0.4,5.6,2.8,47115.0,37099.0,0.0,0.0
Robertson,LIV,7.1,DEF,18.0%,5.3,43.0,810.0,1.0,3.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,206.0,203.4,234.2,131.0,57.0,5.3,2.0,0.7,6.1,4.8,1063078.0,755118.0,1.0,-1.0
Darlow,NEW,5.0,GKP,1.7%,2.2,36.0,810.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,41.0,4.0,193.0,306.2,0.0,0.0,30.8,2.2,0.0,0.4,7.2,4.0,155269.0,88787.0,0.0,0.0
Fernández,NEW,4.9,DEF,0.9%,1.0,15.0,810.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,130.0,195.0,23.6,6.0,22.4,1.0,0.0,0.2,3.1,1.7,27527.0,74120.0,-1.0,1.0
Ramsdale,SHU,4.8,GKP,2.9%,2.7,22.0,810.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,146.0,232.6,10.0,2.0,24.5,2.7,0.0,0.6,4.6,2.4,58405.0,342670.0,-2.0,2.0
Baldock,SHU,5.2,DEF,1.7%,1.3,15.0,810.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0,126.6,118.6,130.0,37.6,1.3,0.0,0.2,2.9,1.7,37312.0,233365.0,-3.0,3.0
McCarthy,SOU,4.5,GKP,20.2%,5.5,40.0,810.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,184.0,237.0,0.0,0.0,23.8,5.5,1.0,1.2,8.9,4.4,631574.0,689405.0,0.0,0.0
Walker-Peters,SOU,4.6,DEF,12.0%,4.5,34.0,810.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,179.0,172.8,56.9,54.0,28.5,4.5,1.0,1.0,7.4,3.8,539019.0,468378.0,1.0,-1.0
Ward-Prowse,SOU,6.0,MID,6.7%,8.2,45.0,810.0,3.0,1.0,4.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,195.0,232.4,212.5,71.0,51.6,8.2,2.0,1.4,7.5,5.0,543335.0,362640.0,0.0,0.0
