Player,Count,Entries Number,Season,Gameweek
Haaland,9991,10050,23,25
Saka,8059,10050,23,25
Rashford,7686,10050,23,25
Ward,6740,10050,23,25
Trippier,6408,10050,23,25
Kane,6295,10050,23,25
Salah,6204,10050,23,25
Ødegaard,6105,10050,23,25
Tarkowski,5333,10050,23,25
Arrizabalaga,4561,10050,23,25
Shaw,4491,10050,23,25
Alexander-Arnold,4155,10050,23,25
Martinelli,4091,10050,23,25
Andreas,3556,10050,23,25
Mahrez,3556,10050,23,25
Darwin,3555,10050,23,25
Nketiah,3374,10050,23,25
White,3167,10050,23,25
Bueno,3155,10050,23,25
Gakpo,2261,10050,23,25
Saliba,1653,10050,23,25
Mitoma,1637,10050,23,25
Zinchenko,1549,10050,23,25
Kilman,1435,10050,23,25
Gabriel,1347,10050,23,25
Robertson,1330,10050,23,25
Gnonto,1212,10050,23,25
Iwobi,1207,10050,23,25
Greenwood,1176,10050,23,25
Alisson,1140,10050,23,25
N.Williams,1123,10050,23,25
Aké,1092,10050,23,25
Pickford,1078,10050,23,25
Ederson,1016,10050,23,25
Van Dijk,891,10050,23,25
Toney,870,10050,23,25
Watkins,869,10050,23,25
Ream,817,10050,23,25
Estupiñán,761,10050,23,25
Mee,761,10050,23,25
Pope,737,10050,23,25
Raya,731,10050,23,25
Neves,720,10050,23,25
Mitrović,646,10050,23,25
Patterson,631,10050,23,25
Dawson,609,10050,23,25
Almirón,602,10050,23,25
Lewis,592,10050,23,25
Coleman,588,10050,23,25
De Gea,573,10050,23,25
Ramsdale,566,10050,23,25
De Bruyne,552,10050,23,25
Akanji,536,10050,23,25
Castagne,529,10050,23,25
Leno,516,10050,23,25
Walker,507,10050,23,25
Sá,485,10050,23,25
Iversen,480,10050,23,25
Grealish,475,10050,23,25
McNeil,425,10050,23,25
João Félix,425,10050,23,25
Botman,418,10050,23,25
Mykolenko,399,10050,23,25
Cucurella,383,10050,23,25
Sánchez,353,10050,23,25
Forster,352,10050,23,25
James,339,10050,23,25
Emerson,315,10050,23,25
B.Williams,313,10050,23,25
Mings,309,10050,23,25
