Player,Count,Entries Number,Season,Gameweek
Trippier,8856,9550,23,32
Watkins,8773,9550,23,32
Martinelli,8747,9550,23,32
Salah,8609,9550,23,32
Saka,8491,9550,23,32
Alexander-Arnold,7923,9550,23,32
Johnstone,6488,9550,23,32
Jesus,5720,9550,23,32
Álex Moreno,4246,9550,23,32
Gakpo,4088,9550,23,32
Eze,3793,9550,23,32
Toney,3330,9550,23,32
Kane,3292,9550,23,32
Castagne,3246,9550,23,32
Iversen,3161,9550,23,32
Solanke,2610,9550,23,32
Maddison,2509,9550,23,32
Andreas,2492,9550,23,32
Raya,2314,9550,23,32
Guéhi,2263,9550,23,32
Mitoma,2221,9550,23,32
Haaland,1934,9550,23,32
Mings,1875,9550,23,32
White,1712,9550,23,32
Robertson,1460,9550,23,32
Toti,1386,9550,23,32
Arrizabalaga,1359,9550,23,32
Isak,1332,9550,23,32
Ødegaard,1278,9550,23,32
Diogo Jota,1234,9550,23,32
Leno,1169,9550,23,32
Estupiñán,1153,9550,23,32
Andersen,1128,9550,23,32
Botman,1100,9550,23,32
Mee,1041,9550,23,32
Martínez,915,9550,23,32
Olise,898,9550,23,32
Bowen,895,9550,23,32
Henry,850,9550,23,32
Mitchell,831,9550,23,32
Schär,781,9550,23,32
Gabriel,730,9550,23,32
March,712,9550,23,32
Steele,593,9550,23,32
Van Dijk,546,9550,23,32
Rashford,542,9550,23,32
Pope,539,9550,23,32
Zouma,526,9550,23,32
N.Williams,523,9550,23,32
Ward,513,9550,23,32
Shaw,492,9550,23,32
Zinchenko,402,9550,23,32
Grealish,379,9550,23,32
Pinnock,368,9550,23,32
Mac Allister,359,9550,23,32
Kilman,359,9550,23,32
De Gea,351,9550,23,32
Tarkowski,340,9550,23,32
Dawson,324,9550,23,32
Ream,305,9550,23,32
Bueno,297,9550,23,32
Chilwell,283,9550,23,32
Alisson,253,9550,23,32
Guaita,246,9550,23,32
Burn,218,9550,23,32
Coufal,211,9550,23,32
Sá,207,9550,23,32
Neto,206,9550,23,32
Konaté,180,9550,23,32
Billing,174,9550,23,32
Murphy,164,9550,23,32
Whitworth,161,9550,23,32
Perišić,160,9550,23,32
Pickford,140,9550,23,32
Willian,128,9550,23,32
Ramsey,127,9550,23,32
Son,117,9550,23,32
Benrahma,117,9550,23,32
Robinson,115,9550,23,32
J.Ayew,111,9550,23,32
Pedro Porro,105,9550,23,32
Dunk,104,9550,23,32
Greenwood,101,9550,23,32
Fabianski,93,9550,23,32
Souttar,85,9550,23,32
Wilson,82,9550,23,32
Ederson,79,9550,23,32
Semedo,73,9550,23,32
Dasilva,71,9550,23,32
Vestergaard,69,9550,23,32
Tete,69,9550,23,32
Ramsdale,67,9550,23,32
Cresswell,67,9550,23,32
Young,67,9550,23,32
Harrison,60,9550,23,32
Edouard,54,9550,23,32
Jensen,54,9550,23,32
Darwin,53,9550,23,32
Fernandes,51,9550,23,32
Almirón,49,9550,23,32
Navas,47,9550,23,32
Patterson,47,9550,23,32
Iheanacho,46,9550,23,32
Konsa,45,9550,23,32
Mykolenko,43,9550,23,32
Aké,42,9550,23,32
Klaesson,40,9550,23,32
Buendía,39,9550,23,32
Ortega,39,9550,23,32
Reed,38,9550,23,32
Forster,38,9550,23,32
Emerson,37,9550,23,32
Tanganga,37,9550,23,32
Keane,36,9550,23,32
Willock,34,9550,23,32
Stones,34,9550,23,32
Mbeumo,33,9550,23,32
Joelinton,30,9550,23,32
Rodrigo,30,9550,23,32
Veltman,30,9550,23,32
Aguerd,27,9550,23,32
Dalot,26,9550,23,32
Faes,26,9550,23,32
Amartey,24,9550,23,32
Jones,23,9550,23,32
Kehrer,23,9550,23,32
Antonio,23,9550,23,32
Dier,23,9550,23,32
Ashby,22,9550,23,32
Gnonto,22,9550,23,32
Sánchez,20,9550,23,32
Perraud,19,9550,23,32
Akanji,19,9550,23,32
Summerville,19,9550,23,32
James,19,9550,23,32
Meslier,18,9550,23,32
Smith,16,9550,23,32
Ricardo,16,9550,23,32
Gibbs-White,16,9550,23,32
Goodman,15,9550,23,32
De Bruyne,15,9550,23,32
Barnes,14,9550,23,32
Holding,14,9550,23,32
Ings,14,9550,23,32
Simms,13,9550,23,32
Colback,13,9550,23,32
Mahrez,12,9550,23,32
Tavernier,12,9550,23,32
Trossard,12,9550,23,32
Tierney,11,9550,23,32
Sinisterra,11,9550,23,32
W.Fofana,10,9550,23,32
Carson,10,9550,23,32
Malacia,9,9550,23,32
Bailey,9,9550,23,32
Arter,9,9550,23,32
Vinícius,9,9550,23,32
Senesi,9,9550,23,32
Ayling,8,9550,23,32
Thomas,8,9550,23,32
Tomkins,8,9550,23,32
Ward-Prowse,7,9550,23,32
Saliba,7,9550,23,32
Douglas Luiz,7,9550,23,32
Ouattara,7,9550,23,32
Diop,7,9550,23,32
Johnson,7,9550,23,32
B.Williams,7,9550,23,32
Paquetá,7,9550,23,32
Bruno Guimarães,6,9550,23,32
Rice,6,9550,23,32
Rodák,6,9550,23,32
Maguire,6,9550,23,32
Renan Lodi,6,9550,23,32
Hickey,6,9550,23,32
Cash,6,9550,23,32
Havertz,5,9550,23,32
Cunha,5,9550,23,32
Dias,5,9550,23,32
Ferguson,5,9550,23,32
Heaton,5,9550,23,32
Kulusevski,5,9550,23,32
S.Longstaff,5,9550,23,32
Iwobi,5,9550,23,32
Coady,5,9550,23,32
Koulibaly,5,9550,23,32
Olsen,4,9550,23,32
Areola,4,9550,23,32
Dewsbury-Hall,4,9550,23,32
Söyüncü,4,9550,23,32
Viña,4,9550,23,32
Matheus,4,9550,23,32
Romero,4,9550,23,32
Walker,4,9550,23,32
Lewis,4,9550,23,32
Aurier,4,9550,23,32
Mepham,4,9550,23,32
Aït-Nouri,4,9550,23,32
McNeil,4,9550,23,32
McGinn,4,9550,23,32
Henderson,3,9550,23,32
Schlupp,3,9550,23,32
Nørgaard,3,9550,23,32
Casey,3,9550,23,32
Dubravka,3,9550,23,32
Hennessey,3,9550,23,32
Bazunu,3,9550,23,32
Lloris,3,9550,23,32
Lavia,3,9550,23,32
Xhaka,3,9550,23,32
Mudryk,3,9550,23,32
Walker-Peters,3,9550,23,32
Gray,3,9550,23,32
Kelly,3,9550,23,32
Neves,3,9550,23,32
Emerson Royal,3,9550,23,32
Enzo,3,9550,23,32
Kristensen,2,9550,23,32
Coleman,2,9550,23,32
Targett,2,9550,23,32
C.Doucouré,2,9550,23,32
Koch,2,9550,23,32
Garner,2,9550,23,32
Højbjerg,2,9550,23,32
Álvarez,2,9550,23,32
Solomon,2,9550,23,32
João Félix,2,9550,23,32
Soucek,2,9550,23,32
Jonny,2,9550,23,32
Stephens,2,9550,23,32
Worrall,2,9550,23,32
Lemina,2,9550,23,32
Lindelöf,2,9550,23,32
Digne,2,9550,23,32
Luis Díaz,2,9550,23,32
Lyle Taylor,2,9550,23,32
Firpo,2,9550,23,32
Wan-Bissaka,2,9550,23,32
Daka,2,9550,23,32
Diego Carlos,2,9550,23,32
Cucurella,2,9550,23,32
Bednarek,2,9550,23,32
Adrián,1,9550,23,32
Struijk,1,9550,23,32
C.Robinson,1,9550,23,32
Iqbal,1,9550,23,32
Traoré,1,9550,23,32
Hodge,1,9550,23,32
Baptiste,1,9550,23,32
Bentley,1,9550,23,32
Tosin,1,9550,23,32
Zanka,1,9550,23,32
Bernardo,1,9550,23,32
Tielemans,1,9550,23,32
Brunt,1,9550,23,32
Gündogan,1,9550,23,32
Dacosta Gonzalez,1,9550,23,32
Caballero,1,9550,23,32
Monteiro,1,9550,23,32
Mills,1,9550,23,32
Milivojevic,1,9550,23,32
Mendy,1,9550,23,32
Evans,1,9550,23,32
McCarthy,1,9550,23,32
Firmino,1,9550,23,32
Martial,1,9550,23,32
Forshaw,1,9550,23,32
Fraser,1,9550,23,32
G.Shelvey,1,9550,23,32
Garnacho,1,9550,23,32
Lembikisa,1,9550,23,32
Lascelles,1,9550,23,32
Harris,1,9550,23,32
John,1,9550,23,32
Adama,1,9550,23,32
Karius,1,9550,23,32
Griffiths,1,9550,23,32
Jurado,1,9550,23,32
Enciso,1,9550,23,32
Moore,1,9550,23,32
Casemiro,1,9550,23,32
Morgan,1,9550,23,32
Chambers,1,9550,23,32
Sarabia,1,9550,23,32
Sancho,1,9550,23,32
Sambi,1,9550,23,32
Collins,1,9550,23,32
Colwill,1,9550,23,32
Cox,1,9550,23,32
Richards,1,9550,23,32
Groß,1,9550,23,32
Dallas,1,9550,23,32
Danilo,1,9550,23,32
Jansson,1,9550,23,32
De Cordova-Reid,1,9550,23,32
Dennis,1,9550,23,32
Holgate,1,9550,23,32
Diallo,1,9550,23,32
Diego Costa,1,9550,23,32
Nketiah,1,9550,23,32
Duffy,1,9550,23,32
A.Ayew,1,9550,23,32
