Player,Count,Entries Number,Season,Gameweek
Haaland,9378,9600,23,14
Trippier,9247,9600,23,14
Cancelo,8199,9600,23,14
Martinelli,7761,9600,23,14
Andreas,6121,9600,23,14
Almirón,5513,9600,23,14
Ward,5363,9600,23,14
Jesus,5086,9600,23,14
De Bruyne,4710,9600,23,14
Kane,4402,9600,23,14
N.Williams,4356,9600,23,14
Pope,3668,9600,23,14
Saliba,3486,9600,23,14
Mitrović,3475,9600,23,14
Salah,2844,9600,23,14
Zaha,2687,9600,23,14
Toney,2680,9600,23,14
Foden,2527,9600,23,14
Dalot,2359,9600,23,14
Rashford,2072,9600,23,14
Saka,1937,9600,23,14
Trossard,1708,9600,23,14
Perišić,1561,9600,23,14
White,1532,9600,23,14
Maddison,1480,9600,23,14
Castagne,1475,9600,23,14
Raya,1214,9600,23,14
Sánchez,1047,9600,23,14
Wilson,1035,9600,23,14
Guéhi,990,9600,23,14
Dier,981,9600,23,14
Schär,854,9600,23,14
Alisson,837,9600,23,14
Ederson,815,9600,23,14
Iversen,786,9600,23,14
Gabriel,719,9600,23,14
Mount,686,9600,23,14
Dunk,679,9600,23,14
Henderson,672,9600,23,14
Ødegaard,658,9600,23,14
Guaita,655,9600,23,14
Gomez,642,9600,23,14
Bailey,622,9600,23,14
Eze,613,9600,23,14
Van Dijk,584,9600,23,14
Groß,571,9600,23,14
Alexander-Arnold,564,9600,23,14
Justin,533,9600,23,14
Ramsdale,524,9600,23,14
Sá,502,9600,23,14
Arrizabalaga,493,9600,23,14
Antony,481,9600,23,14
Coady,471,9600,23,14
Zouma,468,9600,23,14
Patterson,458,9600,23,14
Firmino,438,9600,23,14
Solanke,433,9600,23,14
Darwin,433,9600,23,14
Bowen,432,9600,23,14
Cucurella,410,9600,23,14
Andersen,407,9600,23,14
Martínez,403,9600,23,14
Emerson,386,9600,23,14
Vestergaard,377,9600,23,14
Mee,367,9600,23,14
Greenwood,349,9600,23,14
Pickford,338,9600,23,14
Bernardo,333,9600,23,14
Edouard,331,9600,23,14
Cresswell,294,9600,23,14
Bruno Guimarães,294,9600,23,14
Kilman,278,9600,23,14
Robertson,273,9600,23,14
Botman,265,9600,23,14
Forster,250,9600,23,14
Son,249,9600,23,14
Lloris,244,9600,23,14
Mings,243,9600,23,14
Veltman,241,9600,23,14
Gordon,237,9600,23,14
De Gea,213,9600,23,14
Murphy,208,9600,23,14
Dasilva,206,9600,23,14
James,195,9600,23,14
Mac Allister,185,9600,23,14
Xhaka,183,9600,23,14
Webster,180,9600,23,14
Højbjerg,178,9600,23,14
Mykolenko,174,9600,23,14
Tarkowski,174,9600,23,14
Iwobi,170,9600,23,14
Gazzaniga,168,9600,23,14
Scamacca,154,9600,23,14
Shaw,152,9600,23,14
Thiago Silva,151,9600,23,14
Reed,147,9600,23,14
Rice,140,9600,23,14
Barnes,139,9600,23,14
Chilwell,137,9600,23,14
Fabianski,133,9600,23,14
Doherty,130,9600,23,14
S.Longstaff,129,9600,23,14
Leno,128,9600,23,14
Hennessey,122,9600,23,14
Coufal,119,9600,23,14
Dias,118,9600,23,14
Begović,116,9600,23,14
Rodrigo,115,9600,23,14
Tanganga,114,9600,23,14
Burn,109,9600,23,14
Billing,105,9600,23,14
Bueno,101,9600,23,14
Colback,99,9600,23,14
Archer,96,9600,23,14
Malacia,94,9600,23,14
Zinchenko,94,9600,23,14
Dewsbury-Hall,91,9600,23,14
Jonny,91,9600,23,14
Young,90,9600,23,14
Ward-Prowse,89,9600,23,14
Mendy,89,9600,23,14
Meslier,88,9600,23,14
Zanka,86,9600,23,14
Koulibaly,83,9600,23,14
Šarkić,82,9600,23,14
Mitchell,81,9600,23,14
Henry,79,9600,23,14
Toti,78,9600,23,14
Taylor,72,9600,23,14
Tomkins,70,9600,23,14
Chalobah,68,9600,23,14
Cash,68,9600,23,14
Caballero,65,9600,23,14
Emerson Royal,64,9600,23,14
R.Sessegnon,64,9600,23,14
Jensen,59,9600,23,14
Calvert-Lewin,57,9600,23,14
Tomiyasu,56,9600,23,14
Tsimikas,54,9600,23,14
Olsen,50,9600,23,14
Romero,49,9600,23,14
Steele,48,9600,23,14
Aït-Nouri,46,9600,23,14
Salisu,46,9600,23,14
Kehrer,46,9600,23,14
Fofana,46,9600,23,14
Darlow,45,9600,23,14
Elliott,45,9600,23,14
Harrison,44,9600,23,14
B.Williams,43,9600,23,14
Akanji,43,9600,23,14
Fernandes,43,9600,23,14
Sterling,42,9600,23,14
Watkins,40,9600,23,14
Bazunu,39,9600,23,14
Collins,38,9600,23,14
Struijk,38,9600,23,14
Digne,38,9600,23,14
Neto,37,9600,23,14
Turner,37,9600,23,14
Azpilicueta,37,9600,23,14
Ramsey,37,9600,23,14
