Player,Count,Entries Number,Season,Gameweek
Haaland,10041,10050,23,17
Trippier,9881,10050,23,17
Almirón,7973,10050,23,17
Ward,7862,10050,23,17
Rashford,7680,10050,23,17
Martinelli,7628,10050,23,17
Cancelo,6505,10050,23,17
Andreas,6131,10050,23,17
Kane,5388,10050,23,17
Salah,5283,10050,23,17
James,4443,10050,23,17
De Bruyne,4310,10050,23,17
Darwin,4095,10050,23,17
White,3907,10050,23,17
Arrizabalaga,3758,10050,23,17
Saliba,3097,10050,23,17
N.Williams,2828,10050,23,17
Shaw,2354,10050,23,17
Martial,2273,10050,23,17
Bueno,2212,10050,23,17
Pope,2007,10050,23,17
Mitrović,1965,10050,23,17
Castagne,1904,10050,23,17
Patterson,1828,10050,23,17
Ødegaard,1649,10050,23,17
Saka,1571,10050,23,17
Gabriel,1378,10050,23,17
Greenwood,1350,10050,23,17
Trossard,1330,10050,23,17
Foden,1320,10050,23,17
Wilson,1228,10050,23,17
Mount,1044,10050,23,17
Toney,1042,10050,23,17
Ederson,885,10050,23,17
Dalot,870,10050,23,17
De Gea,835,10050,23,17
Sánchez,740,10050,23,17
Ramsdale,700,10050,23,17
Nketiah,654,10050,23,17
Zaha,650,10050,23,17
Walker,614,10050,23,17
Botman,593,10050,23,17
Robertson,570,10050,23,17
Schär,543,10050,23,17
Raya,521,10050,23,17
Perišić,507,10050,23,17
Cucurella,500,10050,23,17
Alisson,499,10050,23,17
Solanke,484,10050,23,17
Dunk,379,10050,23,17
Havertz,374,10050,23,17
Iversen,331,10050,23,17
B.Williams,327,10050,23,17
Groß,303,10050,23,17
Maddison,270,10050,23,17
Mee,267,10050,23,17
Dasilva,266,10050,23,17
Fernandes,258,10050,23,17
Edouard,256,10050,23,17
Van Dijk,248,10050,23,17
Kulusevski,248,10050,23,17
Perraud,242,10050,23,17
Dier,238,10050,23,17
Bailey,237,10050,23,17
Akanji,233,10050,23,17
Adams,231,10050,23,17
Guaita,227,10050,23,17
Vestergaard,221,10050,23,17
Henderson,220,10050,23,17
Pickford,219,10050,23,17
Martínez,214,10050,23,17
Summerville,208,10050,23,17
Thiago Silva,178,10050,23,17
Forster,174,10050,23,17
Andersen,167,10050,23,17
Rodrigo,163,10050,23,17
Amartey,162,10050,23,17
Leno,162,10050,23,17
Eze,158,10050,23,17
Mings,153,10050,23,17
Jesus,143,10050,23,17
Bernardo,134,10050,23,17
Bruno Guimarães,127,10050,23,17
Sá,120,10050,23,17
Burn,114,10050,23,17
Tarkowski,110,10050,23,17
Mendy,108,10050,23,17
Garnacho,103,10050,23,17
Chalobah,103,10050,23,17
Xhaka,102,10050,23,17
Gomez,101,10050,23,17
Alexander-Arnold,95,10050,23,17
Šarkić,93,10050,23,17
Archer,88,10050,23,17
Lyle Taylor,87,10050,23,17
Estupiñán,84,10050,23,17
Davies,82,10050,23,17
Veltman,80,10050,23,17
Toti,79,10050,23,17
Moore,76,10050,23,17
Kilman,72,10050,23,17
Ortega,66,10050,23,17
Coady,66,10050,23,17
Malacia,63,10050,23,17
Mykolenko,63,10050,23,17
Guéhi,62,10050,23,17
Doherty,61,10050,23,17
Emerson,60,10050,23,17
Højbjerg,60,10050,23,17
Mbeumo,59,10050,23,17
Koulibaly,59,10050,23,17
Eriksen,57,10050,23,17
Tanganga,54,10050,23,17
Wilson-Esbrand,54,10050,23,17
Coufal,53,10050,23,17
Mac Allister,49,10050,23,17
Zanka,49,10050,23,17
Begović,49,10050,23,17
Hennessey,48,10050,23,17
Ings,47,10050,23,17
Diop,46,10050,23,17
Barnes,46,10050,23,17
Tomkins,44,10050,23,17
Antony,44,10050,23,17
Mitchell,42,10050,23,17
Lindelöf,41,10050,23,17
Wan-Bissaka,41,10050,23,17
Digne,41,10050,23,17
Rice,40,10050,23,17
Murphy,40,10050,23,17
Reed,38,10050,23,17
Stones,38,10050,23,17
Caballero,38,10050,23,17
Steele,38,10050,23,17
Aké,37,10050,23,17
Turner,36,10050,23,17
Olsen,36,10050,23,17
Thomas,36,10050,23,17
Aït-Nouri,34,10050,23,17
Faes,34,10050,23,17
Tavernier,33,10050,23,17
Lloris,33,10050,23,17
Cash,33,10050,23,17
Casemiro,33,10050,23,17
Zinchenko,33,10050,23,17
Fabianski,32,10050,23,17
S.Longstaff,31,10050,23,17
Laporte,30,10050,23,17
Azpilicueta,29,10050,23,17
Lamptey,29,10050,23,17
Aubameyang,29,10050,23,17
Bazunu,28,10050,23,17
Smith,27,10050,23,17
Justin,27,10050,23,17
Zouma,27,10050,23,17
Gazzaniga,27,10050,23,17
Firmino,27,10050,23,17
Colback,27,10050,23,17
Elliott,26,10050,23,17
Willock,26,10050,23,17
Sterling,26,10050,23,17
Watkins,26,10050,23,17
Struijk,25,10050,23,17
Ward-Prowse,25,10050,23,17
Álvarez,25,10050,23,17
Gordon,25,10050,23,17
Dias,25,10050,23,17
Cresswell,24,10050,23,17
Dennis,24,10050,23,17
Mosquera,23,10050,23,17
Henry,23,10050,23,17
Walker-Peters,23,10050,23,17
Billing,23,10050,23,17
Iwobi,22,10050,23,17
Son,21,10050,23,17
Travers,20,10050,23,17
Carvalho,19,10050,23,17
R.Sessegnon,19,10050,23,17
Adrián,19,10050,23,17
Daka,19,10050,23,17
Young,19,10050,23,17
Bowen,18,10050,23,17
Klaesson,18,10050,23,17
Phillips,17,10050,23,17
Ream,17,10050,23,17
Dewsbury-Hall,17,10050,23,17
Mahrez,16,10050,23,17
Elneny,16,10050,23,17
Jorginho,16,10050,23,17
Maupay,16,10050,23,17
March,16,10050,23,17
Johnson,16,10050,23,17
Jensen,15,10050,23,17
Carson,14,10050,23,17
Goode,14,10050,23,17
Kehrer,14,10050,23,17
Tierney,13,10050,23,17
Lewis,13,10050,23,17
Meslier,13,10050,23,17
A.Armstrong,13,10050,23,17
Saint-Maximin,13,10050,23,17
Paquetá,13,10050,23,17
Robinson,12,10050,23,17
Collins,12,10050,23,17
Guilbert,11,10050,23,17
Darlow,11,10050,23,17
Mitoma,11,10050,23,17
Neves,11,10050,23,17
Tielemans,11,10050,23,17
Boly,11,10050,23,17
Olise,10,10050,23,17
Varane,10,10050,23,17
Pulisic,10,10050,23,17
Ebiowei,10,10050,23,17
Emerson Royal,10,10050,23,17
Diego Costa,9,10050,23,17
Surridge,9,10050,23,17
Konaté,9,10050,23,17
Aaronson,9,10050,23,17
Scamacca,9,10050,23,17
