Player,Count,Entries Number,Season,Gameweek
Haaland,9967,10050,23,26
Rashford,9224,10050,23,26
Saka,7993,10050,23,26
Trippier,7783,10050,23,26
Kane,7161,10050,23,26
Ward,5764,10050,23,26
Ødegaard,5537,10050,23,26
Arrizabalaga,5222,10050,23,26
Mitoma,5052,10050,23,26
Toney,4918,10050,23,26
Salah,4731,10050,23,26
Martinelli,4661,10050,23,26
Shaw,3906,10050,23,26
Estupiñán,3350,10050,23,26
Tarkowski,3319,10050,23,26
White,3186,10050,23,26
Zinchenko,2640,10050,23,26
Andreas,2605,10050,23,26
Mee,2546,10050,23,26
Raya,2520,10050,23,26
Alexander-Arnold,2261,10050,23,26
Mahrez,1922,10050,23,26
Bueno,1869,10050,23,26
March,1867,10050,23,26
Darwin,1769,10050,23,26
Henry,1560,10050,23,26
Gabriel,1480,10050,23,26
Saliba,1441,10050,23,26
Nketiah,1332,10050,23,26
Botman,1312,10050,23,26
Gakpo,1053,10050,23,26
Sánchez,974,10050,23,26
Watkins,969,10050,23,26
N.Williams,927,10050,23,26
Kilman,897,10050,23,26
Pope,858,10050,23,26
Aké,853,10050,23,26
Robertson,843,10050,23,26
Ederson,810,10050,23,26
Gnonto,810,10050,23,26
Alisson,771,10050,23,26
Greenwood,745,10050,23,26
Almirón,683,10050,23,26
Van Dijk,630,10050,23,26
De Gea,624,10050,23,26
Mings,565,10050,23,26
Mac Allister,539,10050,23,26
Maddison,519,10050,23,26
Fernandes,501,10050,23,26
Lewis,488,10050,23,26
Pickford,487,10050,23,26
Iwobi,487,10050,23,26
Schär,482,10050,23,26
De Bruyne,479,10050,23,26
Castagne,477,10050,23,26
Akanji,469,10050,23,26
Ramsdale,465,10050,23,26
Ream,438,10050,23,26
Pinnock,437,10050,23,26
Mbeumo,415,10050,23,26
Dunk,411,10050,23,26
Mitrović,393,10050,23,26
João Félix,389,10050,23,26
Leno,377,10050,23,26
Walker,373,10050,23,26
Emerson Royal,341,10050,23,26
Patterson,331,10050,23,26
Ferguson,321,10050,23,26
Coleman,309,10050,23,26
James,307,10050,23,26
Forster,293,10050,23,26
Mykolenko,274,10050,23,26
Burn,263,10050,23,26
Grealish,259,10050,23,26
Neves,255,10050,23,26
Dawson,234,10050,23,26
Cucurella,224,10050,23,26
Johnson,224,10050,23,26
Perišić,214,10050,23,26
McNeil,200,10050,23,26
Sá,196,10050,23,26
Iversen,185,10050,23,26
Emerson,177,10050,23,26
Dier,176,10050,23,26
Bailey,167,10050,23,26
Ward-Prowse,161,10050,23,26
Iheanacho,158,10050,23,26
Badiashile,152,10050,23,26
Foden,148,10050,23,26
Chilwell,142,10050,23,26
Perraud,133,10050,23,26
Martínez,132,10050,23,26
Coady,127,10050,23,26
Davies,121,10050,23,26
Guaita,108,10050,23,26
Sarabia,106,10050,23,26
Dasilva,103,10050,23,26
Gomez,93,10050,23,26
Coufal,87,10050,23,26
Tete,84,10050,23,26
Thiago Silva,82,10050,23,26
Summerville,81,10050,23,26
Dias,81,10050,23,26
Robinson,78,10050,23,26
Maupay,78,10050,23,26
Barnes,78,10050,23,26
Cash,76,10050,23,26
Meslier,72,10050,23,26
Solanke,63,10050,23,26
Digne,62,10050,23,26
Jensen,61,10050,23,26
Diop,61,10050,23,26
Havertz,60,10050,23,26
Semedo,60,10050,23,26
B.Williams,59,10050,23,26
Bowen,56,10050,23,26
Dalot,55,10050,23,26
Veltman,52,10050,23,26
Cunha,51,10050,23,26
Vestergaard,46,10050,23,26
Olsen,45,10050,23,26
Ashby,42,10050,23,26
Mudryk,42,10050,23,26
Kulusevski,41,10050,23,26
Bernardo,41,10050,23,26
Bajcetic,41,10050,23,26
Hennessey,41,10050,23,26
Matip,40,10050,23,26
Ayling,40,10050,23,26
Navas,39,10050,23,26
Enzo,39,10050,23,26
Edouard,35,10050,23,26
Lyle Taylor,32,10050,23,26
Ortega,31,10050,23,26
Wan-Bissaka,31,10050,23,26
Ings,31,10050,23,26
Renan Lodi,30,10050,23,26
Álvarez,30,10050,23,26
Aït-Nouri,29,10050,23,26
Aurier,29,10050,23,26
Álex Moreno,28,10050,23,26
Šarkić,27,10050,23,26
Wilson,27,10050,23,26
Trossard,27,10050,23,26
Toti,27,10050,23,26
Guéhi,26,10050,23,26
Archer,25,10050,23,26
Groß,25,10050,23,26
W.Fofana,24,10050,23,26
Højbjerg,23,10050,23,26
Amartey,23,10050,23,26
Koulibaly,23,10050,23,26
Willian,22,10050,23,26
Harrison,22,10050,23,26
Konsa,22,10050,23,26
Zanka,20,10050,23,26
Struijk,20,10050,23,26
Gibbs-White,19,10050,23,26
Adams,19,10050,23,26
Eze,19,10050,23,26
Onana,19,10050,23,26
Solomon,19,10050,23,26
Buendía,18,10050,23,26
Rodri,18,10050,23,26
Bamford,18,10050,23,26
Varane,17,10050,23,26
Olise,17,10050,23,26
Fabianski,17,10050,23,26
Mitchell,17,10050,23,26
Andersen,16,10050,23,26
Simms,16,10050,23,26
Weghorst,16,10050,23,26
Xhaka,16,10050,23,26
Rice,14,10050,23,26
Tomkins,14,10050,23,26
Casemiro,14,10050,23,26
Henderson,14,10050,23,26
Podence,13,10050,23,26
Romero,12,10050,23,26
S.Longstaff,12,10050,23,26
Collins,12,10050,23,26
Wilson-Esbrand,11,10050,23,26
Gray,11,10050,23,26
Mount,11,10050,23,26
Bazunu,11,10050,23,26
Sterling,11,10050,23,26
Stones,11,10050,23,26
Colback,11,10050,23,26
Carson,11,10050,23,26
Steele,11,10050,23,26
Lamptey,10,10050,23,26
Gazzaniga,10,10050,23,26
Pedro Porro,10,10050,23,26
Zaha,10,10050,23,26
Garnacho,10,10050,23,26
Tanganga,9,10050,23,26
Dennis,9,10050,23,26
Benrahma,9,10050,23,26
Thomas,9,10050,23,26
Adama,9,10050,23,26
Gündogan,9,10050,23,26
Wöber,9,10050,23,26
