Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,34,25,5,4.0,71.0,24,80,70.49,64.40,25.51,20.18,44.22,10.12,20.7,372.0,123.0,76.51
2,MUN,33,19,10,4.0,64.0,35,67,56.38,49.53,35.85,32.8,16.73,10.52,12.8,303.0,163.0,58.24
3,LEI,34,19,6,9.0,61.0,39,63,52.84,45.22,39.27,36.98,8.24,10.05,13.56,219.0,187.0,55.07
4,CHE,34,17,10,7.0,53.0,31,61,60.17,53.32,26.61,25.09,28.24,8.97,16.72,285.0,156.0,69.47
5,WHU,34,17,7,10.0,55.0,44,58,51.76,49.32,44.92,41.11,8.21,16.99,11.05,144.0,254.0,51.45
6,TOT,34,16,8,10.0,60.0,38,56,49.76,45.95,45.45,39.36,6.6,11.36,11.7,164.0,264.0,48.84
7,LIV,33,15,9,9.0,55.0,39,54,59.99,55.42,41.61,35.52,19.9,9.2,18.97,392.0,116.0,57.49
8,EVE,33,15,7,11.0,45.0,42,52,43.71,40.67,43.97,40.92,-0.26,14.21,11.98,174.0,243.0,44.06
9,ARS,34,14,7,13.0,46.0,37,49,47.92,43.35,38.64,36.36,6.99,13.53,16.13,263.0,177.0,53.36
10,AVL,33,14,6,13.0,48.0,38,48,51.74,47.94,44.11,40.3,7.63,10.62,9.27,233.0,251.0,49.83
11,LEE,34,14,5,15.0,50.0,52,47,50.78,48.50,58.24,51.23,-2.74,7.28,12.56,268.0,249.0,43.68
12,WOL,34,11,9,14.0,33.0,46,42,35.44,32.40,46.06,40.73,-8.33,14.63,11.24,119.0,244.0,40.60
13,CRY,33,10,8,15.0,34.0,56,38,27.98,25.70,54.45,51.4,-25.7,16.71,7.68,167.0,228.0,31.27
14,BHA,34,8,13,13.0,35.0,39,37,51.20,44.35,35.02,29.69,14.66,10.1,13.39,274.0,175.0,58.07
15,SOU,33,10,7,16.0,41.0,59,37,37.52,32.95,50.52,44.43,-11.48,9.71,10.41,187.0,240.0,37.54
16,BUR,34,9,9,16.0,31.0,47,36,33.66,31.38,53.27,50.99,-19.61,13.43,9.83,188.0,292.0,33.27
17,NEW,34,9,9,16.0,36.0,56,36,35.48,32.43,54.36,50.55,-18.12,17.3,8.41,127.0,290.0,34.83
18,FUL,34,5,12,17.0,25.0,45,27,37.54,32.97,51.16,46.6,-13.62,12.63,9.99,195.0,200.0,39.12
19,WBA,34,5,11,18.0,31.0,65,26,29.87,26.82,64.83,57.98,-31.16,16.09,8.16,145.0,299.0,26.30
20,SHU,34,5,2,27.0,18.0,60,17,29.83,26.78,60.22,57.18,-30.4,14.43,11.37,182.0,250.0,26.32
