Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,20,13,5,2.0,37.0,13,44,40.33,36.52,14.44,11.4,25.12,9.95,21.69,217.0,72.0,44.76
2,MUN,21,12,5,4.0,37.0,27,41,34.90,30.33,25.33,22.29,8.05,11.19,12.1,183.0,115.0,35.64
3,LIV,21,11,7,3.0,43.0,24,40,40.65,36.85,23.74,19.17,17.68,9.01,20.88,267.0,65.0,40.61
4,LEI,21,12,3,6.0,37.0,25,39,31.94,24.33,24.60,23.84,0.49,11.01,12.97,129.0,103.0,34.60
5,WHU,21,10,5,6.0,31.0,27,35,30.96,30.96,25.94,22.9,8.06,17.45,11.6,98.0,157.0,31.56
6,TOT,20,9,6,5.0,34.0,21,33,29.10,26.82,25.27,22.23,4.59,12.03,11.41,85.0,165.0,29.11
7,CHE,21,9,6,6.0,35.0,23,33,34.62,30.81,20.22,18.7,12.11,9.06,19.05,174.0,110.0,38.18
8,EVE,19,10,3,6.0,29.0,24,33,25.21,23.69,25.20,22.92,0.77,13.13,12.63,113.0,131.0,24.49
9,AVL,19,10,2,7.0,34.0,21,32,36.16,33.12,23.59,21.3,11.82,10.61,8.57,150.0,143.0,34.01
10,ARS,21,9,4,8.0,26.0,20,31,28.64,26.36,23.88,23.12,3.24,13.6,15.94,154.0,116.0,31.57
11,SOU,20,8,5,7.0,27.0,25,29,21.14,19.62,25.78,24.26,-4.63,8.9,11.79,119.0,128.0,24.07
12,LEE,20,9,2,9.0,35.0,36,29,31.74,29.46,37.58,33.02,-3.56,6.66,14.1,176.0,147.0,26.06
13,CRY,21,7,5,9.0,25.0,36,26,20.99,19.47,31.53,28.48,-9.01,16.83,7.93,124.0,132.0,24.04
14,WOL,21,6,5,10.0,21.0,30,23,20.99,19.47,28.21,22.88,-3.41,15.09,11.93,80.0,151.0,23.52
15,NEW,21,6,4,11.0,21.0,34,22,20.39,17.35,32.42,30.14,-12.79,19.05,8.18,76.0,186.0,21.79
16,BUR,20,6,4,10.0,13.0,26,22,16.07,15.31,30.34,28.06,-12.75,13.27,9.27,98.0,193.0,17.08
17,BHA,21,4,9,8.0,23.0,29,21,31.13,26.56,24.70,19.38,7.18,10.2,12.48,167.0,106.0,34.07
18,FUL,20,2,8,10.0,17.0,29,14,22.18,18.37,32.88,29.08,-10.7,14.2,9.42,95.0,134.0,21.73
19,WBA,21,2,6,13.0,17.0,50,12,14.13,12.61,44.06,41.02,-28.41,17.32,9.27,73.0,190.0,10.73
20,SHU,21,2,2,17.0,12.0,34,8,20.71,17.67,32.27,31.51,-13.84,14.62,11.03,118.0,152.0,20.11
