Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,EVE,5,4,1,0.0,14.0,7,13,11.40,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37
2,AVL,4,4,0,0.0,12.0,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41.0,29.0,7.41
3,LIV,5,3,1,1.0,13.0,13,10,12.30,10.77,6.79,6.03,4.75,8.92,19.33,74.0,15.0,10.51
4,LEI,5,3,0,2.0,12.0,8,9,7.94,4.13,6.23,6.23,-2.1,10.63,14.19,26.0,27.0,7.72
5,ARS,5,3,0,2.0,8.0,6,9,6.18,6.18,6.50,6.5,-0.33,20.8,16.73,37.0,25.0,6.84
6,WOL,5,3,0,2.0,5.0,7,9,4.24,4.24,8.14,7.37,-3.14,15.49,11.08,14.0,40.0,4.56
7,TOT,5,2,2,1.0,15.0,8,8,11.37,10.61,6.86,4.58,6.03,9.91,17.36,27.0,23.0,9.46
8,CHE,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76
9,WHU,5,2,1,2.0,11.0,7,7,9.51,9.51,5.61,5.61,3.91,17.33,11.45,20.0,33.0,9.16
10,LEE,5,2,1,2.0,9.0,9,7,6.84,6.08,8.28,5.99,0.09,7.72,10.83,28.0,46.0,6.50
11,MCI,4,2,1,1.0,7.0,7,7,6.37,5.61,7.00,4.72,0.89,9.19,18.88,31.0,14.0,5.36
12,SOU,5,2,1,2.0,8.0,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35.0,25.0,7.27
13,NEW,5,2,1,2.0,7.0,9,7,5.95,4.42,8.58,7.06,-2.64,17.84,8.09,24.0,36.0,5.57
14,CRY,5,2,1,2.0,6.0,8,7,4.62,3.10,8.24,5.96,-2.86,15.73,4.94,12.0,38.0,4.83
15,MUN,4,2,0,2.0,9.0,12,6,5.76,3.48,9.06,6.78,-3.3,9.59,9.21,30.0,25.0,3.74
16,BHA,5,1,1,3.0,9.0,11,4,8.56,7.03,6.47,4.19,2.85,8.31,11.45,30.0,26.0,8.38
17,WBA,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98
18,BUR,4,0,1,3.0,3.0,8,1,3.40,3.40,4.38,3.62,-0.23,11.38,11.83,27.0,27.0,4.59
19,SHU,5,0,1,4.0,2.0,7,1,5.14,3.62,5.91,5.15,-1.53,13.64,11.28,27.0,27.0,6.00
20,FUL,5,0,1,4.0,4.0,12,1,4.54,3.02,8.20,6.68,-3.66,14.11,12.25,16.0,29.0,4.32
