Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
2,MUN,33,19,10,4.0,64.0,35,67,56.38,49.53,35.85,32.8,16.73,10.52,12.8,303.0,163.0,58.24
3,LEI,33,19,5,9.0,60.0,38,62,50.32,42.71,38.31,36.79,5.92,10.33,13.43,211.0,185.0,52.60
4,CHE,33,16,10,7.0,51.0,31,58,58.33,51.48,26.32,24.8,26.68,8.89,16.86,275.0,147.0,66.86
5,WHU,33,16,7,10.0,53.0,43,55,49.34,46.90,43.23,40.19,6.7,17.15,10.95,137.0,250.0,49.57
6,LIV,33,15,9,9.0,55.0,39,54,59.99,55.42,41.61,35.52,19.9,9.2,18.97,392.0,116.0,57.49
7,TOT,33,15,8,10.0,56.0,38,53,47.50,43.69,44.98,38.89,4.81,11.47,11.33,157.0,258.0,46.22
8,EVE,32,15,7,10.0,44.0,40,52,42.49,39.44,42.38,39.34,0.11,14.16,12.01,166.0,237.0,43.01
9,LEE,33,14,5,14.0,50.0,50,47,50.27,47.98,55.72,49.47,-1.48,7.16,12.71,266.0,239.0,43.48
10,ARS,33,13,7,13.0,44.0,37,46,46.13,41.56,38.47,36.18,5.38,13.55,15.91,256.0,177.0,50.72
11,AVL,32,13,6,13.0,46.0,37,45,50.16,46.35,42.89,39.08,7.27,10.61,9.1,227.0,243.0,48.15
12,WOL,33,11,8,14.0,32.0,45,41,34.60,31.55,44.98,39.66,-8.1,14.84,11.31,111.0,239.0,39.51
13,CRY,32,10,8,14.0,34.0,54,38,27.62,25.34,52.40,49.36,-24.02,16.57,7.75,164.0,220.0,31.02
14,BUR,33,9,9,15.0,30.0,45,36,31.98,30.46,50.84,48.56,-18.11,13.4,9.8,184.0,285.0,32.40
15,SOU,32,10,6,16.0,40.0,58,36,36.56,32.76,48.00,41.91,-9.16,9.52,10.69,185.0,232.0,37.18
16,NEW,33,9,9,15.0,36.0,54,36,35.30,32.26,52.57,48.77,-16.51,17.09,8.28,127.0,283.0,34.62
17,BHA,33,7,13,13.0,33.0,39,34,48.67,42.58,34.51,29.18,13.4,10.15,13.38,264.0,173.0,55.38
18,FUL,33,5,12,16.0,25.0,43,27,37.25,32.68,49.32,44.75,-12.07,12.64,9.95,186.0,190.0,38.87
19,WBA,33,5,10,18.0,30.0,64,25,28.80,25.75,63.99,57.14,-31.38,16.38,8.16,140.0,291.0,24.72
20,SHU,33,5,2,26.0,18.0,56,17,29.36,26.31,57.96,54.92,-28.61,14.07,11.53,176.0,243.0,26.06
