Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,30,22,5,3.0,64.0,21,71,62.91,56.82,23.89,18.56,38.26,10.54,20.83,320.0,111.0,66.58
2,MUN,29,16,9,4.0,56.0,32,57,48.56,41.71,32.34,29.3,12.41,10.88,13.05,259.0,147.0,49.48
3,LEI,29,17,5,7.0,53.0,32,56,44.96,37.35,34.30,32.78,4.57,10.71,13.14,181.0,164.0,46.34
4,CHE,29,14,9,6.0,44.0,25,51,48.59,41.74,23.61,22.08,19.65,8.87,17.0,245.0,134.0,57.24
5,WHU,28,14,6,8.0,42.0,32,48,41.88,40.19,33.80,30.76,9.44,17.41,11.05,120.0,221.0,43.79
6,LIV,29,13,7,9.0,48.0,36,46,50.96,46.39,37.23,31.14,15.25,9.39,19.36,341.0,94.0,48.96
7,EVE,28,14,4,10.0,40.0,37,46,36.86,34.57,38.39,35.35,-0.78,14.06,11.9,144.0,204.0,36.78
8,TOT,28,13,6,9.0,47.0,30,45,39.65,37.37,35.82,30.49,6.88,11.83,11.45,126.0,227.0,40.14
9,AVL,27,12,5,10.0,39.0,28,41,43.98,40.93,34.37,32.08,8.85,10.94,8.86,194.0,201.0,43.15
10,ARS,28,12,5,11.0,37.0,29,41,39.09,34.52,31.84,30.32,4.2,13.34,16.06,217.0,149.0,43.17
11,CRY,29,10,7,12.0,31.0,47,37,25.69,23.41,44.78,41.74,-18.33,16.39,7.69,151.0,191.0,29.80
12,LEE,28,11,3,14.0,43.0,46,36,43.37,41.08,48.67,42.42,-1.34,6.85,13.69,236.0,187.0,36.90
13,WOL,29,9,8,12.0,28.0,38,35,30.63,27.59,40.12,34.79,-7.2,14.9,11.08,103.0,215.0,34.42
14,SOU,29,9,6,14.0,36.0,51,33,31.60,28.55,42.44,38.64,-10.08,9.42,10.95,160.0,202.0,33.49
15,BUR,29,8,9,12.0,22.0,37,33,25.43,24.67,43.87,41.59,-16.92,13.69,9.81,156.0,255.0,26.95
16,BHA,28,6,11,11.0,29.0,36,29,42.63,36.54,30.77,25.44,11.09,10.13,13.04,225.0,150.0,46.69
17,NEW,28,7,7,14.0,28.0,45,28,27.27,24.22,42.43,39.38,-15.16,16.34,8.34,110.0,241.0,29.17
18,FUL,29,5,11,13.0,22.0,36,26,32.68,28.87,43.11,38.54,-9.66,12.81,10.21,160.0,169.0,34.33
19,WBA,29,3,9,17.0,20.0,57,18,22.80,21.28,54.60,49.27,-28.0,16.67,8.61,115.0,250.0,21.09
20,SHU,29,4,2,23.0,16.0,50,14,27.09,24.05,50.23,47.19,-23.14,14.32,11.06,160.0,211.0,24.64
