Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,22,15,5,2.0,43.0,14,50,46.00,41.43,15.67,11.86,29.57,10.45,21.2,233.0,83.0,50.51
2,MUN,23,13,6,4.0,49.0,30,45,41.65,36.32,27.40,24.35,11.97,10.83,12.6,212.0,120.0,40.10
3,LEI,23,13,4,6.0,39.0,25,43,34.29,26.68,26.69,25.93,0.75,11.07,12.71,145.0,120.0,37.62
4,LIV,23,11,7,5.0,44.0,29,40,42.93,38.36,28.48,23.15,15.21,9.19,21.12,284.0,70.0,41.92
5,CHE,23,11,6,6.0,38.0,24,39,38.65,33.33,21.42,19.89,13.43,9.11,18.66,196.0,116.0,43.08
6,WHU,23,11,6,6.0,34.0,28,39,33.69,33.69,28.29,25.25,8.44,17.66,11.37,106.0,176.0,34.56
7,EVE,21,11,4,6.0,34.0,28,37,28.68,27.16,28.06,25.78,1.38,13.72,12.11,118.0,147.0,27.74
8,TOT,22,10,6,6.0,36.0,22,36,31.60,29.31,28.36,24.56,4.76,11.85,11.64,97.0,181.0,31.66
9,AVL,21,11,2,8.0,36.0,24,35,38.10,35.06,26.06,23.77,11.29,10.82,8.74,162.0,163.0,36.45
10,LEE,22,10,2,10.0,38.0,38,32,35.53,33.25,39.87,35.3,-2.05,6.61,14.77,193.0,153.0,29.60
11,ARS,23,9,4,10.0,27.0,23,31,30.04,27.76,26.64,25.12,2.64,13.32,16.38,173.0,123.0,33.09
12,SOU,22,8,5,9.0,29.0,37,29,23.09,21.56,31.72,29.44,-7.87,8.78,11.6,129.0,157.0,25.85
13,CRY,23,8,5,10.0,27.0,39,29,22.17,20.65,36.08,33.04,-12.39,17.65,7.94,134.0,148.0,24.78
14,WOL,23,7,6,10.0,23.0,31,27,23.91,21.62,29.56,24.23,-2.61,15.37,11.78,89.0,166.0,27.63
15,BHA,23,5,10,8.0,25.0,30,25,32.93,28.36,27.69,22.36,6.0,10.72,12.54,173.0,130.0,35.96
16,NEW,23,7,4,12.0,25.0,38,25,23.21,20.17,34.67,32.38,-12.21,18.5,8.32,91.0,200.0,24.91
17,BUR,22,6,5,11.0,14.0,29,23,18.01,17.25,33.08,30.8,-13.54,13.93,9.52,116.0,210.0,19.52
18,FUL,22,2,9,11.0,17.0,31,15,24.52,20.71,35.54,31.73,-11.02,13.61,10.14,117.0,142.0,24.07
19,WBA,23,2,6,15.0,18.0,54,12,16.45,14.93,47.35,44.31,-29.38,17.57,8.97,78.0,212.0,12.84
20,SHU,23,3,2,18.0,15.0,37,11,22.69,19.65,35.53,34.01,-14.36,14.41,11.33,134.0,163.0,21.66
