Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,31,23,5,3.0,66.0,21,74,64.90,58.81,24.17,18.84,39.96,10.42,20.83,332.0,113.0,69.23
2,MUN,30,17,9,4.0,58.0,33,60,50.30,43.44,33.75,30.71,12.74,10.82,13.05,270.0,151.0,51.09
3,LEI,30,17,5,8.0,53.0,34,56,45.24,37.63,36.29,34.77,2.87,10.94,12.88,183.0,176.0,46.56
4,WHU,30,15,7,8.0,48.0,37,52,45.98,44.30,37.11,34.07,10.23,17.39,10.95,129.0,235.0,47.14
5,CHE,30,14,9,7.0,46.0,30,51,51.15,44.30,24.99,23.47,20.83,8.77,16.96,257.0,140.0,59.42
6,TOT,30,14,7,9.0,51.0,32,49,43.81,40.76,39.56,34.23,6.53,11.68,11.3,139.0,242.0,43.43
7,LIV,30,14,7,9.0,51.0,36,49,53.40,48.83,37.39,31.3,17.53,9.31,19.37,355.0,95.0,51.80
8,EVE,29,14,5,10.0,41.0,38,47,39.39,37.11,39.00,35.95,1.15,14.0,11.97,154.0,216.0,39.37
9,AVL,29,13,5,11.0,42.0,31,44,45.94,42.89,37.61,34.56,8.33,10.47,8.96,206.0,210.0,44.80
10,ARS,30,12,6,12.0,40.0,35,42,40.60,36.03,36.78,35.26,0.77,13.56,15.59,228.0,168.0,43.83
11,LEE,30,13,3,14.0,47.0,48,42,47.28,44.99,51.01,44.76,0.23,6.87,13.33,251.0,199.0,40.71
12,CRY,30,10,8,12.0,32.0,48,38,26.30,24.01,47.31,44.27,-20.26,16.34,7.84,163.0,201.0,30.08
13,SOU,30,10,6,14.0,39.0,53,36,34.00,30.96,43.94,39.38,-8.42,9.39,10.93,174.0,209.0,35.52
14,WOL,30,9,8,13.0,30.0,41,35,32.59,29.55,41.71,36.39,-6.84,14.65,11.33,107.0,219.0,36.07
15,BUR,30,8,9,13.0,24.0,40,33,26.93,25.41,46.28,43.99,-18.58,13.58,9.75,163.0,269.0,27.69
16,BHA,30,7,11,12.0,33.0,38,32,44.99,38.90,32.61,27.28,11.62,10.1,13.3,237.0,162.0,49.96
17,NEW,30,7,8,15.0,30.0,50,29,30.67,27.62,45.82,42.77,-15.15,16.66,8.3,118.0,256.0,31.65
18,FUL,31,5,11,15.0,24.0,41,26,35.68,31.87,46.03,41.47,-9.6,12.56,9.87,171.0,179.0,37.10
19,WBA,30,4,9,17.0,25.0,59,21,24.18,22.66,57.16,51.83,-29.17,16.63,8.51,121.0,262.0,21.73
20,SHU,30,4,2,24.0,17.0,52,14,27.96,24.92,52.74,49.69,-24.78,14.12,11.07,164.0,220.0,24.98
