Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
2,MUN,32,19,9,4.0,64.0,35,66,55.27,48.42,35.63,32.59,15.83,10.67,12.88,291.0,161.0,56.08
3,LEI,32,18,5,9.0,58.0,37,59,49.09,41.47,37.59,36.07,5.41,10.55,13.33,199.0,184.0,50.83
4,CHE,32,15,10,7.0,50.0,31,55,55.81,48.96,26.05,24.53,24.43,8.84,17.02,268.0,146.0,64.03
5,WHU,32,16,7,9.0,53.0,42,55,49.07,46.63,40.71,37.67,8.96,17.37,10.95,136.0,243.0,49.47
6,TOT,33,15,8,10.0,56.0,38,53,47.50,43.69,44.98,38.89,4.81,11.47,11.33,157.0,258.0,46.22
7,LIV,32,15,8,9.0,54.0,38,53,57.14,52.58,40.75,34.66,17.92,9.3,18.61,381.0,111.0,54.91
8,EVE,31,14,7,10.0,43.0,40,49,41.96,38.91,41.64,38.6,0.31,14.01,11.93,163.0,229.0,41.93
9,ARS,32,13,7,12.0,44.0,36,46,45.39,40.83,37.94,35.66,5.17,13.5,15.8,248.0,174.0,49.20
10,LEE,32,14,4,14.0,50.0,50,46,50.05,47.77,54.60,48.35,-0.59,7.06,12.97,264.0,227.0,42.96
11,AVL,31,13,5,13.0,44.0,35,44,47.50,44.46,41.32,38.27,6.18,10.76,8.96,216.0,240.0,46.00
12,WOL,32,11,8,13.0,32.0,41,41,34.24,31.20,42.74,37.42,-6.22,15.03,11.3,111.0,236.0,39.35
13,CRY,31,10,8,13.0,33.0,52,38,26.90,24.61,51.17,48.12,-23.51,16.54,7.87,163.0,208.0,30.13
14,SOU,32,10,6,16.0,40.0,58,36,36.56,32.76,48.00,41.91,-9.16,9.52,10.69,185.0,232.0,37.18
15,NEW,32,9,8,15.0,35.0,53,35,34.44,31.40,49.73,45.92,-14.52,16.67,8.35,122.0,272.0,34.32
16,BHA,32,7,13,12.0,33.0,38,34,46.61,40.52,33.72,28.39,12.13,10.26,13.43,254.0,169.0,52.97
17,BUR,32,8,9,15.0,26.0,45,33,29.74,28.21,50.49,48.21,-19.99,13.47,9.85,181.0,285.0,29.65
18,FUL,33,5,12,16.0,25.0,43,27,37.25,32.68,49.32,44.75,-12.07,12.64,9.95,186.0,190.0,38.87
19,WBA,32,5,9,18.0,28.0,62,24,27.23,24.95,61.33,55.24,-30.3,16.38,8.25,137.0,280.0,24.08
20,SHU,32,4,2,26.0,17.0,56,14,28.57,25.53,55.90,52.86,-27.33,14.15,11.74,172.0,233.0,25.66
