Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,38,27,5,6.0,83.0,32,86,77.72,70.86,30.61,22.82,48.05,10.11,20.39,405.0,150.0,83.38
2,MUN,38,21,11,6.0,73.0,44,74,63.17,54.80,41.92,38.87,15.93,10.95,12.46,339.0,186.0,65.64
3,LIV,38,20,9,9.0,68.0,42,69,72.21,67.64,47.30,41.22,26.43,9.13,18.57,458.0,144.0,68.80
4,CHE,38,19,10,9.0,58.0,36,67,68.66,61.04,30.90,27.86,33.18,9.19,16.5,337.0,179.0,77.41
5,LEI,38,20,6,12.0,68.0,50,66,58.80,49.67,47.07,44.02,5.65,9.99,13.5,237.0,209.0,59.75
6,WHU,38,19,8,11.0,62.0,47,65,60.34,57.13,49.86,46.06,11.08,16.45,11.08,172.0,286.0,59.18
7,TOT,38,18,8,12.0,68.0,45,62,56.68,52.87,52.55,44.94,7.93,11.27,11.52,193.0,293.0,53.98
8,ARS,38,18,7,13.0,55.0,39,61,52.25,47.68,43.23,40.95,6.73,13.64,16.28,292.0,203.0,58.72
9,LEE,38,18,5,15.0,62.0,54,59,59.26,56.21,63.02,56.01,0.2,7.17,12.27,305.0,283.0,51.81
10,EVE,38,17,8,13.0,47.0,48,59,49.24,45.42,50.16,47.12,-1.7,14.21,11.82,207.0,270.0,50.72
11,AVL,38,16,7,15.0,55.0,46,55,56.72,52.15,53.25,48.69,3.46,10.84,9.26,274.0,312.0,54.06
12,NEW,38,12,9,17.0,46.0,62,45,43.96,38.46,60.02,56.22,-17.76,18.0,8.27,138.0,322.0,42.65
13,WOL,38,12,9,17.0,36.0,52,45,38.62,35.57,52.19,46.1,-10.53,14.13,11.51,139.0,270.0,44.26
14,CRY,38,12,8,18.0,41.0,66,44,35.29,32.24,61.90,58.86,-26.62,16.14,7.6,201.0,272.0,37.95
15,SOU,38,12,7,19.0,47.0,68,43,45.28,40.72,58.55,51.7,-10.98,9.73,10.47,222.0,275.0,44.17
16,BHA,38,9,14,15.0,40.0,46,41,53.82,46.97,39.91,34.58,12.39,10.31,13.63,311.0,208.0,61.41
17,BUR,38,10,9,19.0,33.0,55,39,38.13,35.84,59.06,56.77,-20.93,13.16,9.72,233.0,332.0,38.10
18,FUL,38,5,13,20.0,27.0,53,28,41.06,36.49,57.64,52.31,-15.82,12.16,10.38,224.0,227.0,42.42
19,WBA,38,5,11,22.0,35.0,76,26,34.97,31.93,74.04,65.67,-33.74,15.99,7.99,164.0,343.0,29.59
20,SHU,38,7,2,29.0,20.0,63,23,33.16,30.11,66.11,63.06,-32.95,14.1,11.49,198.0,285.0,29.92
