Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,31,2529,35.0,28.0,7.0,29.33,24.00,5.37,28.0,2.79,1.04,0.85,0.19,1.23,1.05,1.00,0.10
Harry Kane,TOT,34,3054,25.0,21.0,3.0,20.66,16.85,7.05,22.36,4.50,0.61,0.50,0.21,0.82,0.70,0.66,0.13
Ivan Toney,BRE,32,2870,20.0,14.0,4.0,21.63,16.30,4.88,18.08,4.02,0.68,0.51,0.15,0.83,0.66,0.57,0.13
Mohamed Salah,LIV,34,2947,18.0,16.0,7.0,19.98,16.94,6.98,28.89,8.59,0.61,0.52,0.21,0.82,0.73,0.88,0.26
Marcus Rashford,MUN,32,2676,16.0,16.0,5.0,16.09,16.09,3.37,25.03,7.13,0.54,0.54,0.11,0.65,0.65,0.84,0.24
Callum Wilson,NEW,26,1574,15.0,14.0,4.0,14.75,13.99,2.46,12.71,1.64,0.84,0.80,0.14,0.98,0.94,0.73,0.09
Gabriel Martinelli,ARS,34,2746,15.0,15.0,5.0,10.01,10.01,8.87,24.01,9.18,0.33,0.33,0.29,0.62,0.62,0.79,0.30
Martin Odegaard,ARS,33,2868,14.0,14.0,7.0,8.54,8.54,8.28,25.9,13.93,0.27,0.27,0.26,0.53,0.53,0.81,0.44
Ollie Watkins,AVL,33,2790,14.0,13.0,6.0,15.02,14.26,3.06,18.96,4.50,0.48,0.46,0.10,0.58,0.56,0.61,0.15
Bukayo Saka,ARS,34,2884,13.0,11.0,11.0,10.76,8.48,6.77,22.3,10.96,0.34,0.26,0.21,0.55,0.48,0.70,0.34
Aleksandar Mitrovic,FUL,21,1826,11.0,8.0,1.0,12.95,8.38,2.25,10.87,2.53,0.64,0.41,0.11,0.75,0.52,0.54,0.12
Rodrigo,LEE,27,1656,11.0,10.0,1.0,8.14,7.38,1.97,9.82,2.96,0.44,0.40,0.11,0.55,0.51,0.53,0.16
Miguel Almirón,NEW,29,2186,11.0,11.0,1.0,7.22,7.22,2.06,11.72,4.84,0.30,0.30,0.08,0.38,0.38,0.48,0.20
Son Heung-Min,TOT,32,2572,10.0,10.0,5.0,8.65,8.65,5.40,15.57,4.90,0.30,0.30,0.19,0.49,0.49,0.54,0.17
Alexander Isak,NEW,17,1080,10.0,8.0,1.0,7.60,6.07,1.63,9.07,1.97,0.63,0.51,0.14,0.77,0.64,0.76,0.16
Gabriel Jesus,ARS,22,1755,10.0,9.0,5.0,15.33,14.57,3.47,19.69,5.66,0.79,0.75,0.18,0.96,0.93,1.01,0.29
Phil Foden,MCI,27,1423,10.0,10.0,6.0,5.33,5.33,4.20,13.65,6.14,0.34,0.34,0.27,0.60,0.60,0.86,0.39
Harvey Barnes,LEI,30,2469,10.0,10.0,1.0,7.77,7.77,2.68,12.66,3.36,0.28,0.28,0.10,0.38,0.38,0.46,0.12
Roberto Firmino,LIV,23,1134,9.0,9.0,4.0,7.10,7.10,2.92,13.24,6.48,0.56,0.56,0.23,0.79,0.79,1.05,0.51
James Maddison,LEI,26,2174,9.0,9.0,8.0,6.23,5.47,7.15,13.12,5.54,0.26,0.23,0.30,0.55,0.52,0.54,0.23
Alexis Mac Allister,BHA,29,2458,9.0,3.0,1.0,10.48,5.92,2.97,15.94,10.03,0.38,0.22,0.11,0.49,0.33,0.58,0.37
Darwin Núñez,LIV,28,1634,9.0,9.0,3.0,13.85,13.85,5.63,19.59,3.33,0.76,0.76,0.31,1.07,1.07,1.08,0.18
Pascal Groß,BHA,31,2737,8.0,8.0,6.0,5.52,5.52,9.38,22.28,13.09,0.18,0.18,0.31,0.49,0.49,0.73,0.43
Danny Ings,AVL,32,1358,8.0,6.0,0.0,7.66,6.14,0.82,7.21,0.54,0.51,0.41,0.05,0.56,0.46,0.48,0.04
Leandro Trossard,ARS,32,2032,8.0,8.0,10.0,6.69,6.69,5.68,15.11,5.95,0.30,0.30,0.25,0.55,0.55,0.67,0.26
Eberechi Eze,CRY,34,2297,8.0,7.0,3.0,5.48,4.72,4.02,9.16,3.92,0.21,0.18,0.16,0.37,0.34,0.36,0.15
Brennan Johnson,NFO,34,2765,8.0,7.0,2.0,8.17,5.88,3.62,11.47,2.32,0.27,0.19,0.12,0.38,0.31,0.37,0.08
Julián Álvarez,MCI,26,1027,8.0,7.0,0.0,6.77,6.00,1.62,11.42,4.65,0.59,0.53,0.14,0.73,0.67,1.00,0.41
Kevin De Bruyne,MCI,29,2288,7.0,7.0,16.0,4.73,4.73,15.54,27.93,15.63,0.19,0.19,0.61,0.80,0.80,1.10,0.61
Wilfried Zaha,CRY,25,2164,7.0,7.0,2.0,7.54,6.02,2.64,10.81,3.53,0.31,0.25,0.11,0.42,0.36,0.45,0.15
James Ward-Prowse,SOU,34,3019,7.0,6.0,2.0,4.47,2.18,4.96,9.57,7.83,0.13,0.07,0.15,0.28,0.21,0.29,0.23
Kai Havertz,CHE,30,2292,7.0,6.0,1.0,11.69,10.93,3.22,15.47,4.18,0.46,0.43,0.13,0.59,0.56,0.61,0.16
Philip Billing,BOU,33,2584,7.0,7.0,1.0,4.78,4.78,3.36,9.43,3.20,0.17,0.17,0.12,0.28,0.28,0.33,0.11
