Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,24,1960,27.0,23.0,4.0,22.24,19.19,4.30,21.62,1.56,1.02,0.88,0.20,1.22,1.08,0.99,0.07
Harry Kane,TOT,25,2244,18.0,16.0,2.0,15.61,13.33,4.94,15.79,3.03,0.63,0.53,0.20,0.82,0.73,0.63,0.12
Marcus Rashford,MUN,24,1970,14.0,14.0,3.0,11.67,11.67,2.49,18.78,5.56,0.53,0.53,0.11,0.65,0.65,0.86,0.25
Ivan Toney,BRE,21,1886,14.0,10.0,3.0,15.62,12.58,3.47,13.12,2.79,0.75,0.60,0.17,0.91,0.77,0.63,0.13
Aleksandar Mitrovic,FUL,19,1646,11.0,8.0,1.0,12.71,8.14,2.25,10.49,2.33,0.69,0.45,0.12,0.82,0.57,0.57,0.13
Gabriel Martinelli,ARS,25,2038,11.0,11.0,2.0,7.10,7.10,5.81,17.96,7.78,0.31,0.31,0.26,0.57,0.57,0.79,0.34
Rodrigo,LEE,18,1328,10.0,9.0,1.0,7.05,6.28,1.93,8.49,2.35,0.48,0.43,0.13,0.61,0.56,0.58,0.16
Bukayo Saka,ARS,25,2173,10.0,8.0,9.0,7.79,6.27,5.21,15.56,7.22,0.32,0.26,0.22,0.54,0.48,0.64,0.30
Miguel Almirón,NEW,23,1945,10.0,10.0,1.0,6.75,6.75,1.51,10.56,4.11,0.31,0.31,0.07,0.38,0.38,0.49,0.19
Mohamed Salah,LIV,24,2145,9.0,9.0,5.0,12.34,12.34,5.64,19.25,3.82,0.52,0.52,0.24,0.75,0.75,0.81,0.16
Martin Odegaard,ARS,24,2079,9.0,9.0,6.0,6.15,6.15,7.33,19.51,9.96,0.27,0.27,0.32,0.58,0.58,0.84,0.43
James Maddison,LEI,17,1367,9.0,9.0,5.0,3.63,3.63,2.31,7.8,3.57,0.24,0.24,0.15,0.39,0.39,0.51,0.24
Danny Ings,AVL,23,948,8.0,6.0,0.0,7.07,5.55,0.81,6.45,0.36,0.67,0.53,0.08,0.75,0.60,0.61,0.03
Phil Foden,MCI,22,1259,8.0,8.0,5.0,4.24,4.24,4.00,12.43,5.90,0.30,0.30,0.29,0.59,0.59,0.89,0.42
Harvey Barnes,LEI,22,1894,8.0,8.0,1.0,6.44,6.44,1.35,9.67,2.64,0.31,0.31,0.06,0.37,0.37,0.46,0.13
Leandro Trossard,ARS,23,1637,8.0,8.0,4.0,6.40,6.40,2.70,12.18,4.08,0.35,0.35,0.15,0.50,0.50,0.67,0.22
Ollie Watkins,AVL,23,1896,8.0,7.0,4.0,9.31,8.55,2.10,12.19,3.51,0.44,0.41,0.10,0.54,0.51,0.58,0.17
Callum Wilson,NEW,17,1189,7.0,6.0,3.0,9.36,8.60,1.74,7.68,0.83,0.71,0.65,0.13,0.84,0.78,0.58,0.06
Roberto Firmino,LIV,17,1001,7.0,7.0,3.0,6.36,6.36,2.47,10.81,5.23,0.57,0.57,0.22,0.79,0.79,0.97,0.47
Pascal Groß,BHA,22,1927,6.0,6.0,3.0,4.04,4.04,6.45,15.06,7.70,0.19,0.19,0.30,0.49,0.49,0.70,0.36
Wilfried Zaha,CRY,19,1670,6.0,6.0,2.0,5.81,4.29,2.43,8.73,3.19,0.31,0.23,0.13,0.44,0.36,0.47,0.17
James Ward-Prowse,SOU,24,2160,6.0,6.0,2.0,2.59,1.83,4.32,7.82,6.39,0.11,0.08,0.18,0.29,0.26,0.33,0.27
Darwin Núñez,LIV,18,1220,6.0,6.0,3.0,11.21,11.21,4.88,16.32,2.81,0.83,0.83,0.36,1.19,1.19,1.20,0.21
Son Heung-Min,TOT,23,1777,5.0,5.0,3.0,5.29,5.29,3.42,9.66,3.25,0.27,0.27,0.17,0.44,0.44,0.49,0.16
Riyad Mahrez,MCI,19,1076,5.0,4.0,4.0,4.90,4.14,3.44,11.53,5.89,0.41,0.35,0.29,0.70,0.63,0.96,0.49
Bruno Fernandes,MUN,23,2070,5.0,4.0,6.0,5.26,4.50,9.75,22.26,10.97,0.23,0.20,0.42,0.65,0.62,0.97,0.48
Kai Havertz,CHE,23,1738,5.0,5.0,1.0,6.94,6.94,2.21,10.01,2.46,0.36,0.36,0.11,0.47,0.47,0.52,0.13
Gabriel Jesus,ARS,14,1237,5.0,5.0,5.0,9.42,9.42,3.13,14.05,4.27,0.69,0.69,0.23,0.91,0.91,1.02,0.31
Solly March,BHA,22,1920,5.0,5.0,4.0,6.35,6.35,6.23,15.59,5.53,0.30,0.30,0.29,0.59,0.59,0.73,0.26
Rodrigo Bentancur,TOT,18,1516,5.0,5.0,2.0,2.44,2.44,0.64,8.62,6.71,0.14,0.14,0.04,0.18,0.18,0.51,0.40
Bryan Mbeumo,BRE,23,1824,5.0,4.0,3.0,5.79,5.03,3.30,9.93,2.54,0.29,0.25,0.16,0.45,0.41,0.49,0.13
Rúben Neves,WOL,24,2160,5.0,3.0,0.0,3.63,2.11,1.32,7.3,5.51,0.15,0.09,0.05,0.21,0.14,0.30,0.23
Daniel Podence,WOL,24,1380,5.0,5.0,0.0,3.16,3.16,1.89,6.31,2.17,0.21,0.21,0.12,0.33,0.33,0.41,0.14
Alexis Mac Allister,BHA,19,1641,5.0,2.0,0.0,5.73,3.45,1.26,11.18,8.22,0.31,0.19,0.07,0.38,0.26,0.61,0.45
Brennan Johnson,NFO,24,1987,5.0,4.0,2.0,5.64,4.12,3.10,8.91,1.89,0.26,0.19,0.14,0.40,0.33,0.40,0.09
