Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,4,338,6.0,5.0,1.0,5.53,4.76,0.70,4.45,0.12,1.47,1.27,0.19,1.66,1.45,1.18,0.03
Harry Kane,TOT,4,360,4.0,4.0,0.0,3.36,2.60,1.18,2.83,0.44,0.84,0.65,0.29,1.13,0.94,0.71,0.11
Aleksandar Mitrovic,FUL,4,360,4.0,3.0,0.0,3.76,2.23,0.21,2.28,0.36,0.94,0.56,0.05,0.99,0.61,0.57,0.09
Rodrigo,LEE,4,332,4.0,4.0,1.0,2.50,2.50,1.34,2.62,0.11,0.68,0.68,0.36,1.04,1.04,0.71,0.03
Pascal Groß,BHA,4,360,3.0,3.0,1.0,1.96,1.96,1.55,3.34,0.26,0.49,0.49,0.39,0.88,0.88,0.84,0.06
Wilfried Zaha,CRY,3,264,3.0,3.0,0.0,2.62,1.86,0.78,2.59,0.78,0.89,0.63,0.27,1.16,0.90,0.88,0.26
Martin Odegaard,ARS,4,346,3.0,3.0,0.0,0.97,0.97,0.22,3.03,2.06,0.25,0.25,0.06,0.31,0.31,0.79,0.54
Luis Díaz,LIV,4,350,3.0,3.0,0.0,1.59,1.59,0.12,3.45,2.14,0.41,0.41,0.03,0.44,0.44,0.89,0.55
Ilkay Gündogan,MCI,4,266,2.0,2.0,1.0,1.13,1.13,0.78,2.41,0.87,0.38,0.38,0.26,0.65,0.65,0.82,0.29
Callum Wilson,NEW,3,253,2.0,2.0,0.0,1.67,1.67,0.19,1.49,0.14,0.59,0.59,0.07,0.66,0.66,0.53,0.05
Roberto Firmino,LIV,3,214,2.0,2.0,3.0,2.20,2.20,0.65,3.32,1.94,0.93,0.93,0.27,1.20,1.20,1.40,0.82
Raheem Sterling,CHE,4,344,2.0,2.0,1.0,2.08,2.08,1.12,3.44,0.26,0.55,0.55,0.29,0.84,0.84,0.90,0.07
Ivan Toney,BRE,4,360,2.0,2.0,2.0,1.87,1.87,1.12,2.66,0.62,0.47,0.47,0.28,0.75,0.75,0.66,0.16
Mohamed Salah,LIV,4,360,2.0,2.0,0.0,2.82,2.82,1.34,4.9,1.48,0.71,0.71,0.34,1.04,1.04,1.23,0.37
Bernardo Silva,MCI,4,209,2.0,2.0,1.0,0.72,0.72,0.92,2.92,1.47,0.31,0.31,0.40,0.71,0.71,1.26,0.63
Gabriel Jesus,ARS,4,352,2.0,2.0,3.0,2.43,2.43,1.14,3.2,0.44,0.62,0.62,0.29,0.91,0.91,0.82,0.11
James Maddison,LEI,3,270,2.0,2.0,1.0,0.49,0.49,0.19,0.57,0.17,0.16,0.16,0.06,0.23,0.23,0.19,0.06
