Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,10,858,15.0,14.0,3.0,10.65,9.89,2.69,10.67,0.79,1.12,1.04,0.28,1.40,1.32,1.12,0.08
Harry Kane,TOT,10,894,9.0,7.0,1.0,8.11,5.83,2.47,6.92,1.09,0.82,0.59,0.25,1.07,0.84,0.70,0.11
Ivan Toney,BRE,10,900,8.0,5.0,2.0,6.59,4.31,1.92,5.7,1.42,0.66,0.43,0.19,0.85,0.62,0.57,0.14
Aleksandar Mitrovic,FUL,9,756,7.0,5.0,0.0,5.52,3.24,0.44,3.51,0.83,0.66,0.39,0.05,0.71,0.44,0.42,0.10
Roberto Firmino,LIV,8,546,6.0,6.0,3.0,4.06,4.06,1.95,6.68,2.60,0.67,0.67,0.32,0.99,0.99,1.10,0.43
Phil Foden,MCI,10,768,6.0,6.0,4.0,3.37,3.37,2.57,9.39,4.55,0.40,0.40,0.30,0.70,0.70,1.10,0.53
Gabriel Jesus,ARS,10,877,5.0,5.0,3.0,6.67,6.67,1.83,8.94,2.53,0.68,0.68,0.19,0.87,0.87,0.92,0.26
James Maddison,LEI,9,806,5.0,5.0,2.0,1.64,1.64,1.06,3.07,1.44,0.18,0.18,0.12,0.30,0.30,0.34,0.16
Leandro Trossard,BHA,9,757,5.0,5.0,1.0,3.13,3.13,0.95,5.76,2.24,0.37,0.37,0.11,0.49,0.49,0.68,0.27
Wilfried Zaha,CRY,8,703,4.0,4.0,1.0,3.41,2.64,1.25,4.35,1.36,0.44,0.34,0.16,0.60,0.50,0.56,0.17
Rodrigo,LEE,8,573,4.0,4.0,1.0,2.89,2.89,1.58,3.25,0.15,0.45,0.45,0.25,0.70,0.70,0.51,0.02
Bukayo Saka,ARS,10,891,4.0,3.0,4.0,4.05,3.29,1.14,6.18,2.34,0.41,0.33,0.12,0.52,0.45,0.62,0.24
Miguel Almirón,NEW,10,862,4.0,4.0,0.0,3.94,3.94,0.55,4.71,1.04,0.41,0.41,0.06,0.47,0.47,0.49,0.11
Gabriel Martinelli,ARS,10,877,4.0,4.0,2.0,3.08,3.08,3.47,7.79,2.75,0.32,0.32,0.36,0.67,0.67,0.80,0.28
Alexis Mac Allister,BHA,9,810,4.0,1.0,0.0,2.65,0.36,0.16,4.63,4.27,0.29,0.04,0.02,0.31,0.06,0.51,0.47
Pascal Groß,BHA,9,761,3.0,3.0,2.0,2.10,2.10,3.31,6.35,2.26,0.25,0.25,0.39,0.64,0.64,0.75,0.27
Pierre-Emile Højbjerg,TOT,10,887,3.0,3.0,1.0,0.51,0.51,1.16,3.93,2.46,0.05,0.05,0.12,0.17,0.17,0.40,0.25
Son Heung-Min,TOT,10,779,3.0,3.0,2.0,2.72,2.72,1.50,5.07,1.87,0.31,0.31,0.17,0.49,0.49,0.59,0.22
Callum Wilson,NEW,6,490,3.0,3.0,1.0,4.26,4.26,0.78,3.27,0.14,0.78,0.78,0.14,0.93,0.93,0.60,0.03
Marcus Rashford,MUN,9,694,3.0,3.0,2.0,3.08,3.08,1.92,5.91,1.03,0.40,0.40,0.25,0.65,0.65,0.77,0.13
Raheem Sterling,CHE,8,704,3.0,3.0,1.0,3.97,3.97,1.78,6.06,0.53,0.51,0.51,0.23,0.74,0.74,0.77,0.07
Mohamed Salah,LIV,9,795,3.0,3.0,3.0,4.54,4.54,2.34,7.39,1.52,0.51,0.51,0.26,0.78,0.78,0.84,0.17
Martin Odegaard,ARS,9,750,3.0,3.0,2.0,1.85,1.85,2.02,6.46,3.83,0.22,0.22,0.24,0.46,0.46,0.78,0.46
Philip Billing,BOU,10,732,3.0,3.0,1.0,0.80,0.80,0.83,2.41,0.97,0.10,0.10,0.10,0.20,0.20,0.30,0.12
Patson Daka,LEI,9,394,3.0,3.0,1.0,1.48,1.48,1.21,3.02,0.32,0.34,0.34,0.28,0.62,0.62,0.69,0.07
Luis Díaz,LIV,8,612,3.0,3.0,2.0,2.59,2.59,1.44,6.22,2.58,0.38,0.38,0.21,0.59,0.59,0.91,0.38
Antony,MUN,4,331,3.0,3.0,0.0,1.25,1.25,0.19,1.93,0.59,0.34,0.34,0.05,0.39,0.39,0.52,0.16
Granit Xhaka,ARS,10,900,2.0,2.0,3.0,1.35,1.35,1.25,5.33,3.54,0.13,0.13,0.13,0.26,0.26,0.53,0.35
Ilkay Gündogan,MCI,9,628,2.0,2.0,1.0,1.50,1.50,1.80,5.68,3.53,0.22,0.22,0.26,0.47,0.47,0.81,0.51
