Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Ederson,21,32,AVL,MCI,0,6.1,GKP,9.5,2.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,473.2,10.0,0.0,48.4,2.7,0.0,0.4,22.5,4.3,14345.0,39191.0,1.0,-1.0,32,0.0,0.0,0.0,0.0,0.45999999999999996,0.45999999999999996,0.0,0.0,0.01,0.01,0.01,0.2,0.19,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Bernardo Silva,21,32,AVL,MCI,0,7.4,MID,1.0,5.7,11.0,90.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,387.8,437.7,459.0,128.7,5.7,1.0,0.8,12.3,3.8,4138.0,5156.0,-1.0,1.0,24,0.0,0.03000000000000025,0.03000000000000025,0.9500000000000002,0.7599999999999998,0.2400000000000002,0.17,0.17,0.22,0.39,0.39,0.75,0.45,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Fernandinho,21,32,AVL,MCI,0,5.4,DEF,0.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,167.8,158.1,99.0,42.6,2.0,0.0,0.4,8.3,2.5,1069.0,948.0,-1.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.14,0.59,0.55,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Dias,21,32,AVL,MCI,0,6.2,DEF,23.5,2.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,587.8,79.2,193.0,86.3,2.7,0.0,0.4,21.8,4.7,45692.0,140174.0,7.0,-7.0,29,0.0,0.08999999999999986,0.08999999999999986,0.0,0.4900000000000002,0.4800000000000004,0.07,0.07,0.0,0.07,0.07,0.53,0.53,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Sterling,21,32,AVL,MCI,0,11.2,MID,4.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.6,502.4,1192.0,228.3,2.0,0.0,0.2,12.3,5.1,5846.0,78509.0,-3.0,3.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.41,0.24,0.68,0.65,0.91,0.43,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Cancelo,21,32,AVL,MCI,0,5.9,DEF,15.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.4,628.4,353.0,146.8,0.3,0.0,0.1,20.8,5.1,12861.0,182793.0,4.0,-4.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.22,0.29,0.29,0.69,0.55,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
De Bruyne,21,32,AVL,MCI,0,11.9,MID,15.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.2,1077.8,888.0,265.5,1.0,0.0,0.1,10.8,5.3,13746.0,316223.0,4.0,-4.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.36,0.47,0.93,0.83,0.99,0.5,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Gündogan,21,32,AVL,MCI,0,5.8,MID,24.1,0.7,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,670.6,597.9,631.0,190.2,0.7,0.0,0.1,24.8,5.8,29626.0,431360.0,3.0,-3.0,25,0.0,0.08000000000000007,0.08999999999999986,0.22999999999999998,0.3099999999999987,0.28000000000000114,0.42,0.35,0.17,0.59,0.52,0.87,0.47,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Mahrez,21,32,AVL,MCI,0,8.1,MID,6.0,1.7,2.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,567.2,648.2,855.0,206.9,1.7,0.0,0.2,16.5,5.4,19636.0,106261.0,-4.0,4.0,25,0.0,0.25,0.25,0.03000000000000025,0.6300000000000026,0.4800000000000004,0.3,0.3,0.27,0.57,0.57,0.9,0.42,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
Walker,21,32,AVL,MCI,0,6.1,DEF,4.9,2.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,303.0,188.2,88.0,57.9,2.7,0.0,0.4,13.8,3.8,2848.0,3948.0,1.0,-1.0,22,0.0,0.010000000000000009,0.010000000000000009,0.0,0.1899999999999995,0.16999999999999993,0.01,0.01,0.03,0.04,0.04,0.47,0.45,1,1,1,0,0.0,2.0,1,3,1.5700000000000074,1.5700000000000003,0.7999999999999972,0.8000000000000007,0.759999999999998,0.0799999999999983,0.11000000000000298,17.0,4.0,2.0,11,1.4193548387096775,1.1290322580645162,1.4193548387096775,1.532258064516129,1.434193548387097,1.3329032258064517,1.2345161290322582,0.1993548387096774,0.3470967741935484,0.28903225806451616,6.967741935483871,7.741935483870968,1.4838709677419355
