Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Coufal,WHU,4.6,DEF,2.30%,5.3,33,630,0,2,3,7,0,0,0,2,0,0,5,128,126.4,125.1,48,30.0,5.3,0,1.2,7.2,4.7,194530,28998,1,-1
Ings,SOU,8.3,FWD,5.60%,1.5,47,624,5,2,3,10,0,0,0,0,0,0,7,187,251.8,84.7,234,57.0,1.5,1,0.2,5.7,6.7,704744,1972441,-2,2
Costa,LEE,5.5,MID,6.00%,0.5,34,623,2,2,2,16,1,0,0,0,0,0,2,94,150.2,110.4,190,44.9,0.5,1,0.1,6.2,3.8,1038901,758501,0,0
Chilwell,CHE,6.2,DEF,34.10%,7.7,56,621,2,2,5,4,0,0,0,1,0,0,6,214,223.8,208.9,157,59.1,7.7,1,1.2,9.0,8.0,2636450,328247,7,-7
Willian,ARS,7.6,MID,3.90%,2.8,33,620,0,4,2,8,0,0,0,0,0,0,2,115,89.8,154.2,65,31.0,2.8,1,0.4,4.3,3.7,747770,1231472,-4,4
Evans,LEI,5.5,DEF,0.40%,1.2,13,619,0,0,2,10,1,0,0,4,0,0,0,87,97.0,8.2,8,11.3,1.2,0,0.2,2.4,1.9,26196,14052,0,0
Ceballos,ARS,4.8,MID,1.20%,1.5,22,617,0,1,2,8,0,0,0,1,0,0,3,127,142.6,151.1,29,32.4,1.5,0,0.3,4.6,2.4,122301,187417,-2,2
Dias,MCI,5.6,DEF,2.60%,2.7,23,609,0,0,3,5,0,0,0,2,0,0,0,125,123.2,9.6,48,18.1,2.7,0,0.5,4.1,3.3,226776,54075,1,-1
Cavaleiro,FUL,5.3,MID,0.10%,3.0,21,608,1,0,0,16,0,0,1,1,0,0,3,67,85.4,151.6,131,36.7,3.0,0,0.6,4.0,2.3,3057,8807,-2,2
Shaw,MUN,4.8,DEF,0.60%,2.2,14,606,0,1,1,14,1,0,0,2,0,0,2,110,113.4,113.8,29,25.8,2.2,0,0.5,2.9,2.0,73940,129029,-2,2
Mahrez,MCI,8.3,MID,4.30%,7.7,45,591,4,1,3,9,0,0,0,0,0,0,5,154,214.4,259.2,328,80.2,7.7,2,0.9,5.4,6.4,627398,492631,-2,2
Gomez,LIV,5.3,DEF,1.60%,0.7,10,589,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0,12.5,0.7,0,0.1,1.9,1.4,108570,340908,-2,2
Holding,ARS,4.4,DEF,1.30%,3.0,21,585,0,0,3,7,0,0,0,2,0,0,0,123,118.4,4.6,11,13.4,3.0,0,0.7,4.8,3.0,182792,204196,-1,1
Ayew,CRY,5.7,FWD,1.90%,4.0,24,584,1,1,2,9,0,0,0,0,0,0,2,62,71.8,37.7,134,24.4,4.0,0,0.7,4.2,3.0,104317,419144,-3,3
Saint-Maximin,NEW,5.3,MID,5.30%,1.8,28,582,1,1,3,11,0,0,0,0,0,0,2,86,120.6,99.5,79,30.0,1.8,0,0.3,5.3,3.5,302530,1376119,-2,2
Xhaka,ARS,5.3,MID,0.50%,1.2,15,577,0,0,2,8,0,0,0,1,0,0,0,69,76.8,37.9,30,14.5,1.2,0,0.2,2.8,1.9,22218,54617,-2,2
Praet,LEI,5.5,MID,0.40%,2.5,30,564,1,2,3,7,0,0,0,0,0,0,1,99,111.4,109.0,98,31.6,2.5,0,0.5,5.5,3.3,76734,67726,0,0
Lookman,FUL,5.0,MID,0.50%,4.0,29,561,2,1,1,8,0,0,1,1,0,0,5,95,175.4,162.5,220,55.8,4.0,0,0.8,5.8,4.1,57571,27055,0,0
Havertz,CHE,8.3,MID,3.50%,0.3,27,557,1,2,3,7,0,0,0,1,0,0,0,94,109.0,127.1,84,32.0,0.3,0,0.0,3.3,3.4,519583,1174352,-2,2
Fred,MUN,5.3,MID,0.20%,2.0,14,552,0,0,3,7,0,0,0,3,0,0,0,86,84.4,91.8,29,20.5,2.0,0,0.4,2.6,1.8,10068,12029,-2,2
Kilman,WOL,4.3,DEF,15.30%,1.3,33,552,0,1,3,3,0,0,0,1,0,0,6,124,104.4,37.6,45,18.6,1.3,1,0.3,7.7,4.7,1172720,221820,3,-3
Richarlison,EVE,7.8,FWD,4.30%,1.8,29,547,1,4,1,8,0,0,0,1,1,0,4,103,142.8,90.1,316,54.7,1.8,0,0.2,3.7,4.1,459761,873034,-2,2
Abraham,CHE,7.2,FWD,2.80%,6.3,38,545,3,2,4,5,0,0,0,0,0,0,5,127,154.2,106.1,309,56.6,6.3,0,0.9,5.3,4.2,129327,254998,-3,3
Ndombele,TOT,5.9,MID,0.40%,3.2,28,544,1,1,5,4,0,0,0,2,0,0,0,110,119.2,107.8,81,30.8,3.2,0,0.5,4.7,2.8,29145,27613,-1,1
Long,BUR,4.4,DEF,0.20%,0.0,11,540,0,0,1,12,0,0,0,2,0,0,1,76,94.2,11.5,16,12.2,0.0,0,0.0,2.5,1.8,9570,13170,-1,1
Mendy,CHE,5.1,GKP,7.60%,4.7,33,540,0,0,5,1,0,0,0,0,0,8,0,132,66.8,0.0,0,6.7,4.7,0,0.9,6.5,5.5,630086,151666,1,-1
Mitchell,CRY,4.1,DEF,19.20%,0.0,15,540,0,1,1,9,0,0,0,1,0,0,0,71,90.2,12.8,19,12.2,0.0,0,0.0,3.7,2.5,1324482,954624,1,-1
Dann,CRY,4.4,DEF,1.00%,3.3,20,540,1,0,1,7,0,0,0,1,0,0,1,98,132.0,12.7,63,20.8,3.3,0,0.7,4.5,3.3,83060,71789,-1,1
Adarabioyo,FUL,4.5,DEF,0.00%,2.5,13,540,0,0,1,8,0,0,0,1,0,0,0,85,110.8,3.1,30,14.5,2.5,0,0.6,2.9,2.2,1909,978,0,0
Castagne,LEI,5.7,DEF,8.20%,0.0,35,540,1,3,2,8,0,0,0,1,0,0,4,136,145.0,78.1,86,31.0,0.0,2,0.0,6.1,5.8,1596399,1380376,2,-2
Fofana,LEI,5.0,DEF,0.60%,2.8,18,540,0,0,2,7,0,0,0,2,0,0,2,104,113.6,19.0,15,14.7,2.8,0,0.6,3.6,3.0,48482,7356,0,0
Reguilón,TOT,5.6,DEF,5.30%,5.2,27,540,0,2,3,5,0,0,0,2,0,0,0,124,123.2,100.2,63,28.7,5.2,0,0.9,4.8,4.5,493969,152197,1,-1
Gallagher,WBA,5.5,MID,0.00%,3.5,19,540,1,0,2,5,0,0,0,2,0,0,2,75,121.8,94.2,68,28.3,3.5,0,0.6,3.5,3.2,2575,1180,0,0
Moutinho,WOL,5.2,MID,1.20%,1.3,16,536,0,0,2,8,0,0,0,1,0,0,0,82,98.4,144.1,27,27.2,1.3,0,0.2,3.1,1.8,35095,171728,-3,3
Decordova-Reid,FUL,5.3,FWD,0.20%,4.5,28,533,3,1,2,8,0,0,0,3,0,0,2,130,135.6,52.9,182,36.9,4.5,0,0.8,5.3,3.1,20823,19467,-2,2
Alderweireld,TOT,5.4,DEF,1.50%,3.8,26,530,0,0,3,5,0,0,0,0,0,0,3,116,141.0,26.3,19,18.7,3.8,0,0.7,4.8,4.3,56532,158196,-1,1
Antonio,WHU,6.2,FWD,2.00%,0.3,28,526,3,0,2,9,0,0,0,1,0,0,5,78,134.0,74.3,318,52.4,0.3,0,0.0,4.5,4.0,134170,694898,-3,3
Doherty,TOT,5.8,DEF,6.70%,3.5,24,525,0,1,2,5,0,0,0,1,0,0,3,97,113.0,81.1,49,24.4,3.5,1,0.6,4.1,4.0,174633,1284167,-2,2
Lallana,BHA,6.2,MID,0.40%,2.5,20,523,0,1,2,7,0,0,0,0,0,0,0,84,60.8,142.0,101,30.1,2.5,0,0.4,3.2,2.0,11573,72842,-3,3
Thiago Silva,CHE,5.5,DEF,3.40%,4.7,34,522,1,0,4,4,0,0,0,0,0,0,1,147,173.4,19.8,52,24.6,4.7,0,0.9,6.2,5.7,216291,222851,0,0
Shelvey,NEW,5.3,MID,0.10%,0.8,12,521,0,0,2,8,0,0,0,2,0,0,0,66,84.6,114.2,87,28.6,0.8,0,0.2,2.3,2.0,6812,22484,-2,2
Sawyers,WBA,4.8,MID,0.00%,1.2,14,520,0,0,1,11,0,0,0,1,0,0,0,65,68.8,41.2,2,11.3,1.2,0,0.3,2.9,1.8,1173,3260,-2,2
Traoré,WOL,6.2,MID,6.60%,1.0,14,520,0,0,1,8,0,0,0,2,0,0,0,60,81.6,122.2,67,27.1,1.0,0,0.2,2.3,1.4,253163,1154018,-3,3
Saïss,WOL,5.1,DEF,10.50%,0.0,38,517,1,0,4,7,0,0,0,0,0,0,7,135,123.4,24.8,60,21.0,0.0,1,0.0,7.5,6.3,1698474,1340310,1,-1
Henderson,LIV,5.4,MID,1.00%,1.0,12,515,0,0,0,8,0,0,0,0,0,0,0,88,79.2,84.4,50,21.5,1.0,0,0.2,2.2,1.7,32973,163967,-1,1
Schlupp,CRY,5.4,MID,0.10%,1.0,20,512,0,1,4,4,0,0,0,2,0,0,1,61,84.6,67.3,98,25.0,1.0,0,0.2,3.7,2.5,9659,12953,-1,1
Callum Robinson,WBA,5.5,FWD,0.60%,1.5,28,509,2,1,2,8,0,0,0,0,0,0,3,90,87.4,81.8,134,29.8,1.5,1,0.3,5.1,2.8,123076,109315,0,0
Hayden,NEW,4.8,MID,0.10%,0.5,10,505,0,0,1,9,0,0,0,3,0,0,0,50,56.6,40.3,23,12.0,0.5,0,0.1,2.1,1.4,2800,6608,-2,2
Eze,CRY,5.8,MID,0.70%,5.7,25,497,1,1,0,12,0,0,0,0,0,0,3,90,121.0,89.9,109,32.1,5.7,1,1.0,4.3,2.8,57898,52423,-2,2
Lacazette,ARS,8.3,FWD,2.80%,1.2,28,494,3,0,2,5,0,0,0,1,0,0,3,91,126.4,74.1,188,38.5,1.2,0,0.1,3.4,3.5,269081,404774,-2,2
Barkley,AVL,5.9,MID,2.50%,2.5,32,494,2,1,2,9,0,0,0,0,0,0,4,116,148.8,223.9,205,57.8,2.5,1,0.4,5.4,4.0,461873,331511,-1,1
McTominay,MUN,4.9,MID,0.30%,1.2,13,493,0,0,1,8,0,0,0,0,0,0,0,79,87.0,104.7,56,24.7,1.2,0,0.2,2.7,1.9,16846,25133,-1,1
Joelinton,NEW,5.7,FWD,0.20%,3.5,21,487,1,1,1,8,0,0,0,2,0,0,2,79,105.4,82.7,117,30.5,3.5,1,0.6,3.7,2.3,9543,25523,-3,3
Reed,FUL,4.5,MID,0.50%,1.2,13,485,0,1,0,12,0,0,0,2,0,0,0,92,99.8,95.0,11,20.6,1.2,0,0.3,2.9,1.9,48358,89200,0,0
Jota,LIV,6.8,MID,25.30%,6.7,46,482,5,0,1,11,0,0,0,0,0,0,7,135,196.6,84.2,266,54.7,6.7,0,1.0,6.8,5.8,1930740,331663,3,-3
Almirón,NEW,5.7,MID,0.40%,2.2,18,482,0,1,2,7,0,0,0,1,0,0,0,69,93.6,108.0,77,27.9,2.2,0,0.4,3.2,2.0,18966,64533,-3,3
McGoldrick,SHU,5.3,FWD,0.70%,2.7,24,478,2,0,2,7,0,0,0,0,0,0,2,80,72.0,43.9,85,20.0,2.7,0,0.5,4.5,2.7,60334,87982,-2,2
Grant,WBA,5.9,FWD,0.10%,2.0,19,463,1,0,3,4,0,0,0,0,0,0,3,50,58.4,41.3,144,24.2,2.0,0,0.3,3.2,3.2,7334,4388,-1,1
Barnes,BUR,6.0,FWD,0.10%,1.3,11,461,0,0,2,12,0,0,0,1,0,0,0,8,20.2,88.9,139,24.6,1.3,0,0.2,1.8,1.8,8021,12471,0,0
Manquillo,NEW,4.4,DEF,0.30%,1.8,16,459,0,0,2,7,0,0,0,1,0,0,0,76,57.6,56.0,14,12.8,1.8,0,0.4,3.6,2.7,14004,24835,-1,1
Walcott,SOU,5.8,MID,0.70%,5.0,26,459,1,3,1,11,0,0,0,0,0,0,0,67,97.8,77.5,141,31.7,5.0,0,0.9,4.5,4.3,54709,24855,-2,2
Jorginho,CHE,5.1,MID,8.10%,0.3,37,455,3,2,2,6,0,0,1,0,0,0,4,134,175.2,65.0,77,31.8,0.3,2,0.1,7.3,5.3,1210197,922237,1,-1
Djenepo,SOU,5.4,MID,0.10%,2.5,24,455,1,2,2,7,0,0,0,1,0,0,0,85,75.4,53.3,93,22.0,2.5,0,0.5,4.4,3.4,13634,16040,-1,1
Elneny,ARS,4.4,MID,1.40%,1.2,12,450,0,0,2,7,0,0,0,0,0,0,0,74,59.4,38.8,24,12.2,1.2,0,0.3,2.7,2.4,202439,163423,-1,1
Lowton,BUR,4.4,DEF,0.10%,3.7,14,450,0,0,2,9,0,0,0,1,0,0,0,80,60.4,24.6,3,8.9,3.7,0,0.8,3.2,2.8,4153,8746,-1,1
Ward,CRY,4.4,DEF,0.90%,0.0,9,450,0,0,1,8,0,0,0,2,0,0,0,46,66.8,15.7,4,8.7,0.0,0,0.0,2.0,1.8,57501,129779,-1,1
Ream,FUL,4.3,DEF,0.10%,0.0,7,450,0,0,0,10,0,0,0,0,0,0,0,78,82.6,4.7,0,8.8,0.0,0,0.0,1.6,1.4,6597,12969,-2,2
Cancelo,MCI,5.6,DEF,4.30%,1.3,25,450,0,1,2,4,0,0,0,1,0,0,6,111,126.2,200.5,33,36.0,1.3,0,0.2,4.5,5.0,346166,112989,1,-1
OShea,WBA,4.3,DEF,0.20%,0.5,5,450,0,0,0,14,0,0,0,0,0,0,0,50,90.2,22.6,22,13.5,0.5,0,0.1,1.2,1.0,4515,15289,-2,2
Riedewald,CRY,4.4,MID,2.00%,1.7,20,449,1,0,1,9,0,0,0,0,0,0,1,77,111.2,64.2,37,21.4,1.7,1,0.4,4.5,2.5,195685,71213,-1,1
Maddison,LEI,7.0,MID,2.80%,2.8,26,448,1,2,2,8,0,0,0,1,0,0,1,88,85.4,165.0,103,35.1,2.8,0,0.4,3.7,2.9,322774,263378,0,0
Coleman,EVE,4.9,DEF,0.70%,0.2,16,447,0,1,1,8,0,0,0,0,0,0,1,97,112.4,46.1,34,19.3,0.2,0,0.0,3.3,2.7,182913,214975,-1,1
Veltman,BHA,4.3,DEF,0.40%,3.0,14,442,0,0,1,7,0,0,0,1,0,0,3,87,106.0,57.8,4,17.0,3.0,1,0.7,3.3,2.3,28205,25693,-2,2
Ivanovic,WBA,4.5,DEF,0.10%,2.0,16,438,0,0,2,4,0,0,0,1,0,0,0,74,66.8,11.1,61,13.9,2.0,0,0.4,3.6,3.2,14804,8554,0,0
Alioski,LEE,4.4,DEF,0.50%,4.0,26,435,0,0,3,6,0,0,0,0,0,0,4,100,81.2,102.1,70,25.5,4.0,1,0.9,5.9,3.2,24799,39506,-1,1
Groß,BHA,5.8,MID,0.10%,6.0,29,432,1,2,1,6,0,0,0,0,0,0,4,116,142.4,196.2,85,42.4,6.0,0,1.0,5.0,3.2,6622,10317,-2,2
Clyne,CRY,4.5,DEF,0.30%,1.7,12,431,0,0,1,6,0,0,0,0,0,0,0,71,54.0,26.9,29,11.1,1.7,0,0.4,2.7,2.4,29396,8401,0,0
Fuchs,LEI,4.5,DEF,0.40%,2.8,18,431,0,0,2,6,0,0,0,1,0,0,2,77,104.4,21.0,11,13.6,2.8,0,0.6,4.0,3.0,26007,8879,0,0
Foden,MCI,6.5,MID,5.90%,1.7,31,426,2,2,1,5,0,0,0,0,0,0,2,102,122.8,75.1,183,38.1,1.7,0,0.3,4.8,3.9,852292,754311,0,0
Schär,NEW,4.9,DEF,0.10%,1.2,8,411,0,0,0,8,0,0,0,0,0,0,0,46,60.4,2.6,3,6.6,1.2,0,0.2,1.6,1.1,3443,2973,-1,1
Sigurdsson,EVE,6.8,MID,0.90%,1.2,15,396,0,1,0,8,0,0,0,0,0,0,0,62,68.0,96.8,76,24.1,1.2,0,0.2,2.2,1.7,14042,64198,-2,2
Torres,MCI,6.9,MID,1.80%,3.7,21,395,1,1,2,6,0,0,0,1,0,0,0,43,69.6,72.7,225,36.6,3.7,0,0.5,3.0,3.0,117515,76471,-1,1
Norwood,SHU,4.7,MID,0.20%,1.3,10,394,0,0,0,8,0,0,0,1,0,0,0,55,60.2,80.6,0,14.1,1.3,0,0.3,2.1,1.4,7501,35008,-3,3
Burn,BHA,4.3,DEF,0.40%,1.8,12,393,0,0,1,4,0,0,0,1,0,0,0,59,42.8,26.6,29,9.9,1.8,0,0.4,2.8,2.0,8102,35047,-2,2
André Gomes,EVE,5.4,MID,0.30%,0.5,10,385,0,0,1,7,0,0,0,1,0,0,0,37,31.6,48.8,22,9.8,0.5,0,0.1,1.9,1.7,20170,35947,-1,1
Davies,TOT,4.7,DEF,0.90%,0.5,17,383,0,1,1,4,0,0,0,0,0,0,0,74,49.6,54.7,46,15.0,0.5,0,0.1,3.6,2.4,60974,178153,-3,3
Kovacic,CHE,5.3,MID,0.30%,3.7,15,380,0,1,2,6,0,0,0,0,0,0,0,85,71.0,79.3,34,18.4,3.7,0,0.7,2.8,2.5,22386,28336,-2,2
Krovinovic,WBA,5.0,MID,0.00%,1.5,12,379,0,0,1,5,0,0,0,0,0,0,0,73,61.2,83.9,37,18.2,1.5,0,0.3,2.4,1.7,1110,755,0,0
van Aanholt,CRY,5.4,DEF,1.00%,2.7,9,378,0,1,0,7,0,0,0,1,0,0,0,61,62.8,70.4,82,21.6,2.7,0,0.5,1.7,1.8,87126,27143,-1,1
Batshuayi,CRY,5.8,FWD,0.80%,1.0,17,377,0,2,1,6,0,0,0,0,0,0,0,35,44.4,46.7,135,22.5,1.0,0,0.2,2.9,2.4,50675,150244,-2,2
Martial,MUN,8.7,FWD,3.70%,1.0,9,377,0,1,1,11,0,0,0,0,1,0,0,13,18.2,30.4,148,19.3,1.0,0,0.1,1.0,1.8,551398,1127652,-3,3
Sean Longstaff,NEW,4.8,MID,0.10%,1.8,10,374,0,0,1,6,0,0,0,2,0,0,0,43,29.8,57.2,50,13.5,1.8,0,0.4,2.1,1.4,2351,6863,-2,2
Bernardo Silva,MCI,7.4,MID,0.60%,1.0,12,372,0,0,2,3,0,0,0,0,0,0,0,52,40.4,41.3,43,12.6,1.0,0,0.1,1.6,2.0,40861,64509,-1,1
Pogba,MUN,7.7,MID,1.10%,0.8,11,371,0,0,0,9,0,0,0,0,0,0,0,33,35.0,48.7,46,12.6,0.8,0,0.1,1.4,1.6,72819,148675,-3,3
van Dijk,LIV,6.3,DEF,7.80%,0.0,15,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66,15.3,0.0,0,0.0,2.4,3.0,379884,1904611,-2,2
Lucas Moura,TOT,6.8,MID,1.30%,0.8,19,369,1,0,1,5,0,0,0,0,0,0,1,40,52.2,42.9,121,21.5,0.8,0,0.1,2.8,2.1,73802,163138,-2,2
Lowe,SHU,4.4,DEF,0.10%,1.3,7,368,0,0,0,7,0,0,0,0,0,0,0,31,59.0,9.8,33,10.2,1.3,0,0.3,1.6,1.4,1704,3834,-1,1
David Luiz,ARS,5.5,DEF,0.90%,0.0,7,364,0,0,0,7,0,0,0,0,0,0,0,52,72.0,23.1,22,11.7,0.0,0,0.0,1.3,1.2,36784,75989,0,0
Murphy,NEW,4.9,MID,0.10%,1.0,14,364,1,0,0,5,0,0,0,2,0,0,2,43,77.0,31.2,47,15.4,1.0,1,0.2,2.9,2.8,5129,4539,-1,1
Ampadu,SHU,4.4,DEF,0.40%,0.7,8,364,0,0,0,6,0,0,0,0,0,0,0,55,90.6,21.8,4,11.7,0.7,0,0.2,1.8,1.6,16047,46609,-1,1
Andersen,FUL,4.5,DEF,0.00%,2.8,11,360,0,0,1,5,0,0,0,0,0,0,0,61,64.0,3.9,5,7.2,2.8,0,0.6,2.4,2.8,695,366,0,0
Söyüncü,LEI,5.3,DEF,3.10%,0.0,8,360,0,0,1,7,0,0,0,1,0,0,0,64,83.4,24.6,44,15.2,0.0,0,0.0,1.5,2.0,101661,807864,-2,2
Laporte,MCI,6.0,DEF,3.00%,0.7,12,360,0,0,1,4,0,0,0,1,0,0,2,62,58.6,26.5,12,9.7,0.7,0,0.1,2.0,3.0,105572,243485,0,0
Jesus,MCI,9.3,FWD,1.60%,5.3,22,360,2,1,1,4,0,0,0,1,0,0,4,68,98.2,67.2,145,31.1,5.3,0,0.6,2.4,5.5,201376,228308,-2,2
Aurier,TOT,5.2,DEF,1.80%,3.0,25,360,1,1,2,4,0,0,0,0,0,0,1,104,131.8,39.5,68,23.9,3.0,0,0.6,4.8,6.2,141437,282613,-3,3
Sánchez,TOT,5.3,DEF,0.80%,0.0,4,360,0,0,0,7,1,0,0,0,0,0,0,37,55.0,2.1,86,14.3,0.0,0,0.0,0.8,1.0,23033,54273,-2,2
Fleck,SHU,5.6,MID,0.10%,1.3,9,359,0,0,0,6,0,0,0,0,0,0,0,53,45.0,101.4,33,17.9,1.3,0,0.2,1.6,1.8,5925,34864,-4,4
Ziyech,CHE,8.3,MID,18.20%,5.3,32,357,1,3,3,2,0,0,0,1,0,0,6,106,117.4,180.5,50,34.9,5.3,2,0.6,3.9,5.3,1506162,337272,3,-3
Osborn,SHU,4.8,MID,0.00%,0.3,9,351,0,0,0,7,0,0,0,0,0,0,0,39,47.0,79.4,41,16.7,0.3,0,0.1,1.9,1.5,755,2084,-2,2
Alzate,BHA,4.4,MID,0.70%,0.0,9,350,0,0,1,11,0,0,0,1,0,0,0,59,48.0,89.8,23,16.1,0.0,0,0.0,2.0,1.8,113697,95042,-1,1
Connolly,BHA,5.3,FWD,0.40%,0.8,20,350,1,1,1,8,0,0,0,0,0,0,2,49,56.4,46.3,98,19.9,0.8,0,0.2,3.8,2.9,64394,79462,-2,2
Haller,WHU,6.1,FWD,0.40%,4.0,23,348,2,0,2,2,0,0,0,0,0,0,3,82,95.4,59.4,152,30.7,4.0,0,0.7,3.8,2.6,22362,42698,-4,4
Matic,MUN,4.8,MID,0.20%,1.5,12,344,0,1,1,9,0,0,0,1,0,0,0,73,74.2,48.9,24,14.7,1.5,0,0.3,2.5,2.0,11417,19633,-2,2
Rodrigo,LEE,5.7,FWD,2.10%,0.5,20,341,1,1,1,3,0,0,0,0,0,0,3,68,63.0,112.8,187,36.3,0.5,0,0.1,3.5,2.5,128118,534768,-3,3
Mendy,MCI,5.9,DEF,1.30%,4.7,16,340,1,0,1,7,0,0,0,2,0,0,2,61,64.8,30.8,27,12.1,4.7,1,0.8,2.7,4.0,40127,95185,-1,1
Iwobi,EVE,5.9,MID,0.20%,2.5,19,338,0,2,1,8,0,0,0,0,0,0,0,74,78.0,67.8,40,18.6,2.5,0,0.4,3.2,2.1,8910,13508,-1,1
Bryan,FUL,4.7,DEF,0.40%,0.5,8,338,0,1,0,11,0,0,0,1,0,0,0,67,62.2,50.6,25,13.8,0.5,0,0.1,1.7,1.3,12866,56767,-3,3
Rodriguez,BUR,5.8,FWD,0.30%,2.3,11,333,0,1,1,10,0,0,0,2,0,0,0,36,26.2,37.4,78,14.2,2.3,0,0.4,1.9,1.6,9418,47852,-2,2
McCarthy,CRY,4.5,MID,1.30%,0.3,9,329,0,0,1,5,0,0,0,1,0,0,0,47,52.2,25.0,8,8.5,0.3,0,0.1,2.0,1.8,108388,192326,0,0
Godfrey,EVE,5.0,DEF,0.10%,0.8,5,329,0,0,0,6,0,0,0,0,0,0,0,43,64.8,17.8,0,8.3,0.8,0,0.2,1.0,1.2,7151,4096,0,0
Loftus-Cheek,FUL,5.9,MID,0.20%,2.2,16,328,1,0,2,4,0,0,0,1,0,0,0,55,60.6,38.7,96,19.5,2.2,0,0.4,2.7,2.7,10974,14821,-1,1
Burke,SHU,4.4,MID,0.80%,0.7,9,327,0,0,1,3,0,0,0,0,0,0,0,20,11.2,58.9,102,16.7,0.7,0,0.2,2.0,1.8,81417,98870,-1,1
Azpilicueta,CHE,5.8,DEF,3.10%,0.0,17,320,0,1,2,3,0,0,0,1,0,0,0,72,71.8,39.2,33,14.4,0.0,0,0.0,2.9,3.4,75878,381855,-2,2
Greenwood,MUN,7.1,MID,2.20%,0.5,8,319,0,0,0,11,0,0,0,1,0,0,0,18,18.4,35.9,82,13.5,0.5,0,0.1,1.1,1.3,262502,629496,-4,4
Christensen,CHE,4.8,DEF,0.20%,0.0,0,315,0,0,0,9,0,0,0,1,1,0,0,41,70.0,4.1,20,9.5,0.0,0,0.0,0.0,0.0,8546,21429,-2,2
Stephens,SOU,4.8,DEF,0.20%,1.8,8,315,0,0,1,9,0,0,0,1,0,0,1,62,53.4,26.8,21,10.2,1.8,0,0.4,1.7,2.0,4486,25503,-2,2
Bergwijn,TOT,7.0,MID,0.40%,1.2,11,312,0,0,3,2,0,0,0,1,0,0,0,17,14.8,39.8,48,9.7,1.2,0,0.2,1.6,1.8,10980,85854,-5,5
Redmond,SOU,6.4,MID,0.20%,0.2,9,307,0,0,1,4,0,0,0,0,0,0,0,24,24.6,43.2,51,11.8,0.2,0,0.0,1.4,1.8,17166,64021,-1,1
Gündogan,MCI,5.4,MID,0.30%,1.7,9,300,0,0,1,2,0,0,0,0,0,0,0,46,48.4,78.6,13,14.0,1.7,0,0.3,1.7,1.8,19686,39544,-1,1
Keita,LIV,5.2,MID,0.20%,0.3,8,295,0,0,1,7,0,0,0,0,0,0,0,40,25.8,38.3,111,17.6,0.3,0,0.1,1.5,1.6,14912,75405,-3,3
Brewster,SHU,4.5,FWD,6.20%,1.3,8,292,0,0,0,5,0,0,0,0,0,0,0,17,17.4,46.6,44,10.8,1.3,0,0.3,1.8,1.3,624968,576723,0,0
Mata,MUN,5.9,MID,0.20%,2.0,14,290,0,2,1,2,0,0,0,0,0,0,0,57,43.2,106.3,48,19.7,2.0,0,0.3,2.4,3.5,8016,10483,-1,1
Aké,MCI,5.4,DEF,3.70%,0.0,13,289,1,0,1,6,0,0,0,2,0,0,0,57,64.4,24.7,19,10.8,0.0,0,0.0,2.4,3.2,247509,517983,-1,1
Welbeck,BHA,5.5,FWD,0.30%,4.2,17,281,1,1,1,2,0,0,0,0,0,0,3,63,65.2,60.3,129,25.5,4.2,1,0.8,3.1,4.2,25156,5186,0,0
Pérez,LEI,6.0,MID,0.80%,0.0,8,280,0,0,1,4,0,0,0,1,0,0,0,23,33.0,36.8,103,17.4,0.0,0,0.0,1.3,2.0,27500,203043,-5,5
Jack Robinson,SHU,4.3,DEF,0.10%,0.3,9,279,0,1,0,4,0,0,0,0,0,0,0,36,37.4,5.4,17,5.9,0.3,0,0.1,2.1,2.2,8250,12697,-2,2
Pépé,ARS,7.6,MID,0.70%,-0.2,11,277,1,0,0,6,0,0,0,0,1,0,0,29,41.2,38.5,83,16.2,-0.2,0,0.0,1.4,1.4,22159,132491,-4,4
Sakho,CRY,4.5,DEF,0.30%,0.0,4,275,0,0,0,8,0,0,0,0,0,0,0,33,36.6,1.6,6,4.5,0.0,0,0.0,0.9,1.0,24214,19791,0,0
Matip,LIV,5.4,DEF,0.60%,2.3,9,271,0,0,1,3,0,0,0,1,0,0,0,52,37.6,12.4,26,7.6,2.3,0,0.4,1.7,2.2,45696,39495,-1,1
Bardsley,BUR,4.5,DEF,0.20%,0.0,1,270,0,0,0,8,0,0,0,2,0,0,0,24,31.4,12.9,6,5.1,0.0,0,0.0,0.2,0.3,10644,34938,0,0
Mee,BUR,4.9,DEF,0.20%,4.7,14,270,0,0,2,5,0,0,0,0,0,0,2,64,60.4,0.3,6,6.7,4.7,0,1.0,2.9,4.7,6653,21138,-1,1
Arrizabalaga,CHE,4.8,GKP,0.70%,0.0,6,270,0,0,0,6,0,0,0,0,0,8,0,40,50.8,0.0,0,5.0,0.0,0,0.0,1.2,2.0,43419,158464,-2,2
