Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Guaita,CRY,4.8,GKP,3.1%,4.0,97.0,2520.0,0.0,0.0,6.0,47.0,0.0,1.0,0.0,2.0,0.0,85.0,13.0,490.0,632.4,0.0,0.0,63.4,4.0,4.0,0.8,20.2,3.5,482312.0,478341.0,-2.0,2.0
Schmeichel,LEI,5.5,GKP,10.1%,2.4,108.0,2520.0,0.0,0.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,74.0,6.0,499.0,639.2,0.0,0.0,63.9,2.4,3.0,0.4,19.6,3.9,599464.0,871148.0,0.0,0.0
Ederson,MCI,6.1,GKP,10.0%,4.0,123.0,2520.0,0.0,1.0,15.0,20.0,0.0,0.0,0.0,2.0,0.0,49.0,3.0,524.0,436.8,10.0,0.0,44.8,4.0,1.0,0.7,20.2,4.4,932454.0,628948.0,1.0,-1.0
Maguire,MUN,5.5,DEF,5.3%,5.0,105.0,2520.0,2.0,2.0,11.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,528.0,592.2,110.7,390.0,109.4,5.0,1.0,0.9,19.1,3.8,569710.0,489646.0,0.0,0.0
Ramsdale,SHU,4.6,GKP,1.7%,4.2,78.0,2520.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,1.0,0.0,100.0,5.0,463.0,686.8,10.0,4.0,70.1,4.2,0.0,0.9,17.0,2.8,107649.0,472587.0,-4.0,4.0
Ward-Prowse,SOU,5.9,MID,10.5%,4.3,124.0,2520.0,7.0,5.0,9.0,49.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,597.0,712.6,708.4,218.0,163.8,4.3,4.0,0.7,21.0,4.4,2485316.0,2033360.0,-1.0,1.0
Patrício,WOL,5.3,GKP,4.3%,4.8,101.0,2520.0,0.0,0.0,8.0,37.0,0.0,1.0,0.0,1.0,0.0,71.0,9.0,472.0,558.2,0.0,0.0,55.6,4.8,0.0,0.9,19.1,3.6,393422.0,556864.0,-2.0,2.0
Robertson,LIV,7.2,DEF,14.2%,2.6,107.0,2514.0,1.0,5.0,7.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,581.0,544.2,806.8,290.0,164.4,2.6,2.0,0.4,14.9,3.8,2245861.0,2252171.0,2.0,-2.0
Westwood,BUR,5.3,MID,0.4%,2.3,76.0,2510.0,1.0,3.0,9.0,36.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,417.0,370.4,598.5,88.0,105.8,2.3,0.0,0.4,14.3,2.7,64973.0,98052.0,-2.0,2.0
Tielemans,LEI,6.4,MID,4.2%,3.2,108.0,2456.0,6.0,3.0,9.0,32.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,479.0,633.4,407.9,322.0,136.4,3.2,2.0,0.5,16.9,3.9,591439.0,457799.0,-1.0,1.0
Pope,BUR,5.6,GKP,13.7%,4.0,126.0,2430.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,99.0,20.0,551.0,730.4,10.0,0.0,74.0,4.0,2.0,0.7,22.5,4.7,1003718.0,1119540.0,1.0,-1.0
Areola,FUL,4.5,GKP,5.0%,5.0,107.0,2430.0,0.0,0.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,89.0,8.0,513.0,663.2,0.0,0.0,66.1,5.0,1.0,1.1,23.8,4.0,516397.0,260890.0,0.0,0.0
Lloris,TOT,5.6,GKP,6.4%,4.2,112.0,2430.0,0.0,0.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,79.0,11.0,499.0,598.8,0.0,0.0,59.8,4.2,0.0,0.8,20.0,4.1,695329.0,668776.0,1.0,-1.0
Højbjerg,TOT,4.9,MID,0.9%,2.2,74.0,2430.0,1.0,3.0,9.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,398.0,507.0,209.9,85.0,80.2,2.2,0.0,0.4,15.1,2.7,148176.0,167602.0,-1.0,1.0
Johnstone,WBA,4.5,GKP,2.6%,6.2,93.0,2430.0,0.0,0.0,5.0,54.0,0.0,0.0,0.0,0.0,0.0,112.0,12.0,531.0,805.6,0.0,0.0,80.5,6.2,1.0,1.4,20.7,3.4,405102.0,277677.0,0.0,0.0
Cresswell,WHU,5.8,DEF,26.0%,6.8,133.0,2430.0,0.0,10.0,10.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,600.0,541.4,657.3,76.0,127.9,6.8,3.0,1.2,22.9,4.9,3009103.0,1152613.0,8.0,-8.0
Rice,WHU,4.7,MID,2.2%,4.2,72.0,2430.0,1.0,1.0,10.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,434.0,439.2,298.0,256.0,99.7,4.2,0.0,0.9,15.3,2.7,221223.0,402611.0,-3.0,3.0
Soucek,WHU,5.3,MID,13.5%,2.2,115.0,2430.0,8.0,1.0,10.0,31.0,0.0,0.0,0.0,4.0,1.0,0.0,15.0,405.0,652.8,166.8,681.0,150.1,2.2,4.0,0.4,21.7,4.3,2621803.0,1959708.0,3.0,-3.0
Bednarek,SOU,4.9,DEF,6.6%,1.8,87.0,2425.0,1.0,1.0,9.0,46.0,1.0,0.0,0.0,3.0,1.0,0.0,11.0,493.0,542.8,59.7,139.0,74.2,1.8,2.0,0.4,17.8,3.1,1400938.0,1130278.0,4.0,-4.0
Dallas,LEE,5.0,DEF,21.7%,3.8,114.0,2420.0,5.0,3.0,8.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,520.0,562.2,325.5,362.0,125.2,3.8,3.0,0.8,22.8,4.2,2581671.0,1223475.0,5.0,-5.0
Ayling,LEE,4.4,DEF,2.4%,2.2,64.0,2409.0,0.0,0.0,8.0,46.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,475.0,613.0,368.2,259.0,124.0,2.2,0.0,0.5,14.5,2.4,367407.0,472232.0,-1.0,1.0
