Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Leno,ARS,5.0,GKP,9.1%,5.5,82.0,1800.0,0.0,0.0,7.0,20.0,0.0,1.0,0.0,0.0,0.0,48.0,6.0,382.0,411.0,0.0,0.0,41.1,5.5,2.0,1.1,16.4,4.1,770798.0,729926.0,0.0,0.0
Guaita,CRY,4.8,GKP,3.2%,4.8,64.0,1800.0,0.0,0.0,3.0,36.0,0.0,1.0,0.0,2.0,0.0,61.0,9.0,337.0,447.6,0.0,0.0,44.7,4.8,3.0,1.0,13.3,3.2,426671.0,418802.0,-2.0,2.0
Schmeichel,LEI,5.5,GKP,10.1%,5.2,82.0,1800.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,362.0,485.4,0.0,0.0,48.6,5.2,3.0,0.9,14.9,4.1,468171.0,735393.0,0.0,0.0
Justin,LEI,5.0,DEF,26.5%,4.0,76.0,1800.0,1.0,2.0,7.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,367.0,366.8,285.2,142.0,79.6,4.0,2.0,0.8,15.2,3.8,2491198.0,1392315.0,5.0,-5.0
Robertson,LIV,7.4,DEF,20.0%,2.8,90.0,1800.0,1.0,5.0,6.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,454.0,420.6,663.8,218.0,130.5,2.8,2.0,0.4,12.2,4.5,2059289.0,1609594.0,4.0,-4.0
Maguire,MUN,5.4,DEF,4.9%,4.8,69.0,1800.0,2.0,1.0,6.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,368.0,433.4,55.9,281.0,77.1,4.8,1.0,0.9,12.8,3.5,415862.0,363251.0,-1.0,1.0
Darlow,NEW,5.0,GKP,2.1%,1.6,68.0,1800.0,0.0,0.0,3.0,34.0,0.0,1.0,0.0,1.0,0.0,74.0,6.0,373.0,572.8,0.0,0.0,57.4,1.6,0.0,0.3,13.6,3.4,333289.0,243721.0,0.0,0.0
Ramsdale,SHU,4.6,GKP,1.9%,3.5,50.0,1800.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,67.0,2.0,316.0,450.2,10.0,4.0,46.4,3.5,0.0,0.8,10.9,2.5,89920.0,446111.0,-4.0,4.0
Cresswell,WHU,5.5,DEF,19.9%,6.5,92.0,1800.0,0.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,432.0,399.0,485.3,51.0,93.8,6.5,2.0,1.2,16.7,4.6,2071832.0,685871.0,5.0,-5.0
Rice,WHU,4.8,MID,2.4%,2.5,49.0,1800.0,0.0,1.0,7.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,313.0,309.8,267.7,146.0,72.7,2.5,0.0,0.5,10.2,2.5,186428.0,353285.0,-2.0,2.0
