Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Guaita,CRY,4.8,GKP,3.3%,4.6,75.0,1980.0,0.0,0.0,4.0,37.0,0.0,1.0,0.0,2.0,0.0,69.0,10.0,383.0,507.6,0.0,0.0,50.7,4.6,3.0,1.0,15.6,3.4,448296.0,428726.0,-2.0,2.0
Schmeichel,LEI,5.5,GKP,10.3%,5.4,90.0,1980.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,61.0,6.0,402.0,525.6,0.0,0.0,52.6,5.4,3.0,1.0,16.4,4.1,504787.0,758271.0,0.0,0.0
Justin,LEI,5.1,DEF,28.2%,6.2,92.0,1980.0,2.0,2.0,8.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,420.0,451.8,288.0,195.0,93.7,6.2,3.0,1.2,18.0,4.2,2686841.0,1450548.0,6.0,-6.0
Robertson,LIV,7.4,DEF,20.2%,2.8,94.0,1980.0,1.0,5.0,6.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,480.0,454.2,679.4,228.0,136.4,2.8,2.0,0.4,12.7,4.3,2166276.0,1704056.0,4.0,-4.0
Maguire,MUN,5.5,DEF,5.5%,5.5,79.0,1980.0,2.0,1.0,8.0,27.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,410.0,466.0,66.5,302.0,83.5,5.5,1.0,1.0,14.4,3.6,480265.0,382902.0,0.0,0.0
Darlow,NEW,5.0,GKP,2.0%,2.3,75.0,1980.0,0.0,0.0,4.0,36.0,0.0,1.0,0.0,2.0,0.0,78.0,6.0,406.0,601.0,0.0,0.0,60.2,2.3,0.0,0.5,15.0,3.4,340432.0,255222.0,0.0,0.0
Ramsdale,SHU,4.6,GKP,1.9%,3.8,56.0,1980.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,1.0,0.0,74.0,2.0,347.0,506.4,10.0,4.0,52.0,3.8,0.0,0.8,12.2,2.5,97875.0,451849.0,-4.0,4.0
Cresswell,WHU,5.6,DEF,22.9%,4.0,97.0,1980.0,0.0,8.0,7.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,463.0,426.2,510.9,66.0,100.6,4.0,2.0,0.7,17.3,4.4,2347250.0,728798.0,6.0,-6.0
Rice,WHU,4.8,MID,2.2%,2.0,52.0,1980.0,0.0,1.0,7.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,333.0,330.4,274.2,158.0,76.6,2.0,0.0,0.4,10.8,2.4,189816.0,370039.0,-2.0,2.0
Soucek,WHU,5.4,MID,19.7%,5.8,106.0,1980.0,8.0,1.0,7.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,363.0,559.4,124.3,654.0,133.8,5.8,4.0,1.1,19.6,4.8,2195068.0,1036552.0,4.0,-4.0
Patrício,WOL,5.4,GKP,4.5%,3.0,69.0,1980.0,0.0,0.0,5.0,31.0,0.0,1.0,0.0,1.0,0.0,46.0,5.0,336.0,375.2,0.0,0.0,37.3,3.0,0.0,0.6,12.8,3.1,366719.0,512929.0,-1.0,1.0
Leno,ARS,5.0,GKP,8.3%,4.2,88.0,1961.0,0.0,0.0,8.0,22.0,0.0,1.0,0.0,0.0,1.0,54.0,6.0,410.0,446.0,0.0,0.0,44.6,4.2,2.0,0.8,17.6,4.0,812399.0,834271.0,0.0,0.0
Ogbonna,WHU,5.0,DEF,2.8%,2.2,77.0,1952.0,2.0,0.0,7.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,354.0,388.6,53.2,164.0,60.6,2.2,2.0,0.4,15.4,3.5,374566.0,208582.0,0.0,0.0
