Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Rodrigo,LEE,2,157,3.0,3.0,0.0,1.55,1.55,0.42,0.89,0.11,0.89,0.89,0.24,1.13,1.13,0.51,0.06
Pascal Groß,BHA,2,180,2.0,2.0,0.0,1.74,1.74,0.35,2.21,0.20,0.87,0.87,0.17,1.04,1.04,1.10,0.10
Aleksandar Mitrovic,FUL,2,180,2.0,1.0,0.0,1.82,0.29,0.15,0.35,0.08,0.91,0.15,0.07,0.98,0.22,0.17,0.04
Gabriel Jesus,ARS,2,172,2.0,2.0,2.0,2.04,2.04,0.58,2.1,0.07,1.07,1.07,0.30,1.37,1.37,1.10,0.03
Gabriel Martinelli,ARS,2,180,2.0,2.0,0.0,0.93,0.93,0.64,1.26,0.28,0.46,0.46,0.32,0.78,0.78,0.63,0.14
Erling Haaland,MCI,2,160,2.0,1.0,1.0,2.39,1.63,0.42,2.15,0.11,1.34,0.91,0.23,1.58,1.15,1.21,0.06
Josh Dasilva,BRE,2,96,2.0,2.0,0.0,0.06,0.06,0.00,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.00
Fabian Schär,NEW,2,180,1.0,1.0,0.0,0.06,0.06,0.05,0.61,0.61,0.03,0.03,0.02,0.06,0.06,0.30,0.30
Granit Xhaka,ARS,2,180,1.0,1.0,1.0,0.62,0.62,0.14,0.86,0.13,0.31,0.31,0.07,0.38,0.38,0.43,0.06
Ilkay Gündogan,MCI,2,151,1.0,1.0,0.0,0.59,0.59,0.24,1.12,0.51,0.35,0.35,0.14,0.49,0.49,0.67,0.30
Pierre-Emile Højbjerg,TOT,2,180,1.0,1.0,0.0,0.03,0.03,0.48,1.07,0.57,0.01,0.01,0.24,0.25,0.25,0.54,0.28
Kevin De Bruyne,MCI,2,180,1.0,1.0,2.0,0.30,0.30,1.09,2.02,1.12,0.15,0.15,0.55,0.70,0.70,1.01,0.56
Callum Wilson,NEW,2,179,1.0,1.0,0.0,0.72,0.72,0.19,0.93,0.02,0.36,0.36,0.10,0.46,0.46,0.47,0.01
Wilfried Zaha,CRY,2,180,1.0,1.0,0.0,1.17,1.17,0.46,1.72,0.09,0.58,0.58,0.23,0.82,0.82,0.86,0.04
Eric Dier,TOT,2,180,1.0,1.0,0.0,0.04,0.04,0.00,0.52,0.52,0.02,0.02,0.00,0.02,0.02,0.26,0.26
Harry Kane,TOT,2,180,1.0,1.0,0.0,0.97,0.97,0.86,1.34,0.26,0.49,0.49,0.43,0.92,0.92,0.67,0.13
James Ward-Prowse,SOU,2,180,1.0,1.0,0.0,0.09,0.09,0.13,0.18,0.04,0.05,0.05,0.06,0.11,0.11,0.09,0.02
Kyle Walker-Peters,SOU,2,180,1.0,1.0,0.0,0.31,0.31,0.09,0.49,0.09,0.15,0.15,0.04,0.20,0.20,0.25,0.05
Danny Ings,AVL,2,150,1.0,1.0,0.0,0.44,0.44,0.02,0.53,0.08,0.26,0.26,0.01,0.27,0.27,0.32,0.05
Ivan Toney,BRE,2,180,1.0,1.0,2.0,0.64,0.64,1.02,1.07,0.05,0.32,0.32,0.51,0.83,0.83,0.53,0.02
Mohamed Salah,LIV,2,180,1.0,1.0,0.0,0.93,0.93,0.99,2.09,0.78,0.46,0.46,0.49,0.96,0.96,1.05,0.39
Kalidou Koulibaly,CHE,2,174,1.0,1.0,0.0,0.18,0.18,0.00,0.81,0.80,0.09,0.09,0.00,0.09,0.09,0.42,0.41
Jorginho,CHE,2,166,1.0,0.0,0.0,0.81,0.05,0.19,0.83,0.59,0.44,0.03,0.10,0.54,0.13,0.45,0.32
Ben Mee,BRE,2,150,1.0,1.0,0.0,0.56,0.56,0.00,0.05,0.05,0.34,0.34,0.00,0.34,0.34,0.03,0.03
Jefferson Lerma,BOU,2,180,1.0,1.0,0.0,0.10,0.10,0.00,0.03,0.03,0.05,0.05,0.00,0.05,0.05,0.01,0.01
Emiliano Buendía,AVL,2,68,1.0,1.0,0.0,1.09,1.09,0.18,1.22,0.13,1.44,1.44,0.24,1.68,1.68,1.61,0.17
Phil Foden,MCI,2,140,1.0,1.0,1.0,0.51,0.51,0.61,1.61,0.53,0.32,0.32,0.39,0.71,0.71,1.04,0.34
Timothy Castagne,LEI,2,180,1.0,1.0,0.0,0.06,0.06,0.00,0.26,0.26,0.03,0.03,0.00,0.03,0.03,0.13,0.13
Bryan Mbeumo,BRE,2,167,1.0,1.0,0.0,0.47,0.47,0.19,0.66,0.00,0.25,0.25,0.10,0.35,0.35,0.35,0.00
Dejan Kulusevski,TOT,2,178,1.0,1.0,1.0,0.19,0.19,0.58,1.16,0.40,0.09,0.09,0.29,0.39,0.39,0.59,0.20
James Maddison,LEI,2,180,1.0,1.0,1.0,0.39,0.39,0.17,0.49,0.17,0.20,0.20,0.09,0.28,0.28,0.25,0.09
Ryan Sessegnon,TOT,2,128,1.0,1.0,0.0,0.74,0.74,0.00,0.78,0.70,0.52,0.52,0.00,0.52,0.52,0.55,0.49
Mathias Jensen,BRE,2,138,1.0,1.0,1.0,0.25,0.25,0.07,0.52,0.38,0.16,0.16,0.05,0.21,0.21,0.34,0.25
Taiwo Awoniyi,NFO,2,100,1.0,1.0,0.0,0.65,0.65,0.00,0.71,0.06,0.59,0.59,0.00,0.59,0.59,0.64,0.06
Reece James,CHE,2,180,1.0,1.0,0.0,0.55,0.55,0.64,1.73,1.26,0.28,0.28,0.32,0.59,0.59,0.86,0.63
Daniel Podence,WOL,2,180,1.0,1.0,0.0,0.52,0.52,0.17,1.14,0.51,0.26,0.26,0.08,0.34,0.34,0.57,0.26
Kiernan Dewsbury-Hall,LEI,2,164,1.0,1.0,0.0,0.05,0.05,0.01,0.24,0.20,0.03,0.03,0.01,0.03,0.03,0.13,0.11
Luis Díaz,LIV,2,170,1.0,1.0,0.0,0.42,0.42,0.01,1.22,0.96,0.22,0.22,0.01,0.23,0.23,0.65,0.51
Darwin Núñez,LIV,2,97,1.0,1.0,1.0,2.50,2.50,0.49,3.02,0.04,2.32,2.32,0.46,2.77,2.77,2.81,0.03
Kieffer Moore,BOU,2,180,1.0,1.0,0.0,0.03,0.03,0.04,0.39,0.35,0.01,0.01,0.02,0.03,0.03,0.20,0.17
Joe Ayodele-Aribo,SOU,2,115,1.0,1.0,0.0,0.82,0.82,0.00,0.86,0.03,0.64,0.64,0.00,0.64,0.64,0.67,0.03
Joelinton,NEW,2,180,0.0,0.0,1.0,0.24,0.24,0.31,1.24,1.03,0.12,0.12,0.15,0.27,0.27,0.62,0.52
Allan Saint-Maximin,NEW,2,167,0.0,0.0,0.0,0.36,0.36,0.06,1.2,0.93,0.19,0.19,0.03,0.23,0.23,0.65,0.50
Thiago Alcántara,LIV,1,53,0.0,0.0,0.0,0.00,0.00,0.06,0.08,0.02,0.00,0.00,0.10,0.10,0.10,0.13,0.03
Joel Matip,LIV,1,90,0.0,0.0,0.0,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.13,0.13
Ivan Perisic,TOT,2,30,0.0,0.0,1.0,0.00,0.00,0.55,0.27,0.27,0.00,0.00,1.64,1.64,1.64,0.82,0.82
Son Heung-Min,TOT,2,172,0.0,0.0,1.0,0.79,0.79,0.27,1.06,0.17,0.41,0.41,0.14,0.55,0.55,0.56,0.09
Steve Cook,NFO,1,8,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Junior Stanislas,BOU,2,24,0.0,0.0,0.0,0.03,0.03,0.00,0.03,0.03,0.10,0.10,0.00,0.10,0.10,0.10,0.10
Danny Ward,LEI,2,180,0.0,0.0,0.0,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.06,0.06
Roberto Firmino,LIV,1,53,0.0,0.0,0.0,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.03,0.03
Adam Lallana,BHA,2,145,0.0,0.0,0.0,0.51,0.51,0.19,0.78,0.10,0.32,0.32,0.12,0.43,0.43,0.48,0.06
Philippe Coutinho,AVL,2,148,0.0,0.0,0.0,0.06,0.06,0.04,0.19,0.14,0.04,0.04,0.02,0.06,0.06,0.12,0.08
James Milner,LIV,2,95,0.0,0.0,1.0,0.08,0.08,0.11,0.78,0.66,0.08,0.08,0.11,0.19,0.19,0.74,0.63
Alex Iwobi,EVE,2,180,0.0,0.0,0.0,0.00,0.00,0.24,0.22,0.04,0.00,0.00,0.12,0.12,0.12,0.11,0.02
Danny Welbeck,BHA,2,180,0.0,0.0,1.0,0.48,0.48,0.64,1.65,0.55,0.24,0.24,0.32,0.56,0.56,0.83,0.27
Calum Chambers,AVL,1,1,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joel Ward,CRY,1,90,0.0,0.0,0.0,0.00,0.00,0.00,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.34,0.34
Michail Antonio,WHU,2,133,0.0,0.0,0.0,0.34,0.34,0.04,0.26,0.00,0.23,0.23,0.02,0.25,0.25,0.18,0.00
Aaron Cresswell,WHU,2,180,0.0,0.0,0.0,0.05,0.05,0.36,0.33,0.29,0.03,0.03,0.18,0.21,0.21,0.17,0.14
Manuel Lanzini,WHU,2,79,0.0,0.0,0.0,0.04,0.04,0.00,0.04,0.00,0.05,0.05,0.00,0.05,0.05,0.05,0.00
David de Gea,MUN,2,180,0.0,0.0,0.0,0.00,0.00,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.09,0.09
Marcus Rashford,MUN,2,180,0.0,0.0,0.0,0.49,0.49,0.15,0.85,0.22,0.24,0.24,0.08,0.32,0.32,0.42,0.11
Jesse Lingard,NFO,2,180,0.0,0.0,0.0,0.21,0.21,0.10,0.35,0.10,0.10,0.10,0.05,0.15,0.15,0.18,0.05
Nathan Aké,MCI,2,180,0.0,0.0,0.0,0.10,0.10,0.00,1.21,1.21,0.05,0.05,0.00,0.05,0.05,0.60,0.60
John Stones,MCI,1,22,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nathaniel Clyne,CRY,2,180,0.0,0.0,0.0,0.00,0.00,0.06,0.81,0.81,0.00,0.00,0.03,0.03,0.03,0.41,0.41
Jordan Henderson,LIV,2,114,0.0,0.0,0.0,0.04,0.04,0.57,1.38,0.79,0.03,0.03,0.45,0.48,0.48,1.09,0.62
Raheem Sterling,CHE,2,177,0.0,0.0,1.0,0.77,0.77,0.57,1.42,0.11,0.39,0.39,0.29,0.68,0.68,0.72,0.06
Kelechi Iheanacho,LEI,1,16,0.0,0.0,1.0,0.04,0.04,0.21,0.17,0.00,0.23,0.23,1.18,1.40,1.40,0.96,0.00
Ashley Young,AVL,1,1,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hugo Lloris,TOT,2,180,0.0,0.0,0.0,0.00,0.00,0.00,0.85,0.85,0.00,0.00,0.00,0.00,0.00,0.43,0.43
Kyle Walker,MCI,2,176,0.0,0.0,0.0,0.00,0.00,0.02,1.24,1.22,0.00,0.00,0.01,0.01,0.01,0.63,0.62
Dele Alli,EVE,2,26,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Eriksen,MUN,2,180,0.0,0.0,0.0,0.55,0.55,0.14,1.17,0.50,0.27,0.27,0.07,0.34,0.34,0.59,0.25
Kieran Trippier,NEW,2,180,0.0,0.0,0.0,0.05,0.05,0.18,0.3,0.30,0.03,0.03,0.09,0.12,0.12,0.15,0.15
Ben Davies,TOT,2,178,0.0,0.0,1.0,0.09,0.09,0.04,0.9,0.84,0.04,0.04,0.02,0.06,0.06,0.46,0.42
Jordan Ayew,CRY,2,156,0.0,0.0,0.0,0.06,0.06,0.11,0.17,0.06,0.04,0.04,0.06,0.10,0.10,0.10,0.04
