Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,31,2581,27.0,20.0,5.0,31.65,25.56,4.75,30.2,3.13,1.10,0.89,0.17,1.27,1.06,1.05,0.11
Cole Palmer,CHE,34,2640,22.0,13.0,11.0,17.83,10.98,11.87,31.04,15.30,0.61,0.37,0.40,1.01,0.78,1.06,0.52
Alexander Isak,NEW,30,2305,21.0,16.0,2.0,22.07,17.51,3.65,24.04,5.75,0.86,0.68,0.14,1.00,0.83,0.94,0.22
Dominic Solanke,BOU,38,3346,19.0,17.0,3.0,21.41,19.12,3.54,22.59,4.08,0.58,0.51,0.10,0.67,0.61,0.61,0.11
Phil Foden,MCI,35,2895,19.0,19.0,8.0,11.31,11.31,8.52,30.42,17.00,0.35,0.35,0.26,0.62,0.62,0.95,0.53
Ollie Watkins,AVL,37,3250,19.0,19.0,13.0,19.26,19.26,7.75,29.23,5.90,0.53,0.53,0.21,0.75,0.75,0.81,0.16
Mohamed Salah,LIV,32,2556,18.0,13.0,10.0,21.94,16.61,12.33,31.88,8.36,0.77,0.58,0.43,1.21,1.02,1.12,0.29
Son Heung-Min,TOT,35,2989,17.0,15.0,10.0,12.98,11.46,13.34,30.12,10.45,0.39,0.34,0.40,0.79,0.75,0.91,0.31
Jarrod Bowen,WHU,34,3026,16.0,16.0,6.0,13.50,13.50,6.44,17.77,2.46,0.40,0.40,0.19,0.59,0.59,0.53,0.07
Jean-Philippe Mateta,CRY,35,2303,16.0,14.0,5.0,12.29,10.77,3.53,15.49,2.85,0.48,0.42,0.14,0.62,0.56,0.61,0.11
Bukayo Saka,ARS,35,2990,16.0,10.0,8.0,16.81,12.24,11.33,30.36,13.23,0.51,0.37,0.34,0.85,0.71,0.91,0.40
Chris Wood,NFO,31,1797,14.0,14.0,1.0,13.36,13.36,1.99,15.35,0.92,0.67,0.67,0.10,0.77,0.77,0.77,0.05
Nicolas Jackson,CHE,35,2818,14.0,14.0,5.0,19.86,19.86,5.28,27.92,7.27,0.63,0.63,0.17,0.80,0.80,0.89,0.23
Kai Havertz,ARS,37,2651,13.0,12.0,7.0,13.47,12.70,5.81,24.79,9.35,0.46,0.43,0.20,0.65,0.63,0.84,0.32
Yoane Wissa,BRE,34,2556,12.0,12.0,3.0,11.17,11.17,3.83,16.37,4.59,0.39,0.39,0.13,0.53,0.53,0.58,0.16
Matheus Cunha,WOL,32,2499,12.0,11.0,7.0,10.23,9.47,3.92,12.99,2.34,0.37,0.34,0.14,0.51,0.48,0.47,0.08
Leandro Trossard,ARS,34,1649,12.0,12.0,1.0,9.58,9.58,3.25,16.98,5.50,0.52,0.52,0.18,0.70,0.70,0.93,0.30
Hee-Chan Hwang,WOL,29,2154,12.0,11.0,3.0,8.68,7.92,3.14,12.02,2.62,0.36,0.33,0.13,0.49,0.46,0.50,0.11
Richarlison,TOT,28,1511,11.0,11.0,4.0,9.62,9.62,1.97,12.74,2.29,0.57,0.57,0.12,0.69,0.69,0.76,0.14
Anthony Gordon,NEW,35,2956,11.0,10.0,10.0,11.29,10.53,8.83,26.57,11.44,0.34,0.32,0.27,0.61,0.59,0.81,0.35
Eberechi Eze,CRY,27,2097,11.0,10.0,4.0,9.37,8.61,6.84,16.38,6.35,0.40,0.37,0.29,0.70,0.66,0.70,0.27
Darwin Núñez,LIV,36,2037,11.0,11.0,8.0,19.19,18.43,5.95,25.08,5.31,0.85,0.81,0.26,1.11,1.08,1.11,0.23
Julián Álvarez,MCI,36,2682,11.0,9.0,8.0,14.37,12.85,5.82,27.16,13.09,0.48,0.43,0.20,0.68,0.63,0.91,0.44
Carlton Morris,LUT,38,2879,11.0,6.0,4.0,12.31,8.50,3.69,12.55,5.20,0.38,0.27,0.12,0.50,0.38,0.39,0.16
Bruno Fernandes,MUN,35,3121,10.0,6.0,8.0,10.75,6.94,13.16,22.69,12.65,0.31,0.20,0.38,0.69,0.58,0.65,0.36
Leon Bailey,AVL,35,2112,10.0,10.0,9.0,6.47,6.47,10.30,17.99,6.67,0.28,0.28,0.44,0.71,0.71,0.77,0.28
Diogo Jota,LIV,21,1164,10.0,10.0,3.0,6.72,6.72,3.20,12.29,5.31,0.52,0.52,0.25,0.77,0.77,0.95,0.41
Michael Olise,CRY,19,1281,10.0,9.0,6.0,5.69,4.93,5.20,12.08,5.05,0.40,0.35,0.37,0.76,0.71,0.85,0.35
Rasmus Højlund,MUN,30,2210,10.0,10.0,2.0,9.34,9.34,1.78,11.46,2.95,0.38,0.38,0.07,0.45,0.45,0.47,0.12
Elijah Adebayo,LUT,27,1422,10.0,10.0,0.0,6.63,6.63,0.81,8.28,1.94,0.42,0.42,0.05,0.47,0.47,0.52,0.12
Callum Wilson,NEW,20,963,9.0,7.0,1.0,10.12,8.60,0.93,10.55,1.86,0.95,0.80,0.09,1.03,0.89,0.99,0.17
Douglas Luiz,AVL,35,3043,9.0,5.0,5.0,7.57,4.53,5.29,17.31,13.62,0.22,0.13,0.16,0.38,0.29,0.51,0.40
Bryan Mbeumo,BRE,25,1954,9.0,6.0,6.0,9.16,6.87,5.14,15.16,6.12,0.42,0.32,0.24,0.66,0.55,0.70,0.28
João Pedro,BHA,31,2026,9.0,5.0,3.0,11.92,8.11,5.42,17.55,7.59,0.53,0.36,0.24,0.77,0.60,0.78,0.34
Rodrigo Muniz,FUL,26,1602,9.0,9.0,1.0,8.48,8.48,1.39,9.76,2.10,0.48,0.48,0.08,0.55,0.55,0.55,0.12
Raheem Sterling,CHE,31,1987,8.0,8.0,4.0,8.57,8.57,4.97,19.29,8.90,0.39,0.39,0.23,0.61,0.61,0.87,0.40
Rodri,MCI,34,2967,8.0,8.0,9.0,4.29,4.29,5.33,31.62,26.29,0.13,0.13,0.16,0.29,0.29,0.96,0.80
Martin Odegaard,ARS,35,3117,8.0,6.0,10.0,7.67,6.15,11.58,29.82,18.14,0.22,0.18,0.33,0.56,0.51,0.86,0.52
Callum Hudson-Odoi,NFO,29,1844,8.0,8.0,1.0,3.02,3.02,3.09,12.36,6.95,0.15,0.15,0.15,0.30,0.30,0.60,0.34
Dejan Kulusevski,TOT,36,2787,8.0,8.0,3.0,5.84,5.84,8.62,23.72,12.51,0.19,0.19,0.28,0.47,0.47,0.77,0.40
Luis Díaz,LIV,37,2706,8.0,8.0,5.0,12.86,12.86,6.48,24.43,10.31,0.43,0.43,0.22,0.64,0.64,0.81,0.34
Cody Gakpo,LIV,35,1640,8.0,8.0,5.0,8.77,8.77,4.23,17.55,6.47,0.48,0.48,0.23,0.71,0.71,0.96,0.36
Antoine Semenyo,BOU,33,2141,8.0,8.0,2.0,6.42,6.42,3.80,15.41,5.71,0.27,0.27,0.16,0.43,0.43,0.65,0.24
Mohammed Kudus,WHU,33,2490,8.0,8.0,6.0,5.18,5.18,3.51,11.52,4.34,0.19,0.19,0.13,0.31,0.31,0.42,0.16
Marcus Rashford,MUN,33,2292,7.0,5.0,2.0,7.66,6.14,2.39,12.69,4.95,0.30,0.24,0.09,0.39,0.33,0.50,0.19
James Ward-Prowse,WHU,37,3025,7.0,5.0,7.0,5.64,4.12,8.11,11.99,7.07,0.17,0.12,0.24,0.41,0.36,0.36,0.21
Abdoulaye Doucouré,EVE,32,2678,7.0,7.0,1.0,10.20,10.20,2.55,13.34,5.22,0.34,0.34,0.09,0.43,0.43,0.45,0.18
Odsonne Edouard,CRY,30,1534,7.0,7.0,0.0,7.87,7.87,1.04,8.32,2.14,0.46,0.46,0.06,0.52,0.52,0.49,0.13
Raúl Jiménez,FUL,24,1423,7.0,7.0,0.0,5.99,5.99,1.69,7.9,1.74,0.38,0.38,0.11,0.49,0.49,0.50,0.11
Declan Rice,ARS,38,3256,7.0,7.0,8.0,3.19,3.19,5.90,19.68,16.13,0.09,0.09,0.16,0.25,0.25,0.54,0.45
Dominic Calvert-Lewin,EVE,32,2234,7.0,5.0,2.0,13.63,12.10,3.07,11.61,1.84,0.55,0.49,0.12,0.67,0.61,0.47,0.07
Scott McTominay,MUN,32,1861,7.0,7.0,1.0,6.78,6.78,1.06,9.31,3.72,0.33,0.33,0.05,0.38,0.38,0.45,0.18
Justin Kluivert,BOU,32,2029,7.0,7.0,1.0,7.30,7.30,1.67,11.76,4.57,0.32,0.32,0.07,0.40,0.40,0.52,0.20
Tomas Soucek,WHU,37,2885,7.0,7.0,2.0,7.47,7.47,2.15,12.12,6.04,0.23,0.23,0.07,0.30,0.30,0.38,0.19
Bruno Guimarães,NEW,37,3292,7.0,7.0,8.0,4.98,4.98,7.89,23.88,18.57,0.14,0.14,0.22,0.35,0.35,0.65,0.51
Alejandro Garnacho,MUN,36,2601,7.0,7.0,4.0,9.87,9.87,5.92,18.37,5.97,0.34,0.34,0.20,0.55,0.55,0.64,0.21
Michail Antonio,WHU,26,1775,6.0,6.0,2.0,6.03,6.03,1.56,8.23,2.52,0.31,0.31,0.08,0.38,0.38,0.42,0.13
Oliver McBurnie,SHU,21,1290,6.0,4.0,3.0,7.43,5.91,2.19,6.99,2.89,0.52,0.41,0.15,0.67,0.57,0.49,0.20
Neal Maupay,BRE,31,1381,6.0,6.0,3.0,7.23,7.23,2.38,11.59,3.03,0.47,0.47,0.16,0.63,0.63,0.76,0.20
Bernardo Silva,MCI,33,2599,6.0,6.0,9.0,4.10,4.10,8.53,24.37,15.58,0.14,0.14,0.30,0.44,0.44,0.84,0.54
Jacob Bruun Larsen,BUR,32,1272,6.0,5.0,0.0,5.29,4.53,1.45,7.31,2.52,0.37,0.32,0.10,0.48,0.42,0.52,0.18
Moussa Diaby,AVL,38,2233,6.0,6.0,8.0,6.46,6.46,8.62,17.95,6.21,0.26,0.26,0.35,0.61,0.61,0.72,0.25
Bobby Reid,FUL,33,1431,6.0,6.0,2.0,5.47,5.47,1.58,6.41,1.68,0.34,0.34,0.10,0.44,0.44,0.40,0.11
Sean Longstaff,NEW,35,2748,6.0,6.0,2.0,7.08,7.08,3.02,17.24,9.95,0.23,0.23,0.10,0.33,0.33,0.56,0.33
John McGinn,AVL,35,3053,6.0,6.0,4.0,4.67,4.67,5.63,20.78,13.85,0.14,0.14,0.17,0.30,0.30,0.61,0.41
Gabriel Martinelli,ARS,35,2056,6.0,6.0,4.0,7.12,7.12,5.32,16.81,6.64,0.31,0.31,0.23,0.54,0.54,0.74,0.29
Taiwo Awoniyi,NFO,20,1066,6.0,6.0,3.0,5.06,5.06,1.63,6.06,1.55,0.43,0.43,0.14,0.56,0.56,0.51,0.13
Evan Ferguson,BHA,27,1364,6.0,6.0,0.0,3.97,3.97,0.65,6.87,2.48,0.26,0.26,0.04,0.30,0.30,0.45,0.16
Simon Adingra,BHA,31,2256,6.0,6.0,1.0,5.10,5.10,3.30,13.1,6.31,0.20,0.20,0.13,0.34,0.34,0.52,0.25
Ben Brereton Díaz,SHU,14,1134,6.0,5.0,1.0,6.06,5.30,1.64,7.23,1.55,0.48,0.42,0.13,0.61,0.55,0.57,0.12
Alex Iwobi,EVE,32,2398,5.0,5.0,2.0,5.66,5.66,4.81,16.55,8.54,0.21,0.21,0.18,0.39,0.39,0.62,0.32
Danny Welbeck,BHA,29,1723,5.0,5.0,1.0,6.24,6.24,2.19,13.55,7.47,0.33,0.33,0.11,0.44,0.44,0.71,0.39
Ross Barkley,LUT,32,2627,5.0,5.0,4.0,4.48,4.48,4.82,11.16,5.91,0.15,0.15,0.17,0.32,0.32,0.38,0.20
Eddie Nketiah,ARS,27,1036,5.0,5.0,2.0,5.06,5.06,1.21,5.85,0.99,0.44,0.44,0.11,0.54,0.54,0.51,0.09
Harvey Barnes,NEW,21,738,5.0,5.0,3.0,3.47,3.47,4.21,9.08,2.55,0.42,0.42,0.51,0.94,0.94,1.11,0.31
Morgan Gibbs-White,NFO,37,3177,5.0,4.0,10.0,6.07,5.31,9.52,18.27,9.27,0.17,0.15,0.27,0.44,0.42,0.52,0.26
Cristian Romero,TOT,33,2796,5.0,5.0,0.0,3.99,3.99,0.34,17.81,16.45,0.13,0.13,0.01,0.14,0.14,0.57,0.53
Lyle Foster,BUR,24,1938,5.0,5.0,3.0,5.61,5.61,1.50,8.68,2.61,0.26,0.26,0.07,0.33,0.33,0.40,0.12
Alexis Mac Allister,LIV,33,2661,5.0,4.0,5.0,4.00,3.24,3.58,22.71,18.19,0.14,0.11,0.12,0.26,0.23,0.77,0.62
Conor Gallagher,CHE,37,3171,5.0,5.0,7.0,4.72,4.72,5.79,25.91,18.71,0.13,0.13,0.16,0.30,0.30,0.74,0.53
Anthony Elanga,NFO,36,2430,5.0,5.0,9.0,6.77,6.77,7.09,17.63,5.62,0.25,0.25,0.26,0.51,0.51,0.65,0.21
Brennan Johnson,NFO,35,2350,5.0,5.0,10.0,12.17,12.17,7.64,21.62,3.08,0.47,0.47,0.29,0.76,0.76,0.83,0.12
Mykhailo Mudryk,CHE,31,1563,5.0,5.0,2.0,5.11,5.11,3.89,10.99,4.36,0.29,0.29,0.22,0.52,0.52,0.63,0.25
Noni Madueke,CHE,23,1066,5.0,4.0,2.0,3.00,2.24,2.16,7.78,4.74,0.25,0.19,0.18,0.44,0.37,0.66,0.40
Jhon Durán,AVL,23,394,5.0,5.0,0.0,1.95,1.95,0.21,3.18,1.12,0.45,0.45,0.05,0.49,0.49,0.73,0.26
Zeki Amdouni,BUR,34,2025,5.0,4.0,1.0,6.10,5.34,1.49,7.89,2.69,0.27,0.24,0.07,0.34,0.30,0.35,0.12
Fabian Schär,NEW,36,3057,4.0,4.0,1.0,2.68,2.68,1.22,13.9,13.22,0.08,0.08,0.04,0.11,0.11,0.41,0.39
