Player,Team,Player_Appearances,Player_Minutes played,Player_Goals scored,Player_NPG,Player_Assists,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90
Erling Haaland,MCI,11,941,17.0,15.0,3.0,11.79,10.27,2.75,11.12,0.79,1.13,0.98,0.26,1.39,1.25,1.06,0.08
Harry Kane,TOT,12,1074,10.0,8.0,1.0,9.33,7.04,2.96,8.22,1.28,0.78,0.59,0.25,1.03,0.84,0.69,0.11
Aleksandar Mitrovic,FUL,11,932,9.0,6.0,0.0,8.03,4.99,1.13,6.11,1.57,0.78,0.48,0.11,0.88,0.59,0.59,0.15
Ivan Toney,BRE,12,1080,8.0,5.0,2.0,7.47,5.19,2.22,6.35,1.89,0.62,0.43,0.19,0.81,0.62,0.53,0.16
Roberto Firmino,LIV,10,706,6.0,6.0,3.0,5.39,5.39,2.02,7.28,2.96,0.69,0.69,0.26,0.95,0.95,0.93,0.38
Phil Foden,MCI,11,793,6.0,6.0,4.0,3.37,3.37,2.57,9.39,4.55,0.38,0.38,0.29,0.68,0.68,1.07,0.52
James Maddison,LEI,10,896,6.0,6.0,2.0,1.76,1.76,1.09,3.49,1.74,0.18,0.18,0.11,0.29,0.29,0.35,0.17
Miguel Almirón,NEW,12,1027,6.0,6.0,0.0,4.46,4.46,0.60,5.39,1.19,0.39,0.39,0.05,0.44,0.44,0.47,0.10
Leandro Trossard,BHA,11,937,6.0,6.0,1.0,3.67,3.67,1.12,7.01,2.78,0.35,0.35,0.11,0.46,0.46,0.67,0.27
Wilfried Zaha,CRY,10,883,5.0,5.0,1.0,3.95,3.19,1.31,5.6,2.02,0.40,0.32,0.13,0.54,0.46,0.57,0.21
Rodrigo,LEE,10,681,5.0,5.0,1.0,3.82,3.82,1.58,4.61,0.58,0.50,0.50,0.21,0.71,0.71,0.61,0.08
Gabriel Jesus,ARS,11,967,5.0,5.0,3.0,7.49,7.49,1.83,9.89,2.66,0.70,0.70,0.17,0.87,0.87,0.92,0.25
