Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,12,9,1,2.0,32.0,12,28,27.91,24.86,11.27,10.51,14.35,12.5,20.6,154.0,52.0,26.00
2,LIV,12,8,3,1.0,27.0,10,27,28.33,25.13,15.58,15.58,9.55,8.95,16.93,137.0,76.0,24.21
3,ARS,12,8,3,1.0,26.0,10,27,23.06,18.49,11.05,10.29,8.2,9.29,19.08,122.0,67.0,22.65
4,TOT,12,8,2,2.0,24.0,15,26,21.61,21.61,18.88,16.6,5.01,7.82,11.29,152.0,79.0,19.41
5,AVL,12,8,1,3.0,29.0,17,25,24.96,22.68,16.56,16.56,6.12,14.48,11.55,130.0,70.0,22.61
6,MUN,12,7,0,5.0,13.0,16,21,18.43,17.67,19.77,18.25,-0.57,12.02,15.44,120.0,90.0,16.32
7,NEW,12,6,2,4.0,27.0,13,20,26.26,23.98,13.11,13.11,10.87,10.68,12.76,77.0,70.0,23.73
8,BHA,12,5,4,3.0,25.0,21,19,22.08,21.32,18.14,16.61,4.7,8.86,15.27,117.0,93.0,19.06
9,WHU,12,5,2,5.0,21.0,22,17,19.03,18.27,24.03,21.74,-3.47,16.42,10.52,64.0,115.0,14.06
10,CHE,12,4,4,4.0,21.0,16,16,26.76,22.96,16.63,15.1,7.85,9.08,16.02,134.0,75.0,22.68
11,BRE,12,4,4,4.0,19.0,17,16,23.30,21.78,16.86,16.1,5.68,10.66,10.91,105.0,98.0,19.86
12,WOL,12,4,3,5.0,16.0,20,15,16.91,16.91,22.09,19.81,-2.89,11.75,9.25,77.0,119.0,13.26
13,CRY,12,4,3,5.0,12.0,16,15,15.38,14.61,18.36,16.84,-2.22,12.9,8.57,69.0,111.0,14.54
14,EVE,12,4,2,6.0,14.0,17,14,20.80,20.80,17.91,15.63,5.17,15.23,10.2,67.0,97.0,18.63
15,NFO,12,3,4,5.0,14.0,18,13,13.84,13.84,19.19,18.43,-4.59,20.11,10.74,61.0,113.0,12.88
16,FUL,12,3,3,6.0,10.0,20,12,12.88,12.88,21.87,19.59,-6.71,13.3,12.73,73.0,100.0,11.27
17,BOU,12,2,3,7.0,11.0,27,9,15.58,15.58,26.76,24.32,-8.74,11.7,8.34,93.0,142.0,10.43
18,LUT,12,1,3,8.0,10.0,22,6,15.66,14.14,30.61,29.85,-15.71,17.7,7.27,61.0,124.0,9.34
19,SHU,12,1,2,9.0,10.0,31,5,9.23,7.71,29.70,28.17,-20.47,15.19,9.22,52.0,121.0,6.15
20,BUR,12,1,1,10.0,9.0,30,4,10.45,10.45,24.10,22.58,-12.12,13.43,13.21,59.0,112.0,8.36
