Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,13,9,3,1.0,27.0,10,30,24.88,20.32,12.71,11.95,8.37,9.21,18.04,126.0,71.0,24.10
2,MCI,13,9,2,2.0,33.0,13,29,29.70,26.66,12.04,11.28,15.38,12.44,20.76,165.0,58.0,28.17
3,LIV,13,8,4,1.0,28.0,11,28,29.10,25.90,17.38,17.38,8.52,9.61,16.51,143.0,87.0,24.82
4,AVL,13,9,1,3.0,31.0,18,28,27.36,25.08,18.79,18.79,6.29,14.83,11.38,135.0,88.0,24.12
5,TOT,13,8,2,3.0,25.0,17,26,23.83,23.83,21.28,19.0,4.83,7.93,11.7,170.0,84.0,20.66
6,MUN,13,8,0,5.0,16.0,16,24,20.51,18.98,22.27,20.74,-1.76,12.13,14.92,126.0,100.0,17.41
7,NEW,13,7,2,4.0,31.0,14,23,28.41,26.13,14.08,14.08,12.05,10.57,12.5,84.0,76.0,25.98
8,BHA,13,6,4,3.0,28.0,23,22,23.29,21.77,20.36,18.08,3.69,9.28,15.74,126.0,105.0,19.69
9,WHU,13,6,2,5.0,23.0,23,20,20.40,19.64,25.47,22.42,-2.78,16.82,10.54,66.0,117.0,15.33
10,CHE,13,4,4,5.0,22.0,20,16,27.73,23.92,18.78,17.26,6.67,9.14,15.4,140.0,82.0,23.24
11,BRE,13,4,4,5.0,19.0,18,16,24.97,23.45,18.69,17.93,5.52,10.49,10.74,109.0,102.0,21.13
12,WOL,13,4,3,6.0,18.0,23,15,18.49,17.73,24.58,20.78,-3.04,12.71,9.19,81.0,131.0,13.90
13,CRY,13,4,3,6.0,13.0,18,15,17.21,16.45,19.36,17.84,-1.39,12.33,8.9,79.0,115.0,16.56
14,FUL,13,4,3,6.0,13.0,22,15,15.37,13.85,23.45,20.4,-6.56,12.82,13.64,85.0,104.0,13.40
15,EVE,13,4,2,7.0,14.0,20,14,23.30,23.30,19.98,16.94,6.36,14.83,10.45,77.0,103.0,20.28
16,NFO,13,3,4,6.0,16.0,21,13,16.06,15.30,20.41,18.89,-3.58,20.52,11.15,73.0,122.0,15.02
17,BOU,13,3,3,7.0,14.0,28,12,18.72,18.72,27.58,25.14,-6.42,11.9,8.53,100.0,149.0,13.12
18,LUT,13,2,3,8.0,12.0,23,9,16.66,15.13,32.45,31.69,-16.55,17.27,7.19,65.0,134.0,10.06
19,SHU,13,1,2,10.0,11.0,34,5,10.05,8.52,32.84,31.31,-22.79,14.76,9.6,59.0,128.0,6.36
20,BUR,13,1,1,11.0,10.0,32,4,11.89,11.13,25.47,23.95,-12.81,13.18,13.71,61.0,114.0,9.78
