Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,38,29,6,3.0,99.0,26,93,93.40,86.32,25.21,24.45,61.87,8.52,22.92,508.0,138.0,91.88
2,LIV,38,28,8,2.0,94.0,26,92,93.02,86.83,32.73,32.73,54.1,8.07,21.71,461.0,159.0,86.56
3,CHE,38,21,11,6.0,76.0,33,74,69.30,62.45,35.12,30.55,31.9,8.76,16.36,385.0,163.0,73.38
4,TOT,38,22,5,11.0,69.0,40,71,67.95,64.15,43.70,42.18,21.97,12.53,12.38,285.0,255.0,66.09
5,ARS,38,22,3,13.0,61.0,48,69,63.39,57.19,48.39,43.82,13.37,12.55,13.94,314.0,220.0,64.76
6,MUN,38,16,10,12.0,57.0,57,58,57.21,53.41,56.85,53.05,0.36,12.84,12.09,293.0,261.0,54.52
7,WHU,38,16,8,14.0,60.0,51,56,54.98,50.26,53.88,49.31,0.95,14.06,13.78,239.0,294.0,53.56
8,LEI,38,14,10,14.0,62.0,59,52,49.49,47.97,66.11,59.06,-11.1,11.78,12.4,252.0,293.0,42.31
9,BHA,38,12,15,11.0,42.0,44,51,49.57,44.24,47.21,44.17,0.07,9.37,13.44,305.0,244.0,54.18
10,WOL,38,15,6,17.0,38.0,43,51,39.04,38.28,58.48,50.87,-12.59,14.64,11.32,181.0,309.0,40.54
11,NEW,38,13,10,15.0,44.0,62,49,41.53,39.24,62.71,57.99,-18.75,13.8,7.85,170.0,293.0,41.53
12,CRY,38,11,15,12.0,50.0,46,48,48.84,42.66,41.33,38.29,4.38,11.38,9.56,213.0,238.0,58.15
13,BRE,38,13,7,18.0,48.0,56,46,52.89,48.32,49.50,45.69,2.63,11.66,10.2,232.0,226.0,56.00
14,AVL,38,13,6,19.0,52.0,54,45,43.13,40.85,53.10,48.42,-7.57,12.91,8.93,258.0,258.0,46.20
15,SOU,38,9,13,16.0,43.0,67,40,47.35,44.30,64.56,63.04,-18.73,10.5,9.55,209.0,286.0,43.45
16,EVE,38,11,6,21.0,43.0,66,39,44.47,39.14,60.69,59.17,-20.03,14.03,7.83,190.0,299.0,43.54
17,LEE,38,9,11,18.0,42.0,79,38,51.19,47.38,71.31,67.5,-20.12,8.58,11.34,239.0,300.0,43.86
18,BUR,38,7,14,17.0,34.0,53,35,41.11,39.58,60.22,56.42,-16.83,12.89,9.5,184.0,316.0,38.10
19,WAT,38,6,5,27.0,34.0,77,23,39.34,37.82,67.53,62.21,-24.39,14.27,7.62,159.0,339.0,35.45
20,NOR,38,5,7,26.0,23.0,84,22,31.51,29.23,80.08,70.72,-41.49,15.33,9.35,188.0,374.0,25.04
