Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,32,23,6,3.0,77.0,34,75,67.57,64.52,37.25,33.45,31.07,9.33,14.64,394.0,161.0,64.22
2,MCI,30,22,4,4.0,78.0,28,70,68.79,62.70,26.85,24.57,38.13,10.29,24.01,360.0,118.0,67.05
3,NEW,31,16,11,4.0,54.0,25,59,58.79,55.75,34.18,31.13,24.61,9.49,10.71,302.0,173.0,56.20
4,MUN,30,18,5,7.0,46.0,37,59,53.63,52.10,38.96,38.2,13.9,11.7,13.19,286.0,206.0,51.68
5,TOT,32,16,5,11.0,58.0,51,53,48.02,44.21,42.82,40.53,3.68,12.51,13.05,219.0,236.0,48.54
6,AVL,32,15,6,11.0,45.0,41,51,41.39,39.11,48.43,44.48,-5.37,11.78,10.11,219.0,203.0,43.69
7,LIV,31,14,8,9.0,59.0,38,50,66.28,64.76,49.12,46.84,17.92,9.78,19.19,334.0,188.0,52.39
8,BHA,29,14,7,8.0,54.0,37,49,57.88,54.08,32.42,27.77,26.31,9.54,15.57,278.0,160.0,56.50
9,FUL,31,13,6,12.0,44.0,42,45,39.87,34.54,59.12,56.08,-21.53,13.18,10.36,155.0,230.0,32.53
10,BRE,32,10,14,8.0,48.0,43,44,50.01,43.92,44.30,42.78,1.14,11.18,9.26,196.0,259.0,49.99
11,CHE,31,10,9,12.0,30.0,33,39,42.27,39.99,39.71,39.71,0.28,8.71,13.18,246.0,152.0,44.64
12,CRY,32,9,10,13.0,31.0,40,37,33.40,31.73,44.71,43.18,-11.45,13.6,8.38,145.0,288.0,35.99
13,WHU,31,9,7,15.0,33.0,41,34,42.38,36.29,39.99,36.19,0.1,15.48,11.82,139.0,207.0,44.54
14,WOL,32,9,7,16.0,27.0,44,34,30.64,29.12,48.40,45.36,-16.24,12.14,11.86,171.0,243.0,31.42
15,BOU,32,9,6,17.0,31.0,63,33,33.85,33.85,59.77,54.44,-20.59,16.32,8.54,161.0,331.0,28.04
16,LEE,32,7,8,17.0,41.0,62,29,40.37,38.85,55.28,53.0,-14.15,9.42,9.2,200.0,209.0,36.43
17,LEI,32,8,4,20.0,43.0,56,28,38.01,35.73,47.86,44.82,-9.09,12.1,13.77,178.0,234.0,37.36
18,EVE,32,6,10,16.0,24.0,46,28,36.86,35.34,56.39,52.59,-17.25,13.77,10.01,158.0,260.0,32.30
19,NFO,32,6,9,17.0,26.0,59,27,30.74,28.46,59.00,52.91,-24.46,16.53,8.28,132.0,326.0,27.11
20,SOU,32,6,6,20.0,27.0,56,24,32.23,29.86,48.40,46.87,-17.02,12.02,8.47,172.0,261.0,32.34
