Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,8,7,0,1.0,20.0,8,21,16.66,16.66,7.40,6.64,10.02,9.66,14.06,103.0,28.0,17.26
2,MCI,8,6,2,0.0,29.0,9,20,20.53,19.77,5.71,4.95,14.82,11.13,26.22,99.0,24.0,20.71
3,TOT,8,5,2,1.0,19.0,10,17,14.01,12.48,9.70,8.94,3.55,13.02,14.3,58.0,62.0,13.88
4,BHA,7,4,2,1.0,14.0,8,14,13.62,11.34,7.81,7.81,3.53,10.88,13.22,49.0,44.0,14.12
5,CHE,7,4,1,2.0,10.0,10,13,9.67,8.91,9.87,9.87,-0.96,6.85,13.9,52.0,22.0,9.36
6,MUN,7,4,0,3.0,11.0,14,12,10.52,9.76,11.05,11.05,-1.29,15.09,11.49,58.0,70.0,9.34
7,NEW,8,2,5,1.0,12.0,8,11,15.96,15.20,10.99,10.99,4.21,8.96,13.57,95.0,56.0,13.33
8,FUL,8,3,2,3.0,13.0,15,11,9.67,8.15,17.90,17.14,-9.0,15.43,9.39,29.0,76.0,6.96
9,LIV,7,2,4,1.0,18.0,9,10,16.26,16.26,9.51,8.75,7.51,6.99,22.75,103.0,37.0,12.81
10,BRE,8,2,4,2.0,15.0,12,10,12.15,11.39,10.56,10.56,0.83,11.84,11.25,48.0,55.0,12.37
11,EVE,8,2,4,2.0,7.0,7,10,9.97,9.97,12.84,12.08,-2.11,15.91,8.83,42.0,65.0,8.82
12,LEE,7,2,3,2.0,10.0,10,9,9.38,9.38,10.63,9.87,-0.48,6.91,9.64,44.0,46.0,8.83
13,BOU,8,2,3,3.0,6.0,19,9,4.11,4.11,14.21,12.68,-8.58,19.02,8.17,36.0,95.0,5.14
14,AVL,8,2,2,4.0,6.0,10,8,8.08,8.08,10.45,9.54,-1.46,10.91,12.88,54.0,56.0,10.24
15,WHU,8,2,1,5.0,5.0,9,7,8.07,7.31,9.09,7.57,-0.26,19.78,15.28,28.0,44.0,10.74
16,SOU,8,2,1,5.0,8.0,13,7,9.22,9.22,11.15,11.15,-1.93,11.47,6.39,55.0,62.0,9.29
17,CRY,7,1,3,3.0,8.0,11,6,8.26,7.36,12.64,12.64,-5.28,18.06,7.81,26.0,84.0,6.78
18,WOL,8,1,3,4.0,3.0,9,6,7.42,7.42,9.41,8.65,-1.23,13.74,12.37,55.0,59.0,9.17
19,LEI,8,1,1,6.0,14.0,22,4,7.87,7.11,13.97,13.21,-6.1,13.66,15.8,48.0,51.0,6.62
20,NFO,8,1,1,6.0,6.0,21,4,8.62,7.86,15.17,13.64,-5.78,16.23,10.8,31.0,77.0,7.48
