Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,28,20,4,4.0,70.0,24,64,61.19,55.10,22.85,21.33,33.77,9.09,17.98,373.0,107.0,60.26
2,LIV,28,19,7,2.0,65.0,26,64,65.57,59.19,35.15,34.39,24.8,7.82,15.83,332.0,170.0,55.03
3,MCI,28,19,6,3.0,63.0,28,63,62.01,58.21,27.96,25.67,32.53,11.42,19.6,365.0,124.0,59.82
4,AVL,28,17,4,7.0,59.0,41,55,55.33,52.29,44.51,44.51,7.77,12.97,10.62,267.0,180.0,46.70
5,TOT,27,16,5,6.0,59.0,39,53,51.90,51.14,47.22,42.65,8.49,7.73,11.83,352.0,190.0,41.70
6,MUN,28,15,2,11.0,39.0,39,47,45.47,41.65,50.15,47.87,-6.22,11.96,13.47,234.0,250.0,36.00
7,WHU,28,12,7,9.0,45.0,49,43,41.16,38.11,53.21,47.88,-9.77,16.2,9.46,120.0,304.0,33.22
8,BHA,28,11,9,8.0,50.0,44,42,49.15,45.35,41.83,38.03,7.32,9.14,18.14,290.0,217.0,43.33
9,WOL,28,12,5,11.0,42.0,44,41,40.32,38.03,53.12,49.32,-11.29,13.13,10.2,174.0,283.0,30.90
10,NEW,28,12,4,12.0,59.0,48,40,57.57,53.76,48.53,45.36,8.4,10.36,11.49,236.0,210.0,44.62
11,CHE,27,11,6,10.0,47.0,45,39,53.88,47.79,43.96,40.14,7.65,9.34,13.92,270.0,196.0,44.48
12,FUL,28,10,5,13.0,40.0,44,35,38.85,37.33,50.28,45.72,-8.39,13.52,12.79,213.0,247.0,32.73
13,BOU,28,9,8,11.0,41.0,52,35,47.57,46.05,49.67,45.7,0.35,9.84,8.52,233.0,267.0,38.32
14,EVE,28,8,7,13.0,29.0,39,31,48.95,48.19,43.85,38.52,9.66,13.29,10.38,173.0,221.0,41.91
15,CRY,28,7,8,13.0,33.0,48,29,36.22,33.17,45.20,42.92,-9.75,14.05,8.61,170.0,236.0,33.58
16,BRE,28,7,5,16.0,40.0,52,26,47.77,45.48,45.46,44.7,0.78,10.4,10.46,198.0,270.0,38.80
17,NFO,28,6,6,16.0,34.0,50,24,34.38,33.62,42.99,40.71,-7.08,18.01,9.78,157.0,263.0,32.80
18,LUT,28,5,6,17.0,41.0,59,21,41.15,38.10,69.50,67.98,-29.87,13.55,7.72,133.0,260.0,24.92
19,BUR,28,3,5,20.0,27.0,62,14,27.68,26.92,53.56,49.76,-22.84,14.12,11.96,136.0,267.0,22.69
20,SHU,28,3,5,20.0,24.0,74,14,27.56,24.52,64.64,60.84,-36.32,16.94,8.62,122.0,286.0,18.57
