Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,TOT,10,8,2,0.0,22.0,9,26,20.21,20.21,12.92,11.39,8.82,7.43,12.06,143.0,65.0,19.02
2,ARS,10,7,3,0.0,23.0,8,24,19.89,15.32,9.60,8.83,6.49,9.28,20.72,101.0,61.0,19.08
3,MCI,10,8,0,2.0,22.0,7,24,22.31,20.03,7.16,7.16,12.87,11.97,20.23,119.0,42.0,22.27
4,LIV,10,7,2,1.0,23.0,9,23,23.73,20.53,12.79,12.79,7.74,9.74,17.22,112.0,67.0,20.28
5,AVL,10,7,1,2.0,26.0,14,22,20.77,18.49,15.32,15.32,3.17,15.05,11.09,99.0,65.0,17.81
6,NEW,10,5,2,3.0,26.0,11,17,24.83,22.55,9.79,9.79,12.76,10.43,13.44,70.0,56.0,21.61
7,BHA,10,5,2,3.0,23.0,19,17,20.55,19.79,16.67,15.15,4.64,8.61,14.33,102.0,80.0,16.44
8,MUN,10,5,0,5.0,11.0,16,15,15.00,14.23,18.18,16.66,-2.42,12.82,14.96,103.0,83.0,12.58
9,WHU,10,4,2,4.0,16.0,17,14,15.22,14.45,20.78,18.49,-4.04,16.9,9.78,53.0,102.0,10.91
10,BRE,10,3,4,3.0,16.0,12,13,20.03,18.50,13.55,12.78,5.72,10.58,11.2,88.0,81.0,17.19
11,CHE,10,3,3,4.0,13.0,11,12,19.23,16.95,12.47,11.71,5.23,8.94,17.41,122.0,54.0,18.19
12,WOL,10,3,3,4.0,13.0,17,12,13.86,13.86,20.56,19.03,-5.18,11.71,9.24,67.0,111.0,9.41
13,CRY,10,3,3,4.0,8.0,13,12,12.05,12.05,15.07,13.55,-1.5,12.72,8.02,57.0,94.0,11.80
14,FUL,10,3,3,4.0,9.0,16,12,11.05,11.05,18.31,16.03,-4.98,13.66,12.87,68.0,85.0,9.41
15,EVE,10,3,1,6.0,10.0,14,10,18.39,18.39,15.57,14.05,4.34,13.83,10.69,59.0,76.0,15.85
16,NFO,10,2,4,4.0,10.0,15,10,11.82,11.82,15.79,15.03,-3.21,19.7,10.66,54.0,85.0,11.23
17,BOU,10,1,3,6.0,8.0,21,6,12.15,12.15,24.06,21.62,-9.47,11.06,7.16,80.0,121.0,7.25
18,LUT,10,1,2,7.0,9.0,20,5,13.91,12.39,24.83,24.07,-11.68,17.16,7.68,56.0,100.0,8.86
19,BUR,10,1,1,8.0,8.0,25,4,8.63,8.63,20.03,18.51,-9.88,13.56,12.74,48.0,96.0,6.93
20,SHU,10,0,1,9.0,7.0,29,1,7.28,6.52,27.46,25.94,-19.42,16.58,8.6,36.0,113.0,3.76
