Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,35,25,5,5.0,85.0,28,80,75.54,68.69,30.10,27.81,40.87,9.7,16.68,474.0,141.0,73.76
2,MCI,34,24,7,3.0,82.0,32,79,76.85,72.29,34.70,32.42,39.87,11.02,20.01,462.0,148.0,72.35
3,LIV,35,22,9,4.0,77.0,36,75,83.96,76.83,42.78,42.02,34.81,7.62,17.02,459.0,209.0,70.46
4,AVL,35,20,7,8.0,73.0,52,67,64.04,61.00,58.31,57.55,3.45,13.26,10.3,327.0,246.0,53.13
5,TOT,34,18,6,10.0,67.0,54,60,64.14,62.62,60.45,55.89,6.73,7.4,11.93,453.0,232.0,50.96
6,MUN,34,16,6,12.0,52.0,51,54,56.94,51.59,66.72,61.39,-9.8,11.74,13.28,294.0,330.0,42.25
7,NEW,34,16,5,13.0,74.0,55,53,71.84,65.75,56.05,52.12,13.63,10.11,11.13,300.0,246.0,56.59
8,CHE,34,14,9,11.0,65.0,59,51,71.11,61.98,55.93,52.11,9.86,9.55,14.12,340.0,259.0,57.38
9,WHU,35,13,10,12.0,56.0,65,49,49.69,45.88,70.73,63.12,-17.24,15.63,9.13,147.0,413.0,38.12
10,BOU,35,13,9,13.0,52.0,60,48,60.21,57.93,58.07,53.34,4.59,9.75,8.44,279.0,332.0,50.99
11,WOL,35,13,7,15.0,48.0,55,46,48.37,45.32,63.41,58.84,-13.52,12.64,10.32,209.0,346.0,39.30
12,BHA,34,11,11,12.0,52.0,57,44,54.06,50.26,55.87,51.31,-1.05,9.76,17.26,329.0,283.0,47.17
13,EVE,35,12,8,15.0,37.0,48,44,57.04,55.51,55.63,49.54,5.97,13.18,10.07,220.0,291.0,48.89
14,FUL,35,12,7,16.0,51.0,55,43,50.15,48.63,60.88,56.31,-7.68,13.26,13.09,279.0,297.0,42.39
15,CRY,35,10,10,15.0,45.0,57,40,47.12,44.08,55.89,53.61,-9.53,13.69,8.79,212.0,287.0,42.95
16,BRE,35,9,8,18.0,52.0,60,35,59.85,57.57,54.08,52.56,5.01,10.32,10.21,264.0,325.0,49.75
17,NFO,35,7,9,19.0,42.0,62,30,46.19,45.43,50.27,47.99,-2.55,17.45,10.01,194.0,305.0,45.97
18,LUT,35,6,7,22.0,48.0,77,25,46.21,43.17,85.59,83.31,-40.14,13.34,7.66,166.0,359.0,29.12
19,BUR,35,5,9,21.0,38.0,70,24,40.12,37.84,66.88,62.31,-24.47,13.38,11.76,197.0,348.0,32.36
20,SHU,35,3,7,25.0,34.0,97,16,37.65,34.61,78.75,73.42,-38.81,17.15,8.34,155.0,363.0,26.33
