Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,4,4,0,0.0,11.0,2,12,9.48,7.95,2.79,2.79,5.16,10.74,24.69,48.0,16.0,9.76
2,TOT,4,3,1,0.0,11.0,4,10,8.65,8.65,6.50,5.74,2.91,8.59,10.78,55.0,36.0,6.96
3,LIV,4,3,1,0.0,9.0,3,10,8.14,7.22,5.56,5.56,1.67,12.56,16.2,36.0,27.0,6.96
4,WHU,4,3,1,0.0,9.0,4,10,7.37,6.61,6.52,5.75,0.86,14.26,7.85,24.0,49.0,5.96
5,ARS,4,3,1,0.0,8.0,4,10,8.19,6.67,3.85,3.85,2.82,9.32,27.82,49.0,20.0,8.27
6,BHA,4,3,0,1.0,12.0,6,9,10.22,9.46,8.43,7.67,1.79,7.33,16.74,63.0,25.0,6.57
7,CRY,4,2,1,1.0,5.0,4,7,6.74,6.74,4.72,3.95,2.78,10.62,8.91,35.0,22.0,6.90
8,BRE,4,1,3,0.0,8.0,5,6,9.40,7.87,5.02,5.02,2.85,9.34,10.35,44.0,25.0,7.94
9,NFO,4,2,0,2.0,6.0,6,6,4.45,4.45,6.71,5.94,-1.5,22.93,7.43,17.0,44.0,4.36
10,AVL,4,2,0,2.0,8.0,9,6,8.18,7.42,8.41,8.41,-0.98,22.79,11.42,31.0,30.0,5.94
11,MUN,4,2,0,2.0,5.0,7,6,8.41,7.65,7.13,7.13,0.52,11.24,15.06,45.0,40.0,6.24
12,CHE,4,1,1,2.0,5.0,5,4,9.24,8.48,4.63,3.87,4.61,6.83,20.79,55.0,18.0,8.15
13,FUL,4,1,1,2.0,4.0,10,4,4.30,4.30,11.29,9.01,-4.71,19.76,10.81,20.0,50.0,1.71
14,NEW,4,1,0,3.0,7.0,7,3,7.10,7.10,4.89,4.89,2.21,13.27,12.66,26.0,29.0,6.16
15,WOL,4,1,0,3.0,4.0,8,3,6.95,6.95,9.35,9.35,-2.4,10.61,9.53,30.0,48.0,3.88
16,BOU,4,0,2,2.0,4.0,8,2,5.49,5.49,10.07,9.15,-3.66,9.95,7.73,28.0,54.0,2.77
17,SHU,4,0,1,3.0,4.0,7,1,3.31,3.31,10.23,9.47,-6.16,16.83,8.41,14.0,40.0,1.53
18,EVE,4,0,1,3.0,2.0,8,1,7.95,7.95,7.80,7.04,0.91,13.17,13.57,19.0,28.0,6.18
19,LUT,3,0,0,3.0,2.0,9,0,4.37,3.61,9.01,8.25,-4.63,20.91,6.95,17.0,40.0,2.26
20,BUR,3,0,0,3.0,3.0,11,0,2.61,2.61,7.64,7.64,-5.03,12.47,16.79,19.0,34.0,1.17
