Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,37,27,7,3.0,93.0,33,88,87.23,79.62,37.03,34.75,44.87,11.36,19.76,500.0,155.0,80.33
2,ARS,37,27,5,5.0,89.0,28,86,81.18,73.57,31.12,28.83,44.74,9.63,16.59,515.0,148.0,79.11
3,LIV,37,23,10,4.0,84.0,41,79,89.13,81.99,46.67,45.91,36.08,7.74,16.64,488.0,232.0,73.90
4,AVL,37,20,8,9.0,76.0,56,68,66.82,63.78,62.84,61.2,2.58,13.44,10.21,344.0,257.0,55.10
5,TOT,37,19,6,12.0,71.0,61,63,70.16,68.63,67.37,62.04,6.59,7.56,12.05,479.0,262.0,54.59
6,CHE,37,17,9,11.0,75.0,62,60,79.28,70.15,60.60,56.78,13.37,9.57,14.39,374.0,282.0,63.14
7,NEW,37,17,6,14.0,81.0,60,57,80.83,73.98,60.75,56.82,17.15,10.23,11.15,336.0,269.0,63.07
8,MUN,37,17,6,14.0,55.0,58,57,59.33,53.98,72.79,67.46,-13.48,11.8,13.27,313.0,361.0,43.74
9,WHU,37,14,10,13.0,59.0,71,52,54.29,50.48,75.59,67.98,-17.5,15.63,9.08,159.0,428.0,41.12
10,BHA,37,12,12,13.0,55.0,60,48,59.94,55.25,59.93,55.37,-0.12,10.02,17.19,351.0,308.0,52.34
11,EVE,37,13,9,15.0,39.0,49,48,60.09,57.81,57.05,50.96,6.85,12.92,10.2,234.0,298.0,53.00
12,BOU,37,13,9,15.0,53.0,65,48,61.75,59.47,63.91,58.42,1.05,9.73,8.34,293.0,371.0,51.77
13,CRY,37,12,10,15.0,52.0,58,46,51.70,48.66,57.39,55.11,-6.45,13.73,8.75,233.0,296.0,47.93
14,WOL,37,13,7,17.0,50.0,63,46,49.92,46.88,70.45,64.36,-17.48,12.38,10.46,215.0,374.0,39.78
15,FUL,37,12,8,17.0,51.0,59,44,51.69,50.17,64.84,59.51,-9.34,13.8,13.09,283.0,316.0,44.31
16,BRE,37,10,9,18.0,54.0,61,39,62.59,60.31,56.61,55.09,5.22,10.14,10.31,281.0,339.0,52.59
17,NFO,37,8,9,20.0,47.0,66,33,50.58,49.82,55.17,52.12,-2.31,17.4,9.93,208.0,327.0,48.41
18,LUT,37,6,8,23.0,50.0,81,26,47.81,44.76,90.53,87.49,-42.73,13.14,7.7,174.0,372.0,30.22
19,BUR,37,5,9,23.0,40.0,76,24,42.36,40.08,74.14,68.81,-28.73,13.36,11.57,204.0,378.0,32.72
20,SHU,37,3,7,27.0,35.0,101,16,40.61,36.80,82.51,77.18,-40.38,16.89,8.59,167.0,378.0,28.42
