Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,3,3,0,0.0,9.0,2,9,6.16,6.16,2.11,2.11,4.05,10.65,13.15,31.0,14.0,6.91
2,MCI,3,2,1,0.0,9.0,3,7,7.95,7.19,2.58,2.58,4.61,11.77,21.4,31.0,11.0,7.71
3,TOT,3,2,1,0.0,7.0,3,7,4.67,4.67,2.91,2.91,1.76,9.31,12.68,22.0,25.0,5.55
4,LEE,3,2,1,0.0,7.0,3,7,5.10,5.10,3.20,3.2,1.89,7.56,8.67,15.0,20.0,5.63
5,BHA,3,2,1,0.0,4.0,1,7,5.16,4.40,2.37,2.37,2.03,10.53,13.95,22.0,15.0,6.43
6,NEW,3,1,2,0.0,5.0,3,5,4.26,4.26,5.52,5.52,-1.26,9.3,8.3,35.0,26.0,3.45
7,FUL,3,1,2,0.0,5.0,4,5,5.26,3.73,4.91,4.91,-1.18,13.92,9.46,13.0,20.0,4.36
8,BRE,3,1,1,1.0,8.0,5,4,3.91,3.91,4.25,4.25,-0.34,17.84,11.46,14.0,23.0,4.11
9,CRY,3,1,1,1.0,4.0,4,4,5.76,4.86,4.48,4.48,0.38,17.94,7.25,18.0,36.0,4.84
10,NFO,3,1,1,1.0,2.0,3,4,3.13,3.13,5.38,4.62,-1.49,13.2,9.75,7.0,39.0,2.51
11,SOU,3,1,1,1.0,5.0,7,4,3.04,3.04,3.86,3.86,-0.82,14.92,5.11,15.0,26.0,3.64
12,CHE,3,1,1,1.0,3.0,5,4,4.46,3.69,4.34,4.34,-0.64,5.8,10.61,26.0,6.0,4.25
13,AVL,3,1,0,2.0,3.0,6,3,3.96,3.96,4.87,3.97,-0.01,7.72,14.02,27.0,15.0,3.69
14,MUN,3,1,0,2.0,3.0,7,3,4.33,4.33,4.64,4.64,-0.31,12.55,10.69,26.0,24.0,3.78
15,BOU,3,1,0,2.0,2.0,7,3,0.92,0.92,3.89,3.89,-2.97,17.76,8.97,4.0,30.0,1.87
16,LIV,3,0,2,1.0,4.0,5,2,6.10,6.10,4.93,4.17,1.93,4.86,23.18,47.0,14.0,4.99
17,EVE,3,0,1,2.0,2.0,4,1,3.35,3.35,5.51,4.75,-1.4,15.58,9.46,15.0,21.0,2.61
18,WOL,3,0,1,2.0,1.0,3,1,2.76,2.76,3.44,2.68,0.08,14.04,11.39,16.0,15.0,3.39
19,LEI,3,0,1,2.0,5.0,8,1,1.39,1.39,5.18,5.18,-3.79,10.42,14.85,15.0,17.0,1.45
20,WHU,3,0,0,3.0,0.0,5,0,3.10,2.34,6.39,4.86,-2.52,20.09,16.39,15.0,17.0,2.05
