Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,27,19,6,2.0,64.0,25,63,63.31,57.70,33.78,33.02,24.68,7.77,15.87,323.0,165.0,53.03
2,MCI,27,19,5,3.0,62.0,27,62,60.64,56.83,25.70,24.18,32.66,11.27,20.34,360.0,115.0,59.07
3,ARS,27,19,4,4.0,68.0,23,61,59.60,53.51,22.12,20.6,32.91,9.1,18.09,353.0,104.0,58.22
4,AVL,27,17,4,6.0,59.0,37,55,54.10,51.05,42.26,42.26,8.79,12.62,11.01,264.0,171.0,46.06
5,TOT,26,15,5,6.0,55.0,39,50,49.65,48.89,45.99,41.42,7.47,7.97,11.55,343.0,187.0,39.55
6,MUN,27,14,2,11.0,37.0,39,44,42.57,40.27,48.33,46.04,-5.78,11.87,13.39,227.0,237.0,33.85
7,WHU,27,12,6,9.0,43.0,47,42,39.28,36.24,52.33,47.0,-10.76,16.57,9.57,113.0,294.0,31.13
8,NEW,27,12,4,11.0,57.0,45,40,57.00,53.19,46.75,43.58,9.62,10.26,11.44,228.0,206.0,44.25
9,BHA,27,10,9,8.0,49.0,44,39,48.62,44.81,41.15,37.34,7.47,8.98,17.87,289.0,214.0,42.22
10,WOL,27,11,5,11.0,40.0,43,38,39.02,36.74,50.18,46.38,-9.64,12.95,10.09,165.0,268.0,30.46
11,CHE,26,10,6,10.0,44.0,43,36,52.10,46.01,43.39,39.57,6.43,9.2,13.93,266.0,188.0,42.03
12,FUL,27,10,5,12.0,39.0,42,35,35.91,34.38,48.99,44.42,-10.04,13.49,12.62,198.0,238.0,30.33
13,EVE,27,8,7,12.0,29.0,37,31,47.13,46.36,40.95,37.14,9.22,13.23,10.23,160.0,214.0,41.25
14,BOU,26,8,7,11.0,35.0,47,31,40.80,40.04,44.95,40.99,-0.95,10.04,8.3,211.0,264.0,34.45
15,CRY,27,7,7,13.0,32.0,47,28,32.96,29.92,44.12,41.83,-11.91,14.4,8.46,161.0,233.0,30.93
16,BRE,27,7,5,15.0,39.0,50,26,47.03,44.75,43.87,43.11,1.64,10.29,10.5,195.0,250.0,38.10
17,NFO,27,6,6,15.0,34.0,49,24,33.70,32.94,42.45,40.17,-7.23,17.65,9.61,154.0,262.0,31.32
18,LUT,26,5,5,16.0,37.0,54,20,37.27,34.23,63.41,61.88,-27.66,13.71,7.73,129.0,244.0,23.31
19,BUR,27,3,4,20.0,25.0,60,13,26.80,26.03,51.69,47.88,-21.85,14.51,12.12,126.0,260.0,22.01
20,SHU,27,3,4,20.0,22.0,72,13,25.64,22.60,60.72,57.67,-35.08,16.9,8.78,120.0,271.0,18.18
