Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,36,26,5,5.0,88.0,28,83,79.45,71.84,30.57,28.28,43.56,9.65,16.53,502.0,144.0,76.68
2,MCI,35,25,7,3.0,87.0,33,82,81.38,75.29,35.10,32.82,42.47,11.11,19.74,481.0,149.0,75.33
3,LIV,36,23,9,4.0,81.0,38,78,87.23,80.09,43.95,43.19,36.9,7.75,16.7,481.0,218.0,73.07
4,AVL,36,20,7,9.0,73.0,53,67,64.11,61.06,60.94,59.3,1.76,13.38,10.31,330.0,250.0,53.15
5,TOT,35,18,6,11.0,69.0,58,60,65.31,63.79,63.71,59.15,4.64,7.43,11.96,462.0,254.0,51.23
6,NEW,35,17,5,13.0,78.0,56,56,76.10,69.25,57.34,53.41,15.84,10.09,11.15,318.0,251.0,59.43
7,CHE,35,15,9,11.0,70.0,59,54,75.33,66.20,56.83,53.01,13.19,9.45,14.29,350.0,263.0,60.25
8,MUN,35,16,6,13.0,52.0,55,54,57.28,51.93,68.78,63.45,-11.52,11.74,13.4,298.0,342.0,42.49
9,WHU,36,13,10,13.0,56.0,70,49,50.58,46.77,74.95,67.34,-20.57,15.79,9.05,151.0,423.0,38.21
10,BOU,36,13,9,14.0,52.0,63,48,60.68,58.40,61.98,56.5,1.9,9.77,8.43,282.0,360.0,51.03
11,BHA,35,12,11,12.0,53.0,57,47,56.70,52.01,55.94,51.37,0.64,9.79,17.27,333.0,286.0,50.12
12,WOL,36,13,7,16.0,49.0,60,46,48.76,45.72,67.93,61.84,-16.12,12.66,10.41,210.0,365.0,39.32
13,EVE,36,12,9,15.0,38.0,49,45,58.27,55.98,56.58,50.49,5.49,12.99,10.09,225.0,294.0,50.53
14,FUL,36,12,8,16.0,51.0,55,44,51.60,50.08,61.68,57.12,-7.04,13.37,12.98,282.0,303.0,44.28
15,CRY,36,11,10,15.0,49.0,57,43,49.19,46.14,56.24,53.95,-7.81,13.78,8.86,224.0,291.0,45.58
16,BRE,36,9,9,18.0,52.0,60,36,60.66,58.38,55.54,54.02,4.36,10.29,10.39,270.0,328.0,50.56
17,NFO,36,8,9,19.0,45.0,63,33,48.13,47.37,52.76,49.71,-2.34,17.41,10.02,200.0,313.0,47.00
18,LUT,36,6,8,22.0,49.0,78,26,47.16,44.12,86.82,83.78,-39.66,13.26,7.66,169.0,364.0,30.17
19,BUR,36,5,9,22.0,39.0,74,24,41.41,39.13,71.14,65.81,-26.68,13.34,11.68,202.0,366.0,32.46
20,SHU,36,3,7,26.0,35.0,100,16,40.14,36.34,80.69,75.36,-39.02,16.95,8.54,163.0,369.0,28.07
