Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,15,11,3,1.0,33.0,14,36,30.77,26.21,14.31,13.55,12.65,8.92,17.74,161.0,72.0,29.49
2,LIV,15,10,4,1.0,34.0,14,34,33.63,30.43,19.72,19.72,10.71,9.21,16.77,174.0,94.0,29.12
3,AVL,15,10,2,3.0,34.0,20,32,30.45,28.17,22.34,22.34,5.83,13.9,10.88,147.0,106.0,26.74
4,MCI,15,9,3,3.0,36.0,17,30,33.61,30.57,14.67,13.9,16.66,12.25,20.18,185.0,70.0,31.45
5,TOT,15,8,3,4.0,29.0,22,27,25.88,25.88,25.93,23.65,2.23,8.12,12.13,197.0,97.0,22.04
6,MUN,15,9,0,6.0,18.0,18,27,24.97,22.67,27.52,26.0,-3.33,12.51,14.15,136.0,123.0,19.86
7,NEW,15,8,2,5.0,32.0,17,26,32.61,30.33,17.45,17.45,12.87,10.49,12.27,105.0,91.0,29.24
8,BHA,15,7,4,4.0,32.0,27,25,25.69,24.17,23.25,19.44,4.73,9.1,15.73,158.0,115.0,21.94
9,WHU,15,7,3,5.0,26.0,25,24,23.29,22.53,28.07,25.02,-2.49,16.3,10.27,72.0,148.0,18.28
10,EVE,15,6,2,7.0,18.0,20,20,26.88,26.88,21.95,18.91,7.97,14.08,10.44,97.0,113.0,23.95
11,CHE,15,5,4,6.0,26.0,24,19,31.74,27.18,23.67,21.37,5.8,9.87,14.75,154.0,103.0,25.85
12,BRE,15,5,4,6.0,23.0,21,19,29.45,27.16,20.46,19.69,7.47,10.06,11.21,115.0,124.0,25.16
13,FUL,15,5,3,7.0,21.0,26,18,19.98,18.45,26.40,23.35,-4.9,12.79,13.69,104.0,121.0,16.97
14,WOL,15,5,3,7.0,20.0,25,18,20.69,19.93,28.67,24.86,-4.93,12.87,9.29,86.0,149.0,15.77
15,CRY,15,4,4,7.0,14.0,21,16,19.46,18.70,22.30,20.78,-2.08,12.17,9.01,95.0,127.0,18.70
16,BOU,15,4,4,7.0,18.0,30,16,23.07,23.07,29.74,27.3,-4.23,11.33,8.21,117.0,161.0,17.47
17,NFO,15,3,4,8.0,16.0,27,13,16.95,16.19,24.13,22.6,-6.41,19.77,11.31,79.0,143.0,16.39
18,LUT,15,2,3,10.0,16.0,30,9,17.41,15.89,38.30,37.53,-21.65,17.58,6.87,68.0,157.0,10.30
19,BUR,15,2,1,12.0,15.0,33,7,15.28,14.52,27.21,25.68,-11.16,12.95,13.66,76.0,121.0,13.45
20,SHU,15,1,2,12.0,11.0,41,5,11.50,9.98,37.24,35.72,-25.74,15.29,9.29,64.0,155.0,7.24
