Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,31,22,5,4.0,75.0,24,71,67.01,60.16,24.80,23.27,36.89,9.43,17.26,412.0,122.0,66.01
2,LIV,31,21,8,2.0,72.0,30,71,75.73,68.59,37.13,36.36,32.23,7.72,16.1,395.0,184.0,63.32
3,MCI,31,21,7,3.0,71.0,31,70,69.37,65.57,31.15,28.86,36.7,11.03,19.27,417.0,137.0,66.54
4,TOT,31,18,6,7.0,65.0,45,60,59.52,58.76,53.57,49.0,9.77,7.6,12.06,427.0,212.0,47.88
5,AVL,32,18,6,8.0,66.0,49,60,59.87,56.83,52.80,52.8,4.03,12.82,10.5,299.0,221.0,50.05
6,MUN,31,15,4,12.0,45.0,46,49,48.84,45.02,61.23,56.66,-11.65,11.91,13.18,254.0,307.0,36.72
7,WHU,32,13,9,10.0,52.0,56,48,46.09,42.29,61.11,53.5,-11.21,15.59,9.14,137.0,371.0,37.20
8,NEW,31,14,5,12.0,65.0,52,47,65.21,59.88,52.06,48.12,11.76,10.35,11.41,270.0,230.0,51.14
9,CHE,30,12,8,10.0,55.0,52,44,62.35,53.98,49.38,45.55,8.42,9.36,14.3,315.0,218.0,50.00
10,BHA,31,11,10,10.0,51.0,49,43,51.24,47.44,49.63,45.07,2.37,9.26,17.56,310.0,267.0,45.52
11,WOL,31,12,6,13.0,44.0,49,42,44.77,41.73,56.67,52.11,-10.38,12.68,10.29,195.0,302.0,35.78
12,BOU,31,11,8,12.0,45.0,55,41,50.89,49.37,52.08,48.11,1.26,9.51,8.4,248.0,291.0,43.24
13,FUL,32,11,6,15.0,47.0,51,39,44.30,42.78,57.34,52.78,-10.0,12.85,13.15,254.0,278.0,36.89
14,EVE,31,9,8,14.0,32.0,42,35,52.24,50.72,48.24,42.91,7.8,13.0,10.13,199.0,244.0,45.16
15,CRY,31,7,9,15.0,36.0,54,30,38.79,35.74,49.56,47.28,-11.53,13.95,8.71,181.0,263.0,36.24
16,BRE,32,7,8,17.0,45.0,58,29,54.03,51.74,51.54,50.01,1.73,10.57,9.98,238.0,303.0,44.13
17,NFO,32,7,8,17.0,40.0,56,29,41.07,40.31,47.41,45.12,-4.82,17.5,9.76,175.0,297.0,39.98
18,LUT,32,6,7,19.0,45.0,65,25,44.00,40.96,75.68,74.16,-33.2,13.39,7.58,152.0,307.0,28.18
19,BUR,32,4,7,21.0,32.0,67,19,33.95,32.43,60.95,56.38,-23.95,13.61,11.57,174.0,312.0,27.77
20,SHU,31,3,7,21.0,30.0,82,16,31.81,28.77,68.79,64.98,-36.21,17.38,8.29,134.0,320.0,23.19
