Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,36,28,5,3.0,94.0,22,89,87.93,81.62,23.96,23.19,58.42,8.58,22.74,467.0,134.0,86.72
2,LIV,36,26,8,2.0,89.0,24,86,88.64,82.45,31.49,31.49,50.95,8.02,21.58,425.0,152.0,81.65
3,CHE,36,20,10,6.0,73.0,31,70,65.08,58.23,34.50,29.93,28.3,8.83,15.79,360.0,160.0,68.04
4,ARS,36,21,3,12.0,56.0,45,66,58.54,53.10,45.62,41.05,12.05,12.81,13.85,298.0,206.0,61.38
5,TOT,36,20,5,11.0,63.0,40,65,61.74,58.70,42.76,41.24,17.46,12.52,12.16,264.0,242.0,60.53
6,MUN,37,16,10,11.0,57.0,56,58,56.43,52.63,56.50,52.69,-0.06,13.1,12.02,288.0,257.0,52.77
7,WHU,36,16,7,13.0,57.0,46,55,53.71,48.98,50.05,46.25,2.74,13.77,13.84,232.0,254.0,52.67
8,WOL,36,15,5,16.0,36.0,39,50,36.93,36.17,53.76,46.15,-9.98,14.36,11.18,172.0,285.0,39.33
9,BHA,36,11,14,11.0,38.0,42,47,45.63,40.30,44.72,41.68,-1.37,9.16,13.61,272.0,230.0,50.28
10,LEI,35,12,9,14.0,52.0,56,45,43.75,42.23,60.85,54.56,-12.33,11.45,12.36,237.0,273.0,38.17
11,CRY,35,10,14,11.0,46.0,42,44,45.50,39.32,38.94,35.89,3.42,11.48,9.49,201.0,226.0,53.21
12,AVL,35,13,4,18.0,48.0,49,43,41.09,38.80,46.75,42.84,-4.03,12.83,8.74,242.0,226.0,44.66
13,BRE,36,12,7,17.0,44.0,52,43,50.23,45.66,45.33,43.04,2.62,11.83,9.85,221.0,217.0,54.45
14,NEW,36,11,10,15.0,40.0,61,43,38.10,36.58,60.73,56.0,-19.43,14.18,7.65,157.0,282.0,37.62
15,SOU,36,9,13,14.0,41.0,61,40,46.18,43.89,59.95,58.42,-14.53,10.23,9.54,201.0,267.0,42.91
16,EVE,35,10,6,19.0,37.0,56,36,39.87,35.31,52.92,52.16,-16.85,13.57,7.97,176.0,278.0,40.85
17,BUR,35,7,13,15.0,32.0,49,34,37.35,36.59,55.09,52.81,-16.21,12.55,9.64,166.0,291.0,34.72
18,LEE,36,8,10,18.0,39.0,77,34,47.49,44.44,68.21,64.4,-19.96,8.53,11.33,225.0,284.0,40.55
19,WAT,36,6,5,25.0,32.0,70,23,36.17,34.65,62.67,57.34,-22.69,13.85,7.63,152.0,317.0,33.64
20,NOR,36,5,6,25.0,22.0,78,21,29.67,27.39,75.26,65.9,-38.52,15.13,9.15,182.0,357.0,23.22
