Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,16,14,1,1.0,40.0,14,43,34.65,33.89,13.99,11.71,22.18,10.01,14.27,180.0,68.0,35.77
2,MCI,16,11,3,2.0,44.0,16,36,37.27,34.99,13.84,12.32,22.66,10.59,26.05,219.0,53.0,36.70
3,NEW,17,9,7,1.0,32.0,11,34,32.98,30.69,18.28,17.52,13.18,10.11,11.22,172.0,98.0,31.65
4,MUN,16,10,2,4.0,24.0,20,32,26.43,25.67,18.41,17.65,8.02,12.92,14.22,149.0,116.0,27.58
5,TOT,17,9,3,5.0,33.0,25,30,27.54,25.26,21.54,20.77,4.48,13.05,15.78,118.0,128.0,27.00
6,LIV,16,8,4,4.0,33.0,19,28,35.11,35.11,25.65,23.37,11.74,10.72,21.8,179.0,105.0,27.09
7,FUL,17,7,4,6.0,29.0,27,25,25.70,21.14,33.73,31.44,-10.3,14.16,12.39,90.0,120.0,20.23
8,CHE,16,7,4,5.0,20.0,18,25,20.10,18.58,23.29,23.29,-4.72,8.73,14.27,113.0,76.0,19.94
9,BHA,16,7,3,6.0,28.0,24,24,27.06,24.78,21.00,17.1,7.67,10.23,14.94,147.0,102.0,26.51
10,BRE,17,5,8,4.0,27.0,27,23,27.22,24.17,24.66,23.9,0.28,11.98,9.9,102.0,149.0,26.26
11,CRY,16,6,4,6.0,17.0,21,22,17.47,15.81,23.86,23.86,-8.05,14.32,8.87,73.0,154.0,18.11
12,AVL,17,6,3,8.0,19.0,25,21,20.26,18.74,25.41,22.99,-4.24,12.69,11.64,105.0,118.0,22.64
13,LEI,17,5,2,10.0,26.0,30,17,17.41,15.89,24.87,23.34,-7.45,12.85,16.67,103.0,118.0,17.99
14,LEE,16,4,4,8.0,23.0,29,16,22.31,20.78,29.23,28.47,-7.68,9.22,10.1,106.0,111.0,19.02
15,BOU,17,4,4,9.0,18.0,36,16,14.66,14.66,29.08,25.27,-10.61,17.5,8.69,87.0,164.0,14.07
16,EVE,17,3,6,8.0,13.0,20,15,17.52,17.52,28.96,27.44,-9.92,15.35,9.71,86.0,142.0,15.66
17,WHU,17,4,2,11.0,13.0,22,14,21.76,17.95,20.93,18.65,-0.7,17.85,15.22,72.0,104.0,23.47
18,NFO,17,3,5,9.0,12.0,34,14,16.99,15.47,30.23,26.42,-10.95,18.62,9.17,69.0,177.0,15.45
19,WOL,17,3,4,10.0,10.0,26,13,16.03,14.51,24.45,22.93,-8.42,13.94,11.01,99.0,131.0,17.12
20,SOU,17,3,3,11.0,15.0,32,12,18.56,17.71,25.65,24.89,-7.18,13.96,8.75,100.0,135.0,18.56
