Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,17,12,3,2.0,35.0,15,39,35.26,30.69,15.61,14.85,15.85,8.99,17.01,190.0,78.0,34.41
2,LIV,17,11,5,1.0,36.0,15,38,36.97,33.77,22.14,21.38,12.39,8.63,16.97,201.0,105.0,32.45
3,AVL,17,12,2,3.0,37.0,21,38,32.54,30.26,24.85,24.85,5.41,13.11,10.06,163.0,120.0,29.15
4,MCI,17,10,4,3.0,40.0,20,34,38.26,35.22,17.00,15.48,19.73,11.78,19.67,199.0,78.0,35.85
5,TOT,17,10,3,4.0,35.0,23,33,31.89,31.12,29.25,26.96,4.16,8.01,11.8,219.0,114.0,26.11
6,NEW,17,9,2,6.0,36.0,21,29,38.50,36.22,22.32,21.56,14.66,10.22,12.39,137.0,107.0,32.39
7,MUN,17,9,1,7.0,18.0,21,28,26.71,24.42,31.46,29.94,-5.53,12.53,13.35,158.0,141.0,21.02
8,WHU,17,8,3,6.0,29.0,30,27,25.31,24.55,30.81,27.77,-3.22,16.22,10.44,81.0,167.0,20.63
9,BHA,17,7,5,5.0,33.0,30,26,29.32,27.79,27.07,23.26,4.53,9.35,16.08,183.0,138.0,24.76
10,EVE,17,8,2,7.0,22.0,20,26,30.21,30.21,23.65,20.6,9.61,14.43,10.02,107.0,132.0,27.98
11,CHE,17,6,4,7.0,28.0,26,22,35.90,31.34,25.23,22.93,8.41,9.11,15.12,176.0,109.0,29.83
12,FUL,17,6,3,8.0,26.0,29,21,22.63,21.11,31.66,28.61,-7.5,13.53,13.85,118.0,149.0,19.23
13,BRE,17,5,4,8.0,24.0,24,19,30.89,28.61,22.76,22.0,6.6,9.42,11.03,126.0,143.0,27.07
14,WOL,17,5,4,8.0,21.0,29,19,22.27,21.51,30.92,27.12,-5.61,12.28,9.85,99.0,158.0,17.80
15,BOU,16,5,4,7.0,21.0,30,19,25.04,25.04,30.85,28.41,-3.37,11.48,8.1,123.0,176.0,19.56
16,CRY,17,4,5,8.0,17.0,25,17,22.90,20.62,26.09,24.57,-3.95,12.94,8.63,103.0,147.0,21.27
17,NFO,17,3,5,9.0,17.0,30,14,19.88,19.12,26.76,25.23,-6.12,18.82,10.92,92.0,157.0,19.35
18,LUT,16,2,3,11.0,17.0,32,9,18.10,16.58,40.53,39.77,-23.19,16.94,7.01,72.0,166.0,10.64
19,BUR,17,2,2,13.0,16.0,36,8,17.14,16.38,32.39,30.87,-14.49,13.59,13.66,90.0,150.0,14.15
20,SHU,17,2,2,13.0,12.0,43,8,12.78,11.26,41.16,39.64,-28.38,15.48,8.7,73.0,175.0,8.83
