Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,38,28,5,5.0,94.0,33,89,84.32,76.71,34.21,31.92,44.78,10.33,22.32,450.0,154.0,83.04
2,ARS,38,26,6,6.0,88.0,43,84,76.51,73.47,45.16,41.36,32.11,9.55,14.36,452.0,199.0,72.53
3,MUN,38,23,6,9.0,58.0,43,75,71.90,69.62,50.29,48.0,21.61,11.52,13.66,391.0,253.0,66.40
4,NEW,38,19,14,5.0,68.0,33,71,76.98,72.41,41.86,38.05,34.36,9.19,10.66,376.0,215.0,71.67
5,LIV,38,19,10,9.0,75.0,47,67,80.77,77.73,55.77,52.73,25.0,8.83,19.1,419.0,209.0,67.37
6,BHA,38,18,8,12.0,72.0,53,62,77.72,73.16,50.15,43.98,29.18,8.93,15.01,362.0,231.0,70.86
7,AVL,38,18,7,13.0,51.0,46,61,50.00,46.95,53.96,49.24,-2.29,11.78,9.56,258.0,237.0,54.37
8,TOT,38,18,6,14.0,70.0,63,60,57.83,53.27,51.66,48.62,4.65,12.65,12.73,239.0,280.0,57.60
9,BRE,38,15,14,9.0,58.0,46,59,59.23,53.14,51.45,49.93,3.21,11.31,9.78,231.0,301.0,58.26
10,FUL,38,15,7,16.0,55.0,53,52,47.98,41.13,71.49,65.31,-24.18,12.96,10.43,203.0,286.0,39.24
11,CRY,38,11,12,15.0,40.0,49,45,40.72,38.30,51.63,48.58,-10.29,13.05,8.67,197.0,311.0,44.24
12,CHE,38,11,11,16.0,38.0,47,44,51.89,49.61,54.02,53.26,-3.65,9.1,13.33,322.0,214.0,52.28
13,WOL,38,11,8,19.0,31.0,58,41,35.13,32.84,62.68,59.64,-26.79,11.99,11.3,192.0,301.0,35.01
14,WHU,38,11,7,20.0,42.0,55,40,51.21,45.12,55.31,50.75,-5.62,15.96,11.11,173.0,285.0,51.62
15,BOU,38,11,6,21.0,37.0,71,39,40.08,40.08,67.60,62.27,-22.19,15.78,8.81,200.0,383.0,34.73
16,NFO,38,9,11,18.0,38.0,68,38,39.57,35.01,68.46,61.61,-26.6,16.48,8.02,157.0,390.0,35.05
17,EVE,38,8,12,18.0,34.0,57,36,48.65,46.37,68.58,64.02,-17.65,13.65,9.62,197.0,309.0,40.71
18,LEI,38,9,7,22.0,51.0,68,34,48.99,44.33,59.79,55.98,-11.65,12.02,12.67,205.0,289.0,45.07
19,LEE,38,7,10,21.0,48.0,78,31,47.80,45.51,69.58,65.01,-19.5,9.48,9.02,230.0,267.0,40.58
20,SOU,38,6,7,25.0,36.0,73,25,39.27,36.13,62.90,60.62,-24.48,12.37,8.4,199.0,339.0,36.47
