Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,7,5,1.0,1.0,15.0,3,16,13.20,13.2,8.13,6.61,+6.59,10.98,12.42,71,31,12.39
2,LIV,7,4,3.0,0.0,17.0,6,15,16.89,16.13,7.88,7.88,+8.25,9.08,23.24,69,41,14.62
3,MCI,7,4,2.0,1.0,14.0,3,14,15.73,15.73,3.64,3.64,+12.09,9.49,21.39,78,28,16.57
4,MUN,7,4,2.0,1.0,14.0,6,14,12.49,11.73,8.14,7.37,+4.36,9.55,13.80,62,28,12.48
5,EVE,7,4,2.0,1.0,13.0,8,14,11.94,9.66,6.70,6.70,+2.96,12.91,8.10,30,44,13.61
6,BHA,7,4,2.0,1.0,8.0,5,14,7.69,6.93,7.47,5.95,+0.99,9.69,15.90,49,38,9.38
7,BRE,7,3,3.0,1.0,10.0,6,12,11.03,10.27,7.00,7.00,+3.27,11.56,8.29,32,47,12.88
8,TOT,7,4,0.0,3.0,6.0,10,12,7.25,6.49,12.21,11.45,-4.96,12.82,8.98,41,59,6.97
9,WHU,7,3,2.0,2.0,14.0,10,11,12.50,10.82,9.07,9.07,+1.75,12.44,14.59,47,36,11.76
10,AVL,7,3,1.0,3.0,10.0,9,10,7.35,5.83,8.80,8.04,-2.21,9.33,9.65,41,37,8.42
11,ARS,7,3,1.0,3.0,5.0,10,10,7.36,7.36,13.45,13.45,-6.09,16.04,11.72,45,65,7.53
12,WOL,7,3,0.0,4.0,5.0,6,9,10.28,10.28,7.63,6.10,+4.18,13.52,11.37,39,34,11.48
13,LEI,7,2,2.0,3.0,9.0,12,8,7.83,7.83,10.88,9.36,-1.53,12.04,12.97,50,56,7.59
14,CRY,7,1,4.0,2.0,8.0,11,7,8.68,7.16,7.89,7.89,-0.73,12.52,8.79,46,46,9.96
15,WAT,7,2,1.0,4.0,7.0,10,7,6.06,6.06,11.28,10.52,-4.45,13.47,8.53,31,61,6.09
16,LEE,7,1,3.0,3.0,7.0,14,6,7.91,7.91,12.97,12.21,-4.30,9.19,15.60,54,50,7.29
17,SOU,7,0,4.0,3.0,5.0,10,4,8.25,6.72,12.49,12.49,-5.77,10.37,9.83,40,43,6.82
18,BUR,7,0,3.0,4.0,5.0,11,3,7.81,7.81,11.58,11.58,-3.78,12.70,10.09,36,64,7.16
19,NEW,7,0,3.0,4.0,8.0,16,3,8.69,8.69,13.92,11.48,-2.79,13.79,8.60,31,55,6.21
20,NOR,7,0,1.0,6.0,2.0,16,1,5.63,4.87,13.46,12.70,-7.83,15.33,9.73,35,64,4.84
