Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MUN,4,3,1.0,0.0,11.0,3,10,7.62,7.62,3.57,3.57,+4.05,9.85,13.11,38,13,8.22
2,CHE,4,3,1.0,0.0,9.0,1,10,6.62,6.62,4.21,3.45,+3.17,10.69,14.18,40,18,6.81
3,LIV,4,3,1.0,0.0,9.0,1,10,10.91,10.15,3.25,3.25,+6.90,10.38,22.66,42,18,9.69
4,EVE,4,3,1.0,0.0,10.0,4,10,7.60,6.08,4.07,4.07,+2.01,12.59,7.07,20,23,8.19
5,MCI,4,3,0.0,1.0,11.0,1,9,11.77,11.77,2.00,2.00,+9.77,7.31,32.52,52,11,10.63
6,BHA,4,3,0.0,1.0,5.0,3,9,4.45,4.45,4.48,3.72,+0.73,8.50,15.93,29,15,5.21
7,TOT,4,3,0.0,1.0,3.0,3,9,3.79,3.02,7.11,6.35,-3.32,13.66,8.25,28,28,3.86
8,WHU,4,2,2.0,0.0,10.0,5,8,7.47,6.55,4.67,4.67,+1.88,12.00,15.63,27,20,7.24
9,LEI,4,2,0.0,2.0,4.0,6,6,3.37,3.37,7.80,7.04,-3.67,14.87,14.67,20,28,2.59
10,BRE,4,1,2.0,1.0,3.0,2,5,4.46,4.46,2.35,2.35,+2.11,10.20,8.49,24,23,7.28
11,CRY,4,1,2.0,1.0,5.0,5,5,5.50,4.74,3.42,3.42,+1.31,12.18,9.11,21,32,6.28
12,AVL,4,1,1.0,2.0,5.0,7,4,3.93,2.4,4.34,4.34,-1.93,10.26,10.37,19,19,5.14
13,WOL,4,1,0.0,3.0,2.0,3,3,7.19,7.19,3.52,2.76,+4.43,12.67,11.86,29,23,8.08
14,SOU,4,0,3.0,1.0,4.0,6,3,5.32,4.56,6.57,6.57,-2.01,9.70,8.25,23,22,4.61
15,WAT,4,1,0.0,3.0,3.0,7,3,2.54,2.54,6.40,5.64,-3.10,17.64,9.05,17,36,2.89
16,ARS,4,1,0.0,3.0,1.0,9,3,4.46,4.46,10.58,10.58,-6.12,15.61,12.10,26,45,3.41
17,LEE,4,0,2.0,2.0,4.0,11,2,3.71,3.71,9.61,8.85,-5.14,10.12,15.05,24,31,2.39
18,BUR,4,0,1.0,3.0,3.0,8,1,6.02,6.02,7.65,7.65,-1.63,13.87,8.86,12,31,4.68
19,NEW,4,0,1.0,3.0,5.0,12,1,4.12,4.12,10.43,7.99,-3.86,15.24,10.30,16,36,1.57
20,NOR,4,0,0.0,4.0,1.0,11,0,3.38,2.62,8.19,8.19,-5.57,18.77,9.87,10,45,2.79
