Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,20,13,6,1.0,43.0,18,45,46.31,41.46,24.88,24.12,17.34,8.25,16.57,242.0,117.0,38.79
2,AVL,20,13,3,4.0,43.0,27,42,38.53,35.48,27.82,27.82,7.66,12.59,10.36,201.0,128.0,35.42
3,MCI,19,12,4,3.0,45.0,21,40,42.79,38.98,18.50,16.98,22.0,11.69,21.05,220.0,82.0,40.81
4,ARS,20,12,4,4.0,37.0,20,40,40.56,35.99,19.71,18.19,17.8,9.1,16.76,227.0,91.0,39.24
5,TOT,20,12,3,5.0,42.0,29,39,37.68,36.92,36.66,32.86,4.06,8.3,10.93,270.0,145.0,29.43
6,WHU,20,10,4,6.0,33.0,30,34,29.41,27.89,36.49,33.44,-5.56,17.47,9.88,90.0,218.0,23.88
7,BHA,20,8,7,5.0,38.0,33,31,36.65,33.61,31.77,27.97,5.64,9.18,17.07,219.0,179.0,30.50
8,MUN,20,10,1,9.0,22.0,27,31,29.30,27.00,35.56,34.04,-7.04,11.72,13.68,178.0,164.0,23.78
9,NEW,20,9,2,9.0,39.0,29,29,43.62,40.58,33.92,31.51,9.06,9.97,11.72,175.0,129.0,34.59
10,CHE,20,8,4,8.0,34.0,31,28,41.96,36.63,30.57,28.27,8.36,8.91,14.25,207.0,126.0,34.39
11,WOL,20,8,4,8.0,30.0,31,28,28.56,27.79,35.79,31.98,-4.19,12.21,9.67,122.0,195.0,22.88
12,EVE,20,8,2,10.0,24.0,28,26,33.95,33.95,30.15,26.35,7.61,13.82,9.99,124.0,161.0,30.40
13,BOU,19,7,4,8.0,28.0,35,25,30.59,29.83,34.12,31.68,-1.84,10.61,8.43,154.0,202.0,25.43
14,FUL,20,7,3,10.0,28.0,35,24,25.87,24.35,35.81,32.01,-7.66,13.44,13.43,144.0,165.0,22.85
15,CRY,20,5,6,9.0,22.0,29,21,27.13,24.84,31.45,29.16,-4.32,13.35,8.53,131.0,175.0,24.80
16,NFO,20,5,5,10.0,24.0,35,20,24.52,23.76,32.09,29.81,-6.04,17.97,10.24,107.0,191.0,22.98
17,BRE,19,5,4,10.0,26.0,31,19,34.77,32.49,26.27,25.51,6.98,9.47,11.03,147.0,163.0,30.04
18,LUT,19,4,3,12.0,23.0,37,15,23.27,21.75,47.14,46.38,-24.63,15.23,7.06,82.0,193.0,14.62
19,BUR,20,3,2,15.0,20.0,41,11,19.65,18.89,38.38,36.1,-17.21,13.76,13.22,97.0,196.0,15.89
20,SHU,20,2,3,15.0,15.0,49,9,17.31,15.79,45.34,43.81,-28.03,15.99,8.45,83.0,200.0,12.64
