Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,23,15,6,2.0,52.0,22,51,52.05,46.44,29.04,28.28,18.15,8.23,15.85,269.0,138.0,43.83
2,MCI,22,15,4,3.0,54.0,25,49,49.30,45.49,22.10,20.57,24.92,11.58,21.12,263.0,95.0,46.97
3,ARS,23,15,4,4.0,47.0,22,49,48.33,43.76,21.18,19.65,24.1,9.14,16.93,275.0,95.0,46.88
4,AVL,23,14,4,5.0,49.0,30,46,44.30,41.26,33.71,33.71,7.55,12.31,10.75,230.0,148.0,39.72
5,TOT,23,13,5,5.0,49.0,35,44,43.28,42.52,42.44,38.63,3.88,8.01,10.99,295.0,170.0,33.67
6,MUN,23,12,2,9.0,31.0,32,38,34.42,32.12,40.33,38.05,-5.93,11.91,13.58,202.0,179.0,28.00
7,WHU,23,10,6,7.0,36.0,36,36,34.33,31.28,41.20,37.4,-6.12,16.81,9.66,100.0,241.0,28.19
8,BHA,23,9,8,6.0,42.0,38,35,40.96,37.92,36.79,32.98,4.94,9.1,17.33,240.0,191.0,34.80
9,NEW,23,10,3,10.0,48.0,37,33,50.55,47.51,40.60,37.43,10.08,10.07,11.31,200.0,174.0,38.83
10,WOL,23,9,5,9.0,37.0,37,32,34.46,32.18,42.75,38.94,-6.76,13.0,9.7,141.0,233.0,26.27
11,CHE,23,9,4,10.0,38.0,39,31,46.85,40.76,37.42,33.6,7.15,9.18,13.93,241.0,152.0,38.15
12,EVE,23,8,5,10.0,26.0,30,29,41.08,41.08,34.79,30.99,10.09,13.11,9.72,139.0,186.0,36.02
13,BOU,22,7,6,9.0,30.0,41,27,33.75,32.99,37.42,34.22,-1.23,10.2,8.2,173.0,225.0,29.52
14,FUL,23,7,5,11.0,30.0,38,26,30.23,28.71,41.70,37.13,-8.42,13.18,13.11,167.0,189.0,25.96
15,CRY,23,6,6,11.0,26.0,40,24,28.82,26.53,37.66,35.38,-8.84,13.77,8.6,142.0,203.0,26.77
16,BRE,22,6,4,12.0,32.0,39,22,39.17,36.89,32.96,32.2,4.69,9.78,10.83,167.0,199.0,32.92
17,NFO,23,5,6,12.0,28.0,41,21,26.83,26.07,36.61,34.33,-8.26,17.55,9.78,124.0,224.0,25.10
18,LUT,22,5,5,12.0,32.0,42,20,30.55,28.26,52.04,51.28,-23.02,14.22,7.47,102.0,209.0,19.97
19,BUR,23,3,4,16.0,24.0,47,13,23.67,22.91,42.48,40.2,-17.29,14.41,12.81,109.0,216.0,19.93
20,SHU,23,2,4,17.0,19.0,59,10,22.22,19.93,51.91,49.63,-29.69,15.44,8.81,106.0,218.0,15.57
