Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,29,20,7,2.0,67.0,27,67,68.78,62.40,35.59,34.83,27.57,7.87,15.91,356.0,176.0,57.86
2,ARS,29,20,5,4.0,70.0,24,65,61.70,55.61,24.07,22.55,33.06,9.21,17.43,380.0,113.0,60.91
3,MCI,29,19,7,3.0,63.0,28,64,63.23,59.43,28.47,26.18,33.24,11.2,19.16,371.0,131.0,61.89
4,AVL,30,18,5,7.0,62.0,42,59,57.52,54.48,47.50,47.5,6.98,12.8,10.52,289.0,192.0,48.78
5,TOT,29,17,5,7.0,61.0,43,56,56.51,55.75,50.09,45.53,10.22,7.65,11.86,388.0,205.0,45.60
6,MUN,29,15,3,11.0,40.0,40,48,46.46,42.64,53.31,51.03,-8.4,11.8,13.46,241.0,271.0,36.28
7,WHU,30,12,8,10.0,49.0,54,44,43.48,40.44,57.93,51.08,-10.64,15.89,9.29,130.0,337.0,35.04
8,NEW,29,13,4,12.0,63.0,51,43,61.38,56.05,49.52,46.35,9.7,10.23,11.53,252.0,213.0,47.42
9,BHA,29,11,9,9.0,51.0,46,42,49.59,45.79,45.05,41.24,4.55,9.37,17.65,296.0,241.0,43.43
10,WOL,29,12,5,12.0,42.0,46,41,41.98,39.69,54.41,50.6,-10.91,12.8,10.31,179.0,288.0,32.58
11,CHE,28,11,7,10.0,49.0,47,40,58.35,51.50,46.07,42.24,9.25,9.34,14.14,294.0,205.0,47.08
12,FUL,30,11,6,13.0,46.0,47,39,42.42,40.90,54.22,49.65,-8.75,13.26,12.86,235.0,265.0,35.14
13,BOU,29,10,8,11.0,43.0,53,38,48.96,47.44,50.60,46.63,0.81,9.74,8.52,239.0,278.0,40.09
14,EVE,29,8,7,14.0,30.0,41,31,49.88,49.12,45.24,39.92,9.2,13.17,10.22,184.0,227.0,42.83
15,CRY,29,7,9,13.0,34.0,49,30,37.12,34.07,45.99,43.7,-9.63,14.01,8.64,173.0,239.0,35.01
16,BRE,30,7,6,17.0,42.0,55,27,52.18,49.90,49.15,47.63,2.27,10.28,10.22,227.0,289.0,41.86
17,NFO,30,6,8,16.0,36.0,52,26,37.12,36.36,44.74,42.46,-6.1,17.21,9.85,166.0,272.0,36.20
18,LUT,30,5,7,18.0,43.0,62,22,42.41,39.36,73.92,72.4,-33.04,13.45,7.6,142.0,288.0,25.67
19,BUR,30,4,6,20.0,31.0,65,18,32.48,30.96,59.28,54.71,-23.76,14.09,11.65,157.0,299.0,25.36
20,SHU,29,3,6,20.0,27.0,77,15,29.35,26.30,65.75,61.94,-35.64,17.0,8.58,126.0,296.0,20.51
