Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
2,MUN,36,20,10,6.0,70.0,42,70,60.20,52.59,40.34,37.3,15.29,10.69,12.66,327.0,179.0,61.86
3,LEI,36,20,6,10.0,65.0,44,66,56.14,48.53,42.35,40.07,8.46,9.93,13.75,230.0,192.0,58.19
4,CHE,36,18,10,8.0,55.0,33,64,62.36,55.51,29.09,26.81,28.7,9.34,16.67,307.0,169.0,71.99
5,LIV,36,18,9,9.0,63.0,42,63,67.27,62.70,45.70,39.61,23.1,9.16,18.88,428.0,132.0,63.81
6,TOT,36,17,8,11.0,63.0,41,59,53.93,50.13,49.09,43.0,7.13,11.28,11.58,176.0,281.0,51.87
7,WHU,36,17,8,11.0,56.0,46,59,54.78,52.34,47.40,43.6,8.74,16.6,11.27,161.0,270.0,54.54
8,EVE,36,16,8,12.0,46.0,43,56,47.49,44.45,47.02,43.97,0.48,14.14,11.94,200.0,260.0,48.70
9,ARS,36,16,7,13.0,50.0,38,55,49.68,45.11,42.04,39.76,5.36,13.62,16.22,272.0,193.0,54.79
10,LEE,36,16,5,15.0,57.0,53,53,55.19,52.90,60.69,53.68,-0.78,7.29,12.42,289.0,267.0,47.81
11,AVL,36,14,7,15.0,51.0,44,49,54.10,50.29,48.93,44.36,5.93,10.71,9.35,259.0,282.0,51.94
12,WOL,36,12,9,15.0,35.0,49,45,37.65,34.61,49.47,44.14,-9.54,14.58,11.27,133.0,260.0,43.01
13,CRY,36,12,8,16.0,40.0,61,44,33.52,30.47,57.91,54.86,-24.39,16.12,7.63,194.0,248.0,36.86
14,SOU,36,12,7,17.0,47.0,63,43,42.62,38.06,54.98,48.13,-10.08,9.91,10.47,204.0,266.0,42.11
15,BUR,36,10,9,17.0,33.0,51,39,36.73,34.45,55.90,53.62,-19.17,13.29,9.69,212.0,315.0,36.37
16,NEW,36,10,9,17.0,43.0,62,39,40.53,35.79,58.15,54.35,-18.55,17.7,8.03,132.0,312.0,38.61
17,BHA,36,8,14,14.0,37.0,42,38,52.40,45.55,38.06,32.73,12.81,10.24,13.41,293.0,194.0,59.27
18,FUL,36,5,12,19.0,26.0,50,27,39.19,34.63,55.11,50.54,-15.92,12.29,10.09,217.0,218.0,40.30
19,WBA,36,5,11,20.0,33.0,70,26,32.84,29.80,67.98,61.13,-31.33,16.22,8.09,150.0,325.0,29.05
20,SHU,36,6,2,28.0,19.0,62,20,31.86,28.81,63.72,60.68,-31.87,14.18,11.42,189.0,272.0,28.16
