Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,22,15,6,1.0,51.0,19,51,51.51,45.89,26.19,25.43,20.46,8.18,16.26,267.0,133.0,43.67
2,MCI,21,14,4,3.0,51.0,24,46,47.19,43.38,21.23,19.71,23.68,11.64,20.98,251.0,92.0,44.73
3,ARS,22,14,4,4.0,44.0,21,46,45.47,40.91,20.63,19.11,21.79,9.11,17.34,270.0,93.0,44.13
4,TOT,22,13,4,5.0,47.0,33,43,42.35,41.59,39.18,35.38,6.22,8.1,11.14,288.0,164.0,33.59
5,AVL,22,13,4,5.0,44.0,30,43,41.31,38.27,32.18,32.18,6.09,12.26,10.3,225.0,141.0,37.35
6,WHU,22,10,6,6.0,36.0,33,36,33.14,30.10,40.24,36.43,-6.33,16.64,9.71,97.0,232.0,26.68
7,MUN,22,11,2,9.0,28.0,32,35,33.45,31.15,39.15,36.86,-5.72,12.08,13.31,193.0,176.0,26.81
8,NEW,22,10,2,10.0,44.0,33,32,48.18,45.13,37.92,35.51,9.62,10.25,11.54,191.0,166.0,37.66
9,BHA,22,8,8,6.0,38.0,37,32,39.04,35.99,36.55,32.74,3.25,9.07,17.13,237.0,188.0,32.13
10,CHE,22,9,4,9.0,36.0,35,31,44.49,38.40,34.93,31.87,6.52,9.2,13.79,228.0,146.0,36.85
11,WOL,22,8,5,9.0,33.0,35,29,31.97,30.45,40.39,36.58,-6.13,12.8,9.74,135.0,220.0,24.79
12,EVE,22,8,4,10.0,24.0,28,28,37.82,37.82,33.87,30.06,7.76,13.39,9.97,133.0,179.0,33.17
13,BOU,21,7,5,9.0,29.0,40,26,32.56,31.80,36.97,33.76,-1.96,10.44,8.25,169.0,219.0,27.33
14,FUL,22,7,4,11.0,28.0,36,25,28.94,27.42,40.69,36.12,-8.71,13.27,13.04,160.0,186.0,24.39
15,CRY,22,6,6,10.0,25.0,36,24,28.58,26.29,35.74,33.45,-7.16,13.35,8.54,139.0,200.0,26.57
16,BRE,21,6,4,11.0,31.0,36,22,38.31,36.02,30.85,30.09,5.93,9.39,10.86,164.0,187.0,32.35
17,NFO,22,5,5,12.0,27.0,40,20,26.38,25.61,35.42,33.14,-7.52,18.13,10.05,118.0,220.0,24.56
18,LUT,21,5,4,12.0,28.0,38,19,27.87,26.35,49.67,48.91,-22.56,14.68,7.51,94.0,200.0,18.37
19,BUR,22,3,3,16.0,22.0,45,12,22.66,21.90,41.20,38.91,-17.01,14.39,12.9,106.0,209.0,18.79
20,SHU,22,2,4,16.0,19.0,54,10,20.69,18.41,48.92,46.64,-28.23,15.07,8.64,99.0,213.0,15.11
